Altitude_km,Loss_per_km_kg
1.2121212121212122,0.0
2.4242424242424243,0.0
3.6363636363636367,0.0
4.848484848484849,0.0
6.0606060606060606,0.0
7.272727272727273,0.0
8.484848484848484,0.0
9.696969696969697,0.0
10.90909090909091,0.0
12.121212121212121,0.0
13.333333333333334,0.0
14.545454545454547,0.0
15.757575757575758,0.0
16.96969696969697,0.0
18.181818181818183,0.0
19.393939393939394,0.0
20.606060606060606,0.0
21.81818181818182,0.0
23.03030303030303,0.0
24.242424242424242,0.0
25.454545454545457,0.0
26.666666666666668,0.0
27.87878787878788,0.0
29.090909090909093,0.0
30.303030303030305,0.0
31.515151515151516,0.0
32.72727272727273,0.0
33.93939393939394,0.0
35.151515151515156,0.0
36.36363636363637,0.0
37.57575757575758,0.0
38.78787878787879,0.0
40.0,0.0
41.21212121212121,0.0
42.42424242424242,0.0
43.63636363636364,0.0
44.84848484848485,0.0
46.06060606060606,0.0
47.27272727272727,0.0
48.484848484848484,0.0
49.696969696969695,0.0
50.909090909090914,0.0
52.121212121212125,0.0
53.333333333333336,0.0
54.54545454545455,0.004212256809338747
55.75757575757576,0.18515414944066036
56.96969696969697,0.5728643330496094
58.18181818181819,1.148034958374814
59.3939393939394,1.941485653676937
60.60606060606061,2.936257208959939
61.81818181818182,4.0905534985122465
63.03030303030303,5.327191368595832
64.24242424242425,6.519874606053441
65.45454545454545,7.628818363907094
66.66666666666667,8.623093648916438
67.87878787878788,7.578859953703681
69.0909090909091,0.0
70.30303030303031,0.7714429308375004
71.51515151515152,13.436888757769552
72.72727272727273,31.840348224745814
73.93939393939394,25.525092525200876
75.15151515151516,9.251841647940783
76.36363636363636,1.2701359135055341
77.57575757575758,0.0
78.7878787878788,0.509184929078032
80.0,3.85214879185224
81.21212121212122,10.212506199357632
82.42424242424242,19.51071763573178
83.63636363636364,26.8324414747472
84.84848484848484,21.391990957271954
86.06060606060606,12.390649469828098
87.27272727272728,7.474022663345137
88.48484848484848,0.9216378787879
89.6969696969697,0.0
90.9090909090909,0.0
92.12121212121212,0.0
93.33333333333334,0.0
94.54545454545455,0.0
95.75757575757576,0.0
96.96969696969697,0.0
98.18181818181819,0.0
99.39393939393939,0.0
100.60606060606061,0.0
101.81818181818183,0.0
103.03030303030303,0.0
104.24242424242425,0.0
105.45454545454545,0.0
106.66666666666667,0.0
107.87878787878788,0.0
109.0909090909091,0.0
110.30303030303031,0.0
111.51515151515152,0.0
112.72727272727273,0.0
113.93939393939394,0.0
115.15151515151516,0.0
116.36363636363637,0.0
117.57575757575758,0.0
118.7878787878788,0.0
120.0,0.0
