2237.550	99.777	683.250	112.400	11.417	239223.779	0.000	0.000.1	67832104.906	0.87880	124.981	300.000	9322.532	0.000.2	0.000.3	0.76238
2237.65	99.773	683.352	112.4	11.417	239319.441	0.0	0.0	67856036.85	0.8788						
2238.1	99.755	683.812	112.4	11.417	239764.185	0.0	0.0	67963930.734	0.8788						
2239.1	99.717	684.839	112.4	11.417	240787.385	0.0	0.0	68204718.118	0.8788						
2240.1	99.678	685.869	112.4	11.417	241892.432	0.0	0.0	68446610.551	0.8788						
2241.1	99.639	686.901	112.4	11.417	243004.183	0.0	0.0	68689614.734	0.8788						
2242.1	99.601	687.936	112.4	11.417	244121.989	0.0	0.0	68933736.723	0.8788						
2243.1	99.562	688.974	112.4	11.417	245246.929	0.0	0.0	69178983.652	0.8788						
2244.1	99.523	690.014	112.4	11.417	246378.171	0.0	0.0	69425361.824	0.8788						
2245.1	99.484	691.057	112.4	11.417	247515.929	0.0	0.0	69672877.753	0.8788						
2246.1	99.445	692.103	112.4	11.417	248660.748	0.0	0.0	69921538.501	0.8788						
2247.1	99.405	693.151	112.4	11.417	249811.806	0.0	0.0	70171350.308	0.8788						
2248.1	99.366	694.203	112.4	11.417	250970.024	0.0	0.0	70422320.331	0.8788						
2249.1	99.327	695.258	112.4	11.417	252134.874	0.0	0.0	70674455.205	0.8788						
2250.1	99.287	696.317	112.4	11.417	253306.301	0.0	0.0	70927761.506	0.8788						
2251.1	99.248	697.38	112.4	11.417	254485.079	0.0	0.0	71182246.584	0.8788						
2252.1	99.208	698.446	112.4	11.417	255670.283	0.0	0.0	71437916.867	0.8788						
2253.1	99.169	699.517	112.4	11.417	256862.723	0.0	0.0	71694779.59	0.8788						
2254.1	99.129	700.592	112.4	11.417	258062.065	0.0	0.0	71952841.655	0.8788						
2255.1	99.089	701.671	112.4	11.417	259268.108	0.0	0.0	72212109.763	0.8788						
2256.1	99.05	702.754	112.4	11.417	260481.716	0.0	0.0	72472591.478	0.8788						
2257.1	99.01	703.841	112.4	11.417	261701.943	0.0	0.0	72734293.421	0.8788						
2258.1	98.97	704.932	112.4	11.417	262929.533	0.0	0.0	72997222.954	0.8788						
2259.1	98.93	706.027	112.4	11.417	264164.231	0.0	0.0	73261387.185	0.8788						
2260.1	98.89	707.126	112.4	11.417	265405.812	0.0	0.0	73526792.997	0.8788						
2261.1	98.849	708.229	112.4	11.417	266655.102	0.0	0.0	73793448.099	0.8788						
2262.1	98.809	709.336	112.4	11.417	267911.208	0.0	0.0	74061359.307	0.8788						
