# Material: drama-SolarPanel-Mat
# Columns: SatelliteMass [kg]	Altitude [km]	NormalizedLossRate [1/km]
67	98.96	2.321026e-02
67	99.23	2.542858e-02
67	99.49	2.380355e-02
67	99.76	2.222498e-02
67	100.02	2.051215e-02
67	100.29	1.892620e-02
67	100.55	1.731813e-02
67	100.82	1.563997e-02
67	101.08	1.403006e-02
67	101.35	1.240968e-02
67	101.61	1.081973e-02
67	101.88	9.190210e-03
67	102.15	7.571979e-03
67	102.41	5.997294e-03
67	102.68	1.240050e-03
67	102.94	0.000000e+00
67	103.21	0.000000e+00
67	103.47	0.000000e+00
67	103.74	0.000000e+00
67	104.00	0.000000e+00
67	104.27	0.000000e+00
67	104.54	0.000000e+00
67	104.80	0.000000e+00
67	105.07	0.000000e+00
67	105.33	0.000000e+00
67	105.60	0.000000e+00
67	105.86	0.000000e+00
67	106.13	0.000000e+00
67	106.39	0.000000e+00
67	106.66	0.000000e+00
67	106.92	0.000000e+00
67	107.19	0.000000e+00
67	107.46	0.000000e+00
67	107.72	0.000000e+00
67	107.99	0.000000e+00
67	108.25	0.000000e+00
67	108.52	0.000000e+00
67	108.78	0.000000e+00
67	109.05	0.000000e+00
67	109.31	0.000000e+00
67	109.58	0.000000e+00
67	109.85	0.000000e+00
67	110.11	0.000000e+00
67	110.38	0.000000e+00
67	110.64	0.000000e+00
67	110.91	0.000000e+00
67	111.17	0.000000e+00
67	111.44	0.000000e+00
67	111.70	0.000000e+00
67	111.97	0.000000e+00
67	112.24	0.000000e+00
67	112.50	0.000000e+00
67	112.77	0.000000e+00
67	113.03	0.000000e+00
67	113.30	0.000000e+00
67	113.56	0.000000e+00
67	113.83	0.000000e+00
67	114.09	0.000000e+00
67	114.36	0.000000e+00
67	114.62	0.000000e+00
67	114.89	0.000000e+00
67	115.16	0.000000e+00
67	115.42	0.000000e+00
67	115.69	0.000000e+00
67	115.95	0.000000e+00
67	116.22	0.000000e+00
67	116.48	0.000000e+00
67	116.75	0.000000e+00
67	117.01	0.000000e+00
67	117.28	0.000000e+00
67	117.55	0.000000e+00
67	117.81	0.000000e+00
67	118.08	0.000000e+00
67	118.34	0.000000e+00
67	118.61	0.000000e+00
67	118.87	0.000000e+00
67	119.14	0.000000e+00
67	119.40	0.000000e+00
67	119.67	0.000000e+00
67	119.94	0.000000e+00
67	120.20	0.000000e+00
67	120.47	0.000000e+00
67	120.73	0.000000e+00
67	121.00	0.000000e+00
67	121.26	0.000000e+00
67	121.53	0.000000e+00
67	121.79	0.000000e+00
67	122.06	0.000000e+00
67	122.32	0.000000e+00
67	122.59	0.000000e+00
67	122.86	0.000000e+00
67	123.12	0.000000e+00
67	123.39	0.000000e+00
67	123.65	0.000000e+00
67	123.92	0.000000e+00
67	124.18	0.000000e+00
67	124.45	0.000000e+00
67	124.71	0.000000e+00
67	124.98	0.000000e+00
525	99.50	1.669638e-02
525	99.76	1.782611e-02
525	100.02	1.662921e-02
525	100.28	1.534752e-02
525	100.55	1.407883e-02
525	100.81	1.288302e-02
525	101.07	1.159252e-02
525	101.33	1.037301e-02
525	101.59	9.149600e-03
525	101.85	7.870106e-03
525	102.11	6.671572e-03
525	102.37	5.427350e-03
525	102.63	4.192991e-03
525	102.89	1.516700e-03
525	103.15	0.000000e+00
525	103.41	0.000000e+00
525	103.67	0.000000e+00
525	103.93	0.000000e+00
525	104.19	0.000000e+00
525	104.45	0.000000e+00
525	104.71	0.000000e+00
525	104.97	0.000000e+00
525	105.23	0.000000e+00
525	105.49	0.000000e+00
525	105.75	0.000000e+00
525	106.01	0.000000e+00
525	106.27	0.000000e+00
525	106.53	0.000000e+00
525	106.79	0.000000e+00
525	107.05	0.000000e+00
525	107.31	0.000000e+00
525	107.57	0.000000e+00
525	107.83	0.000000e+00
525	108.09	0.000000e+00
525	108.35	0.000000e+00
525	108.61	0.000000e+00
525	108.87	0.000000e+00
525	109.13	0.000000e+00
525	109.39	0.000000e+00
525	109.65	0.000000e+00
525	109.91	0.000000e+00
525	110.17	0.000000e+00
525	110.43	0.000000e+00
525	110.69	0.000000e+00
525	110.95	0.000000e+00
525	111.21	0.000000e+00
525	111.47	0.000000e+00
525	111.73	0.000000e+00
525	111.99	0.000000e+00
525	112.25	0.000000e+00
525	112.51	0.000000e+00
525	112.78	0.000000e+00
525	113.04	0.000000e+00
525	113.30	0.000000e+00
525	113.56	0.000000e+00
525	113.82	0.000000e+00
525	114.08	0.000000e+00
525	114.34	0.000000e+00
525	114.60	0.000000e+00
525	114.86	0.000000e+00
525	115.12	0.000000e+00
525	115.38	0.000000e+00
525	115.64	0.000000e+00
525	115.90	0.000000e+00
525	116.16	0.000000e+00
525	116.42	0.000000e+00
525	116.68	0.000000e+00
525	116.94	0.000000e+00
525	117.20	0.000000e+00
525	117.46	0.000000e+00
525	117.72	0.000000e+00
525	117.98	0.000000e+00
525	118.24	0.000000e+00
525	118.50	0.000000e+00
525	118.76	0.000000e+00
525	119.02	0.000000e+00
525	119.28	0.000000e+00
525	119.54	0.000000e+00
525	119.80	0.000000e+00
525	120.06	0.000000e+00
525	120.32	0.000000e+00
525	120.58	0.000000e+00
525	120.84	0.000000e+00
525	121.10	0.000000e+00
525	121.36	0.000000e+00
525	121.62	0.000000e+00
525	121.88	0.000000e+00
525	122.14	0.000000e+00
525	122.40	0.000000e+00
525	122.66	0.000000e+00
525	122.92	0.000000e+00
525	123.18	0.000000e+00
525	123.44	0.000000e+00
525	123.70	0.000000e+00
525	123.96	0.000000e+00
525	124.22	0.000000e+00
525	124.48	0.000000e+00
525	124.74	0.000000e+00
525	125.00	0.000000e+00
1292	100.04	1.187571e-02
1292	100.30	1.170376e-02
1292	100.55	1.079698e-02
1292	100.81	9.891641e-03
1292	101.06	8.943126e-03
1292	101.32	8.032925e-03
1292	101.57	7.109017e-03
1292	101.83	6.216791e-03
1292	102.09	5.280752e-03
1292	102.34	4.381779e-03
1292	102.60	3.465272e-03
1292	102.85	2.547506e-03
1292	103.11	6.896807e-04
1292	103.36	0.000000e+00
1292	103.62	0.000000e+00
1292	103.87	0.000000e+00
1292	104.13	0.000000e+00
1292	104.38	0.000000e+00
1292	104.64	0.000000e+00
1292	104.89	0.000000e+00
1292	105.15	0.000000e+00
1292	105.40	0.000000e+00
1292	105.66	0.000000e+00
1292	105.92	0.000000e+00
1292	106.17	0.000000e+00
1292	106.43	0.000000e+00
1292	106.68	0.000000e+00
1292	106.94	0.000000e+00
1292	107.19	0.000000e+00
1292	107.45	0.000000e+00
1292	107.70	0.000000e+00
1292	107.96	0.000000e+00
1292	108.21	0.000000e+00
1292	108.47	0.000000e+00
1292	108.72	0.000000e+00
1292	108.98	0.000000e+00
1292	109.24	0.000000e+00
1292	109.49	0.000000e+00
1292	109.75	0.000000e+00
1292	110.00	0.000000e+00
1292	110.26	0.000000e+00
1292	110.51	0.000000e+00
1292	110.77	0.000000e+00
1292	111.02	0.000000e+00
1292	111.28	0.000000e+00
1292	111.53	0.000000e+00
1292	111.79	0.000000e+00
1292	112.04	0.000000e+00
1292	112.30	0.000000e+00
1292	112.55	0.000000e+00
1292	112.81	0.000000e+00
1292	113.07	0.000000e+00
1292	113.32	0.000000e+00
1292	113.58	0.000000e+00
1292	113.83	0.000000e+00
1292	114.09	0.000000e+00
1292	114.34	0.000000e+00
1292	114.60	0.000000e+00
1292	114.85	0.000000e+00
1292	115.11	0.000000e+00
1292	115.36	0.000000e+00
1292	115.62	0.000000e+00
1292	115.87	0.000000e+00
1292	116.13	0.000000e+00
1292	116.38	0.000000e+00
1292	116.64	0.000000e+00
1292	116.90	0.000000e+00
1292	117.15	0.000000e+00
1292	117.41	0.000000e+00
1292	117.66	0.000000e+00
1292	117.92	0.000000e+00
1292	118.17	0.000000e+00
1292	118.43	0.000000e+00
1292	118.68	0.000000e+00
1292	118.94	0.000000e+00
1292	119.19	0.000000e+00
1292	119.45	0.000000e+00
1292	119.70	0.000000e+00
1292	119.96	0.000000e+00
1292	120.22	0.000000e+00
1292	120.47	0.000000e+00
1292	120.73	0.000000e+00
1292	120.98	0.000000e+00
1292	121.24	0.000000e+00
1292	121.49	0.000000e+00
1292	121.75	0.000000e+00
1292	122.00	0.000000e+00
1292	122.26	0.000000e+00
1292	122.51	0.000000e+00
1292	122.77	0.000000e+00
1292	123.02	0.000000e+00
1292	123.28	0.000000e+00
1292	123.53	0.000000e+00
1292	123.79	0.000000e+00
1292	124.05	0.000000e+00
1292	124.30	0.000000e+00
1292	124.56	0.000000e+00
1292	124.81	0.000000e+00
1292	125.07	0.000000e+00
2583	100.03	1.137244e-02
2583	100.29	1.166695e-02
2583	100.54	1.077011e-02
2583	100.80	9.826551e-03
2583	101.05	8.950129e-03
2583	101.31	8.020119e-03
2583	101.56	7.149405e-03
2583	101.82	6.226833e-03
2583	102.07	5.355725e-03
2583	102.33	4.454638e-03
2583	102.58	3.560788e-03
2583	102.84	2.663810e-03
2583	103.09	1.030539e-03
2583	103.35	0.000000e+00
2583	103.60	0.000000e+00
2583	103.86	0.000000e+00
2583	104.11	0.000000e+00
2583	104.37	0.000000e+00
2583	104.62	0.000000e+00
2583	104.88	0.000000e+00
2583	105.13	0.000000e+00
2583	105.39	0.000000e+00
2583	105.64	0.000000e+00
2583	105.90	0.000000e+00
2583	106.15	0.000000e+00
2583	106.41	0.000000e+00
2583	106.67	0.000000e+00
2583	106.92	0.000000e+00
2583	107.18	0.000000e+00
2583	107.43	0.000000e+00
2583	107.69	0.000000e+00
2583	107.94	0.000000e+00
2583	108.20	0.000000e+00
2583	108.45	0.000000e+00
2583	108.71	0.000000e+00
2583	108.96	0.000000e+00
2583	109.22	0.000000e+00
2583	109.47	0.000000e+00
2583	109.73	0.000000e+00
2583	109.98	0.000000e+00
2583	110.24	0.000000e+00
2583	110.49	0.000000e+00
2583	110.75	0.000000e+00
2583	111.00	0.000000e+00
2583	111.26	0.000000e+00
2583	111.51	0.000000e+00
2583	111.77	0.000000e+00
2583	112.02	0.000000e+00
2583	112.28	0.000000e+00
2583	112.53	0.000000e+00
2583	112.79	0.000000e+00
2583	113.04	0.000000e+00
2583	113.30	0.000000e+00
2583	113.55	0.000000e+00
2583	113.81	0.000000e+00
2583	114.06	0.000000e+00
2583	114.32	0.000000e+00
2583	114.57	0.000000e+00
2583	114.83	0.000000e+00
2583	115.08	0.000000e+00
2583	115.34	0.000000e+00
2583	115.59	0.000000e+00
2583	115.85	0.000000e+00
2583	116.10	0.000000e+00
2583	116.36	0.000000e+00
2583	116.61	0.000000e+00
2583	116.87	0.000000e+00
2583	117.12	0.000000e+00
2583	117.38	0.000000e+00
2583	117.63	0.000000e+00
2583	117.89	0.000000e+00
2583	118.15	0.000000e+00
2583	118.40	0.000000e+00
2583	118.66	0.000000e+00
2583	118.91	0.000000e+00
2583	119.17	0.000000e+00
2583	119.42	0.000000e+00
2583	119.68	0.000000e+00
2583	119.93	0.000000e+00
2583	120.19	0.000000e+00
2583	120.44	0.000000e+00
2583	120.70	0.000000e+00
2583	120.95	0.000000e+00
2583	121.21	0.000000e+00
2583	121.46	0.000000e+00
2583	121.72	0.000000e+00
2583	121.97	0.000000e+00
2583	122.23	0.000000e+00
2583	122.48	0.000000e+00
2583	122.74	0.000000e+00
2583	122.99	0.000000e+00
2583	123.25	0.000000e+00
2583	123.50	0.000000e+00
2583	123.76	0.000000e+00
2583	124.01	0.000000e+00
2583	124.27	0.000000e+00
2583	124.52	0.000000e+00
2583	124.78	0.000000e+00
2583	125.03	0.000000e+00
