# Material: drama-CFRP
# Columns: SatelliteMass [kg]	Altitude [km]	NormalizedLossRate [1/km]
525	17.81	2.031905e-06
525	18.74	2.031905e-06
525	19.68	2.031905e-06
525	20.62	2.031905e-06
525	21.55	2.031905e-06
525	22.49	2.031905e-06
525	23.43	2.023383e-06
525	24.37	2.040427e-06
525	25.30	2.031905e-06
525	26.24	9.707895e-07
525	27.18	2.411078e-06
525	28.11	1.962964e-06
525	29.05	1.633836e-06
525	29.99	3.180856e-06
525	30.93	1.561994e-06
525	31.86	2.501816e-06
525	32.80	2.231811e-06
525	33.74	3.863903e-06
525	34.67	4.637228e-06
525	35.61	5.522296e-06
525	36.55	5.608382e-06
525	37.49	5.258495e-06
525	38.42	8.840852e-06
525	39.36	7.785560e-06
525	40.30	1.032058e-05
525	41.23	1.048307e-05
525	42.17	1.323691e-05
525	43.11	1.514607e-05
525	44.05	1.886968e-05
525	44.98	1.935929e-05
525	45.92	2.238168e-05
525	46.86	2.685813e-05
525	47.79	2.978418e-05
525	48.73	3.401028e-05
525	49.67	3.733708e-05
525	50.61	4.268174e-05
525	51.54	4.635391e-05
525	52.48	5.158592e-05
525	53.42	5.690975e-05
525	54.35	6.232090e-05
525	55.29	6.810196e-05
525	56.23	7.306005e-05
525	57.17	8.124854e-05
525	58.10	8.517098e-05
525	59.04	9.154078e-05
525	59.98	9.614279e-05
525	60.91	1.031917e-04
525	61.85	1.077058e-04
525	62.79	1.146199e-04
525	63.72	1.220355e-04
525	64.66	1.281574e-04
525	65.60	1.360770e-04
525	66.54	1.400312e-04
525	67.47	1.459494e-04
525	68.41	1.504632e-04
525	69.35	1.573246e-04
525	70.28	1.648454e-04
525	71.22	1.727838e-04
525	72.16	1.753585e-04
525	73.10	1.803958e-04
525	74.03	1.864970e-04
525	74.97	1.910015e-04
525	75.91	1.971240e-04
525	76.84	2.006182e-04
525	77.78	2.023248e-04
525	78.72	2.068016e-04
525	79.66	2.105329e-04
525	80.59	2.122508e-04
525	81.53	2.124842e-04
525	82.47	2.154040e-04
525	83.40	2.145176e-04
525	84.34	2.127257e-04
525	85.28	2.093863e-04
525	86.22	2.076326e-04
525	87.15	1.997248e-04
525	88.09	1.921487e-04
525	89.03	1.798614e-04
525	89.96	1.657923e-04
525	90.90	1.452667e-04
525	91.84	1.135606e-04
525	92.78	3.989864e-05
1292	0.91	8.518085e-07
1292	1.82	0.000000e+00
1292	2.73	8.518085e-07
1292	3.64	8.518085e-07
1292	4.54	0.000000e+00
1292	5.45	8.518085e-07
1292	6.36	0.000000e+00
1292	7.27	8.518085e-07
1292	8.18	0.000000e+00
1292	9.09	8.518085e-07
1292	10.00	0.000000e+00
1292	10.91	8.518085e-07
1292	11.82	0.000000e+00
1292	12.73	8.518085e-07
1292	13.63	0.000000e+00
1292	14.54	8.518085e-07
1292	15.45	0.000000e+00
1292	16.36	8.518085e-07
1292	17.27	0.000000e+00
1292	18.18	8.518085e-07
1292	19.09	0.000000e+00
1292	20.00	8.518085e-07
1292	20.91	5.835039e-07
1292	21.81	2.683046e-07
1292	22.72	8.518085e-07
1292	23.63	8.518085e-07
1292	24.54	8.518085e-07
1292	25.45	8.518085e-07
1292	26.36	8.518085e-07
1292	27.27	1.111660e-06
1292	28.18	1.353969e-06
1292	29.09	1.793414e-06
1292	30.00	1.703617e-06
1292	30.90	3.357933e-06
1292	31.81	3.205993e-06
1292	32.72	3.968137e-06
1292	33.63	4.675897e-06
1292	34.54	5.910982e-06
1292	35.45	6.620031e-06
1292	36.36	8.264963e-06
1292	37.27	9.096449e-06
1292	38.18	1.058153e-05
1292	39.08	1.229969e-05
1292	39.99	1.422539e-05
1292	40.90	1.646016e-05
1292	41.81	1.772174e-05
1292	42.72	1.974825e-05
1292	43.63	2.253377e-05
1292	44.54	2.439485e-05
1292	45.45	2.709995e-05
1292	46.36	2.920754e-05
1292	47.27	3.134462e-05
1292	48.17	3.489392e-05
1292	49.08	3.676687e-05
1292	49.99	3.962430e-05
1292	50.90	4.232361e-05
1292	51.81	4.570476e-05
1292	52.72	4.816452e-05
1292	53.63	5.128243e-05
1292	54.54	5.462693e-05
1292	55.45	5.719917e-05
1292	56.35	6.004020e-05
1292	57.26	6.378456e-05
1292	58.17	6.619955e-05
1292	59.08	6.913663e-05
1292	59.99	7.175785e-05
1292	60.90	7.580835e-05
1292	61.81	7.932404e-05
1292	62.72	8.334734e-05
1292	63.63	8.731753e-05
1292	64.54	9.007062e-05
1292	65.44	9.213024e-05
1292	66.35	9.574745e-05
1292	67.26	1.009549e-04
1292	68.17	1.061813e-04
1292	69.08	1.095557e-04
1292	69.99	1.107199e-04
1292	70.90	1.151721e-04
1292	71.81	1.203678e-04
1292	72.72	1.249813e-04
1292	73.62	1.272610e-04
1292	74.53	1.299614e-04
1292	75.44	1.335456e-04
1292	76.35	1.388153e-04
1292	77.26	1.404221e-04
1292	78.17	1.428063e-04
1292	79.08	1.463845e-04
1292	79.99	1.486493e-04
1292	80.90	1.507184e-04
1292	81.81	1.524547e-04
1292	82.71	1.536882e-04
1292	83.62	1.538642e-04
1292	84.53	1.534929e-04
1292	85.44	1.517108e-04
1292	86.35	1.482960e-04
1292	87.26	1.413158e-04
1292	88.17	1.305272e-04
1292	89.08	1.109865e-04
1292	89.99	5.409118e-05
2583	0.89	4.362865e-07
2583	1.77	0.000000e+00
2583	2.66	4.362865e-07
2583	3.55	0.000000e+00
2583	4.44	0.000000e+00
2583	5.32	4.362865e-07
2583	6.21	0.000000e+00
2583	7.10	4.362865e-07
2583	7.99	0.000000e+00
2583	8.87	0.000000e+00
2583	9.76	4.362865e-07
2583	10.65	0.000000e+00
2583	11.54	4.362865e-07
2583	12.42	0.000000e+00
2583	13.31	0.000000e+00
2583	14.20	4.362865e-07
2583	15.08	0.000000e+00
2583	15.97	4.362865e-07
2583	16.86	0.000000e+00
2583	17.75	0.000000e+00
2583	18.63	4.362865e-07
2583	19.52	0.000000e+00
2583	20.41	4.362865e-07
2583	21.30	9.492537e-08
2583	22.18	3.413611e-07
2583	23.07	4.362865e-07
2583	23.96	1.775604e-07
2583	24.84	2.587261e-07
2583	25.73	4.362865e-07
2583	26.62	5.039520e-07
2583	27.51	6.498146e-07
2583	28.39	5.913794e-07
2583	29.28	7.808503e-07
2583	30.17	9.642958e-07
2583	31.06	1.626912e-06
2583	31.94	1.590079e-06
2583	32.83	2.384327e-06
2583	33.72	2.579134e-06
2583	34.61	2.940629e-06
2583	35.49	3.758161e-06
2583	36.38	4.747949e-06
2583	37.27	5.652649e-06
2583	38.15	6.701042e-06
2583	39.04	7.834573e-06
2583	39.93	9.164490e-06
2583	40.82	1.076885e-05
2583	41.70	1.242058e-05
2583	42.59	1.421040e-05
2583	43.48	1.623697e-05
2583	44.37	1.830623e-05
2583	45.25	2.031946e-05
2583	46.14	2.254488e-05
2583	47.03	2.479909e-05
2583	47.91	2.747516e-05
2583	48.80	2.998768e-05
2583	49.69	3.277363e-05
2583	50.58	3.510273e-05
2583	51.46	3.856019e-05
2583	52.35	4.117792e-05
2583	53.24	4.408767e-05
2583	54.13	4.693071e-05
2583	55.01	5.004673e-05
2583	55.90	5.312048e-05
2583	56.79	5.575445e-05
2583	57.68	5.854821e-05
2583	58.56	6.131052e-05
2583	59.45	6.482880e-05
2583	60.34	6.807209e-05
2583	61.22	7.208463e-05
2583	62.11	7.565590e-05
2583	63.00	7.852258e-05
2583	63.89	8.085720e-05
2583	64.77	8.377021e-05
2583	65.66	8.680655e-05
2583	66.55	9.092447e-05
2583	67.44	9.517580e-05
2583	68.32	9.910244e-05
2583	69.21	1.008323e-04
2583	70.10	1.033604e-04
2583	70.99	1.073607e-04
2583	71.87	1.112434e-04
2583	72.76	1.144404e-04
2583	73.65	1.162227e-04
2583	74.53	1.186631e-04
2583	75.42	1.219460e-04
2583	76.31	1.251808e-04
2583	77.20	1.270732e-04
2583	78.08	1.285408e-04
2583	78.97	1.313431e-04
2583	79.86	1.337061e-04
2583	80.75	1.348824e-04
2583	81.63	1.357120e-04
2583	82.52	1.362136e-04
2583	83.41	1.357538e-04
2583	84.29	1.343115e-04
2583	85.18	1.302323e-04
2583	86.07	1.217292e-04
2583	86.96	1.048760e-04
2583	87.84	5.057364e-05
