# Material: drama-Bat-NiCd
# Columns: SatelliteMass [kg]	Altitude [km]	NormalizedLossRate [1/km]
67	86.68	0.000000e+00
67	86.76	0.000000e+00
67	86.83	0.000000e+00
67	86.91	0.000000e+00
67	86.99	0.000000e+00
67	87.07	0.000000e+00
67	87.14	0.000000e+00
67	87.22	0.000000e+00
67	87.30	0.000000e+00
67	87.38	0.000000e+00
67	87.45	0.000000e+00
67	87.53	0.000000e+00
67	87.61	0.000000e+00
525	74.57	1.377632e-02
525	74.68	1.681633e-02
525	74.78	1.819661e-02
525	74.89	1.858229e-02
525	74.99	1.875528e-02
525	75.10	1.901952e-02
525	75.20	1.913693e-02
525	75.31	1.921528e-02
525	75.41	1.925965e-02
525	75.52	1.925965e-02
525	75.62	1.946050e-02
525	75.73	1.948444e-02
525	75.83	1.942147e-02
525	75.93	1.933728e-02
525	76.04	1.933914e-02
525	76.14	1.941408e-02
525	76.25	1.941870e-02
525	76.35	1.933627e-02
525	76.46	1.924220e-02
525	76.56	1.921469e-02
525	76.67	1.934874e-02
525	76.77	1.912874e-02
525	76.88	1.905932e-02
525	76.98	1.908718e-02
525	77.08	1.908709e-02
525	77.19	1.898289e-02
525	77.29	1.881397e-02
525	77.40	1.888425e-02
525	77.50	1.880945e-02
525	77.61	1.867983e-02
525	77.71	1.864281e-02
525	77.82	1.856241e-02
525	77.92	1.845107e-02
525	78.03	1.841349e-02
525	78.13	1.845409e-02
525	78.24	1.830925e-02
525	78.34	1.790591e-02
525	78.44	2.280590e-03
525	78.55	0.000000e+00
525	78.65	0.000000e+00
525	78.76	0.000000e+00
525	78.86	0.000000e+00
525	78.97	0.000000e+00
525	79.07	0.000000e+00
525	79.18	0.000000e+00
525	79.28	0.000000e+00
525	79.39	0.000000e+00
525	79.49	0.000000e+00
525	79.59	0.000000e+00
525	79.70	0.000000e+00
525	79.80	0.000000e+00
525	79.91	0.000000e+00
525	80.01	0.000000e+00
525	80.12	0.000000e+00
525	80.22	0.000000e+00
525	80.33	0.000000e+00
525	80.43	0.000000e+00
525	80.54	0.000000e+00
525	80.64	0.000000e+00
525	80.75	0.000000e+00
525	80.85	0.000000e+00
525	80.95	0.000000e+00
525	81.06	0.000000e+00
525	81.16	0.000000e+00
525	81.27	0.000000e+00
525	81.37	0.000000e+00
525	81.48	0.000000e+00
525	81.58	0.000000e+00
525	81.69	0.000000e+00
525	81.79	0.000000e+00
525	81.90	0.000000e+00
525	82.00	0.000000e+00
525	82.10	0.000000e+00
525	82.21	0.000000e+00
525	82.31	0.000000e+00
525	82.42	0.000000e+00
525	82.52	0.000000e+00
525	82.63	0.000000e+00
525	82.73	0.000000e+00
525	82.84	0.000000e+00
525	82.94	0.000000e+00
525	83.05	0.000000e+00
525	83.15	0.000000e+00
525	83.26	0.000000e+00
525	83.36	0.000000e+00
525	83.46	0.000000e+00
525	83.57	0.000000e+00
525	83.67	0.000000e+00
525	83.78	0.000000e+00
525	83.88	0.000000e+00
525	83.99	0.000000e+00
525	84.09	0.000000e+00
525	84.20	0.000000e+00
525	84.30	0.000000e+00
525	84.41	0.000000e+00
525	84.51	0.000000e+00
525	84.61	0.000000e+00
525	84.72	0.000000e+00
525	84.82	0.000000e+00
1292	67.97	9.420955e-03
1292	68.10	1.188539e-02
1292	68.24	1.273903e-02
1292	68.37	1.326093e-02
1292	68.50	1.366467e-02
1292	68.64	1.394262e-02
1292	68.77	1.415862e-02
1292	68.90	1.433182e-02
1292	69.04	1.450777e-02
1292	69.17	1.469441e-02
1292	69.31	1.475322e-02
1292	69.44	1.495479e-02
1292	69.57	1.494224e-02
1292	69.71	1.500905e-02
1292	69.84	1.499341e-02
1292	69.97	1.517489e-02
1292	70.11	1.519977e-02
1292	70.24	1.514344e-02
1292	70.38	1.519792e-02
1292	70.51	1.522460e-02
1292	70.64	1.528033e-02
1292	70.78	1.527952e-02
1292	70.91	1.519217e-02
1292	71.04	1.521898e-02
1292	71.18	1.521882e-02
1292	71.31	1.523587e-02
1292	71.45	1.515456e-02
1292	71.58	1.515186e-02
1292	71.71	1.515618e-02
1292	71.85	1.518601e-02
1292	71.98	1.515140e-02
1292	72.12	1.504997e-02
1292	72.25	1.500174e-02
1292	72.38	1.495184e-02
1292	72.52	1.494713e-02
1292	72.65	1.494230e-02
1292	72.78	1.486138e-02
1292	72.92	1.336156e-02
1292	73.05	0.000000e+00
1292	73.19	0.000000e+00
1292	73.32	0.000000e+00
1292	73.45	0.000000e+00
1292	73.59	0.000000e+00
1292	73.72	0.000000e+00
1292	73.85	0.000000e+00
1292	73.99	0.000000e+00
1292	74.12	0.000000e+00
1292	74.26	0.000000e+00
1292	74.39	0.000000e+00
1292	74.52	0.000000e+00
1292	74.66	0.000000e+00
1292	74.79	0.000000e+00
1292	74.92	0.000000e+00
1292	75.06	0.000000e+00
1292	75.19	0.000000e+00
1292	75.33	0.000000e+00
1292	75.46	0.000000e+00
1292	75.59	0.000000e+00
1292	75.73	0.000000e+00
1292	75.86	0.000000e+00
1292	76.00	0.000000e+00
1292	76.13	0.000000e+00
1292	76.26	0.000000e+00
1292	76.40	0.000000e+00
1292	76.53	0.000000e+00
1292	76.66	0.000000e+00
1292	76.80	0.000000e+00
1292	76.93	0.000000e+00
1292	77.07	0.000000e+00
1292	77.20	0.000000e+00
1292	77.33	0.000000e+00
1292	77.47	0.000000e+00
1292	77.60	0.000000e+00
1292	77.73	0.000000e+00
1292	77.87	0.000000e+00
1292	78.00	0.000000e+00
1292	78.14	0.000000e+00
1292	78.27	0.000000e+00
1292	78.40	0.000000e+00
1292	78.54	0.000000e+00
1292	78.67	0.000000e+00
1292	78.80	0.000000e+00
1292	78.94	0.000000e+00
1292	79.07	0.000000e+00
1292	79.21	0.000000e+00
1292	79.34	0.000000e+00
1292	79.47	0.000000e+00
1292	79.61	0.000000e+00
1292	79.74	0.000000e+00
1292	79.87	0.000000e+00
1292	80.01	0.000000e+00
1292	80.14	0.000000e+00
1292	80.28	0.000000e+00
1292	80.41	0.000000e+00
1292	80.54	0.000000e+00
1292	80.68	0.000000e+00
1292	80.81	0.000000e+00
1292	80.95	0.000000e+00
1292	81.08	0.000000e+00
2583	63.48	3.401483e-03
2583	63.63	6.295848e-03
2583	63.79	7.809359e-03
2583	63.94	8.824121e-03
2583	64.10	9.524316e-03
2583	64.25	1.005370e-02
2583	64.41	1.050907e-02
2583	64.56	1.085795e-02
2583	64.72	1.115766e-02
2583	64.87	1.142733e-02
2583	65.02	1.163519e-02
2583	65.18	1.180762e-02
2583	65.33	1.202366e-02
2583	65.49	1.211885e-02
2583	65.64	1.230855e-02
2583	65.80	1.243986e-02
2583	65.95	1.245116e-02
2583	66.10	1.261068e-02
2583	66.26	1.268545e-02
2583	66.41	1.281410e-02
2583	66.57	1.282442e-02
2583	66.72	1.286091e-02
2583	66.88	1.289014e-02
2583	67.03	1.298630e-02
2583	67.18	1.298999e-02
2583	67.34	1.303977e-02
2583	67.49	1.308420e-02
2583	67.65	1.303610e-02
2583	67.80	1.309423e-02
2583	67.96	1.312129e-02
2583	68.11	1.305867e-02
2583	68.26	1.311338e-02
2583	68.42	1.313703e-02
2583	68.57	1.303958e-02
2583	68.73	1.312550e-02
2583	68.88	1.303716e-02
2583	69.04	1.310504e-02
2583	69.19	1.303870e-02
2583	69.35	1.305706e-02
2583	69.50	1.299441e-02
2583	69.65	5.883598e-03
2583	69.81	1.295660e-04
2583	69.96	0.000000e+00
2583	70.12	0.000000e+00
2583	70.27	0.000000e+00
2583	70.43	0.000000e+00
2583	70.58	0.000000e+00
2583	70.73	0.000000e+00
2583	70.89	0.000000e+00
2583	71.04	0.000000e+00
2583	71.20	0.000000e+00
2583	71.35	0.000000e+00
2583	71.51	0.000000e+00
2583	71.66	0.000000e+00
2583	71.81	0.000000e+00
2583	71.97	0.000000e+00
2583	72.12	0.000000e+00
2583	72.28	0.000000e+00
2583	72.43	0.000000e+00
2583	72.59	0.000000e+00
2583	72.74	0.000000e+00
2583	72.90	0.000000e+00
2583	73.05	0.000000e+00
2583	73.20	0.000000e+00
2583	73.36	0.000000e+00
2583	73.51	0.000000e+00
2583	73.67	0.000000e+00
2583	73.82	0.000000e+00
2583	73.98	0.000000e+00
2583	74.13	0.000000e+00
2583	74.28	0.000000e+00
2583	74.44	0.000000e+00
2583	74.59	0.000000e+00
2583	74.75	0.000000e+00
2583	74.90	0.000000e+00
2583	75.06	0.000000e+00
2583	75.21	0.000000e+00
2583	75.36	0.000000e+00
2583	75.52	0.000000e+00
2583	75.67	0.000000e+00
2583	75.83	0.000000e+00
2583	75.98	0.000000e+00
2583	76.14	0.000000e+00
2583	76.29	0.000000e+00
2583	76.45	0.000000e+00
2583	76.60	0.000000e+00
2583	76.75	0.000000e+00
2583	76.91	0.000000e+00
2583	77.06	0.000000e+00
2583	77.22	0.000000e+00
2583	77.37	0.000000e+00
2583	77.53	0.000000e+00
2583	77.68	0.000000e+00
2583	77.83	0.000000e+00
2583	77.99	0.000000e+00
2583	78.14	0.000000e+00
2583	78.30	0.000000e+00
2583	78.45	0.000000e+00
2583	78.61	0.000000e+00
