# Material: drama-Bat-NiCd
# Columns: SatelliteMass [kg]	Altitude [km]	NormalizedLossRate [1/km]
67	79.99	7.898931e-03
67	80.07	1.399639e-02
67	80.15	2.813524e-02
67	80.23	2.825366e-02
67	80.31	2.834520e-02
67	80.38	2.881184e-02
67	80.46	2.886153e-02
67	80.54	2.855833e-02
67	80.62	2.841793e-02
67	80.69	2.821047e-02
67	80.77	2.860819e-02
67	80.85	2.876895e-02
67	80.93	2.785730e-02
67	81.00	2.785730e-02
67	81.08	2.785730e-02
67	81.16	2.799329e-02
67	81.24	2.807158e-02
67	81.32	2.752066e-02
67	81.39	2.739356e-02
67	81.47	2.713453e-02
67	81.55	2.726779e-02
67	81.63	2.734652e-02
67	81.70	2.698232e-02
67	81.78	2.677190e-02
67	81.86	2.638900e-02
67	81.94	2.638900e-02
67	82.02	2.635909e-02
67	82.09	2.600736e-02
67	82.17	2.610243e-02
67	82.25	2.621542e-02
67	82.33	2.571000e-02
67	82.40	2.552518e-02
67	82.48	2.522562e-02
67	82.56	2.379803e-02
67	82.64	2.160303e-02
67	82.71	0.000000e+00
67	82.79	0.000000e+00
67	82.87	0.000000e+00
67	82.95	0.000000e+00
67	83.03	0.000000e+00
67	83.10	0.000000e+00
67	83.18	0.000000e+00
67	83.26	0.000000e+00
67	83.34	0.000000e+00
67	83.41	0.000000e+00
67	83.49	0.000000e+00
67	83.57	0.000000e+00
67	83.65	0.000000e+00
67	83.72	0.000000e+00
67	83.80	0.000000e+00
67	83.88	0.000000e+00
67	83.96	0.000000e+00
67	84.04	0.000000e+00
67	84.11	0.000000e+00
67	84.19	0.000000e+00
67	84.27	0.000000e+00
67	84.35	0.000000e+00
67	84.42	0.000000e+00
67	84.50	0.000000e+00
67	84.58	0.000000e+00
67	84.66	0.000000e+00
67	84.73	0.000000e+00
67	84.81	0.000000e+00
67	84.89	0.000000e+00
67	84.97	0.000000e+00
67	85.05	0.000000e+00
67	85.12	0.000000e+00
67	85.20	0.000000e+00
67	85.28	0.000000e+00
67	85.36	0.000000e+00
67	85.43	0.000000e+00
67	85.51	0.000000e+00
67	85.59	0.000000e+00
67	85.67	0.000000e+00
67	85.75	0.000000e+00
67	85.82	0.000000e+00
67	85.90	0.000000e+00
67	85.98	0.000000e+00
67	86.06	0.000000e+00
67	86.13	0.000000e+00
67	86.21	0.000000e+00
67	86.29	0.000000e+00
67	86.37	0.000000e+00
67	86.44	0.000000e+00
67	86.52	0.000000e+00
67	86.60	0.000000e+00
