# Material: drama-AA7075
# Columns: SatelliteMass [kg]	Altitude [km]	NormalizedLossRate [1/km]
67	80.38	1.282432e-02
67	80.56	1.557659e-02
67	80.74	1.682339e-02
67	80.92	1.756240e-02
67	81.10	1.819970e-02
67	81.28	1.868335e-02
67	81.46	1.905512e-02
67	81.64	1.935541e-02
67	81.82	1.958499e-02
67	81.99	1.977377e-02
67	82.17	1.995713e-02
67	82.35	2.003828e-02
67	82.53	2.015133e-02
67	82.71	2.021852e-02
67	82.89	2.026334e-02
67	83.07	2.028696e-02
67	83.25	2.031913e-02
67	83.43	2.036119e-02
67	83.61	2.035423e-02
67	83.78	2.028000e-02
67	83.96	2.086027e-02
67	84.14	1.887839e-02
67	84.32	2.033792e-02
67	84.50	3.402284e-02
67	84.68	4.248591e-02
67	84.86	4.646088e-02
67	85.04	4.768979e-02
67	85.22	4.835287e-02
67	85.40	4.843062e-02
67	85.57	4.836471e-02
67	85.75	4.798111e-02
67	85.93	4.871067e-02
67	86.11	4.415147e-02
67	86.29	2.655058e-02
67	86.47	1.600348e-02
67	86.65	1.319141e-02
67	86.83	1.465017e-02
67	87.01	1.880578e-02
67	87.19	2.437772e-02
67	87.36	2.613234e-02
67	87.54	3.029573e-02
67	87.72	3.401848e-02
67	87.90	3.802675e-02
67	88.08	3.724243e-02
67	88.26	3.641706e-02
67	88.44	3.547837e-02
67	88.62	3.548229e-02
67	88.80	3.410288e-02
67	88.98	3.338683e-02
67	89.15	3.131427e-02
67	89.33	2.913768e-02
67	89.51	2.710401e-02
67	89.69	2.584179e-02
67	89.87	2.417544e-02
67	90.05	1.930757e-02
67	90.23	1.583851e-02
67	90.41	1.189999e-02
67	90.59	8.663633e-03
67	90.77	6.160557e-03
67	90.94	3.639513e-03
67	91.12	1.421265e-03
67	91.30	2.751883e-03
67	91.48	4.586950e-03
67	91.66	4.820572e-03
67	91.84	4.902548e-03
67	92.02	4.807953e-03
67	92.20	4.808651e-03
67	92.38	4.922181e-03
67	92.56	4.714128e-03
67	92.73	4.733169e-03
67	92.91	4.719927e-03
67	93.09	4.298697e-03
67	93.27	3.570652e-03
67	93.45	3.386432e-03
67	93.63	3.361732e-03
67	93.81	3.338129e-03
67	93.99	2.236876e-03
67	94.17	4.051341e-05
67	94.35	0.000000e+00
67	94.52	0.000000e+00
67	94.70	0.000000e+00
67	94.88	0.000000e+00
67	95.06	0.000000e+00
67	95.24	0.000000e+00
67	95.42	0.000000e+00
67	95.60	0.000000e+00
67	95.78	0.000000e+00
67	95.96	0.000000e+00
67	96.14	0.000000e+00
67	96.31	0.000000e+00
67	96.49	0.000000e+00
67	96.67	0.000000e+00
67	96.85	0.000000e+00
67	97.03	0.000000e+00
67	97.21	0.000000e+00
67	97.39	0.000000e+00
67	97.57	0.000000e+00
67	97.75	0.000000e+00
67	97.93	0.000000e+00
525	1.00	0.000000e+00
525	2.00	0.000000e+00
525	3.01	0.000000e+00
525	4.01	0.000000e+00
525	5.01	0.000000e+00
525	6.01	0.000000e+00
525	7.02	0.000000e+00
525	8.02	0.000000e+00
525	9.02	0.000000e+00
525	10.02	0.000000e+00
525	11.03	0.000000e+00
525	12.03	0.000000e+00
525	13.03	0.000000e+00
525	14.03	0.000000e+00
525	15.04	0.000000e+00
525	16.04	0.000000e+00
525	17.04	0.000000e+00
525	18.04	0.000000e+00
525	19.05	0.000000e+00
525	20.05	0.000000e+00
525	21.05	0.000000e+00
525	22.05	0.000000e+00
525	23.06	0.000000e+00
525	24.06	0.000000e+00
525	25.06	0.000000e+00
525	26.06	0.000000e+00
525	27.07	0.000000e+00
525	28.07	0.000000e+00
525	29.07	0.000000e+00
525	30.07	0.000000e+00
525	31.08	0.000000e+00
525	32.08	0.000000e+00
525	33.08	0.000000e+00
525	34.08	0.000000e+00
525	35.09	0.000000e+00
525	36.09	0.000000e+00
525	37.09	0.000000e+00
525	38.09	0.000000e+00
525	39.10	0.000000e+00
525	40.10	0.000000e+00
525	41.10	0.000000e+00
525	42.10	0.000000e+00
525	43.11	0.000000e+00
525	44.11	0.000000e+00
525	45.11	0.000000e+00
525	46.11	0.000000e+00
525	47.12	0.000000e+00
525	48.12	0.000000e+00
525	49.12	0.000000e+00
525	50.12	0.000000e+00
525	51.13	0.000000e+00
525	52.13	0.000000e+00
525	53.13	0.000000e+00
525	54.13	0.000000e+00
525	55.14	0.000000e+00
525	56.14	0.000000e+00
525	57.14	0.000000e+00
525	58.14	0.000000e+00
525	59.15	0.000000e+00
525	60.15	0.000000e+00
525	61.15	0.000000e+00
525	62.15	8.237715e-07
525	63.16	2.434482e-04
525	64.16	9.426301e-04
525	65.16	1.982821e-03
525	66.16	3.320525e-03
525	67.17	4.828001e-03
525	68.17	6.285461e-03
525	69.17	7.624839e-03
525	70.17	8.757337e-03
525	71.17	9.688258e-03
525	72.18	1.046214e-02
525	73.18	1.086420e-02
525	74.18	8.791853e-04
525	75.18	2.623879e-05
525	76.19	8.008195e-03
525	77.19	2.668374e-02
525	78.19	3.605766e-02
525	79.19	1.836614e-02
525	80.20	8.030862e-03
525	81.20	4.718384e-04
525	82.20	1.862139e-03
525	83.20	4.443989e-03
525	84.21	1.344203e-02
525	85.21	2.414993e-02
525	86.21	3.057227e-02
525	87.21	2.640981e-02
525	88.22	1.169798e-02
525	89.22	6.921621e-03
525	90.22	3.123059e-03
525	91.22	8.634000e-09
525	92.23	0.000000e+00
525	93.23	8.665658e-04
525	94.23	1.783085e-03
525	95.23	1.593905e-03
525	96.24	1.407566e-03
525	97.24	1.215849e-03
525	98.24	3.643497e-04
525	99.24	0.000000e+00
1292	0.91	0.000000e+00
1292	1.82	0.000000e+00
1292	2.73	0.000000e+00
1292	3.64	0.000000e+00
1292	4.54	0.000000e+00
