# Material: drama-TiAl6v4
# Columns: SatelliteMass [kg]	Altitude [km]	NormalizedLossRate [1/km]
67	0.99	0.000000e+00
67	1.98	0.000000e+00
67	2.97	0.000000e+00
67	3.96	0.000000e+00
67	4.95	0.000000e+00
67	5.93	0.000000e+00
67	6.92	0.000000e+00
67	7.91	0.000000e+00
67	8.90	0.000000e+00
67	9.89	0.000000e+00
67	10.88	0.000000e+00
67	11.87	0.000000e+00
67	12.86	0.000000e+00
67	13.85	0.000000e+00
67	14.84	0.000000e+00
67	15.83	0.000000e+00
67	16.82	0.000000e+00
67	17.80	0.000000e+00
67	18.79	0.000000e+00
67	19.78	0.000000e+00
67	20.77	0.000000e+00
67	21.76	0.000000e+00
67	22.75	0.000000e+00
67	23.74	0.000000e+00
67	24.73	0.000000e+00
67	25.72	0.000000e+00
67	26.71	0.000000e+00
67	27.70	0.000000e+00
67	28.69	0.000000e+00
67	29.67	0.000000e+00
67	30.66	0.000000e+00
67	31.65	0.000000e+00
67	32.64	0.000000e+00
67	33.63	0.000000e+00
67	34.62	0.000000e+00
67	35.61	0.000000e+00
67	36.60	0.000000e+00
67	37.59	0.000000e+00
67	38.58	0.000000e+00
67	39.57	0.000000e+00
67	40.56	0.000000e+00
67	41.54	0.000000e+00
67	42.53	0.000000e+00
67	43.52	0.000000e+00
67	44.51	0.000000e+00
67	45.50	0.000000e+00
67	46.49	0.000000e+00
67	47.48	0.000000e+00
67	48.47	0.000000e+00
67	49.46	0.000000e+00
67	50.45	0.000000e+00
67	51.44	0.000000e+00
67	52.43	0.000000e+00
67	53.41	0.000000e+00
67	54.40	0.000000e+00
67	55.39	0.000000e+00
67	56.38	0.000000e+00
67	57.37	0.000000e+00
67	58.36	0.000000e+00
67	59.35	0.000000e+00
67	60.34	0.000000e+00
67	61.33	0.000000e+00
67	62.32	0.000000e+00
67	63.31	0.000000e+00
67	64.29	0.000000e+00
67	65.28	0.000000e+00
67	66.27	0.000000e+00
67	67.26	0.000000e+00
67	68.25	0.000000e+00
67	69.24	0.000000e+00
67	70.23	0.000000e+00
67	71.22	0.000000e+00
67	72.21	0.000000e+00
67	73.20	0.000000e+00
67	74.19	0.000000e+00
67	75.18	0.000000e+00
67	76.16	0.000000e+00
67	77.15	0.000000e+00
67	78.14	0.000000e+00
67	79.13	0.000000e+00
67	80.12	0.000000e+00
67	81.11	0.000000e+00
67	82.10	0.000000e+00
67	83.09	0.000000e+00
67	84.08	0.000000e+00
67	85.07	0.000000e+00
67	86.06	0.000000e+00
67	87.05	0.000000e+00
67	88.03	0.000000e+00
67	89.02	0.000000e+00
67	90.01	0.000000e+00
67	91.00	0.000000e+00
67	91.99	0.000000e+00
67	92.98	0.000000e+00
67	93.97	0.000000e+00
67	94.96	0.000000e+00
67	95.95	0.000000e+00
67	96.94	0.000000e+00
67	97.93	0.000000e+00
525	0.94	0.000000e+00
525	1.87	0.000000e+00
525	2.81	0.000000e+00
525	3.75	0.000000e+00
525	4.69	0.000000e+00
525	5.62	0.000000e+00
525	6.56	0.000000e+00
525	7.50	0.000000e+00
525	8.43	0.000000e+00
525	9.37	0.000000e+00
525	10.31	0.000000e+00
525	11.25	0.000000e+00
525	12.18	0.000000e+00
525	13.12	0.000000e+00
525	14.06	0.000000e+00
525	14.99	0.000000e+00
525	15.93	0.000000e+00
525	16.87	0.000000e+00
525	17.81	0.000000e+00
525	18.74	0.000000e+00
525	19.68	0.000000e+00
525	20.62	0.000000e+00
525	21.55	0.000000e+00
525	22.49	0.000000e+00
525	23.43	0.000000e+00
525	24.37	0.000000e+00
525	25.30	0.000000e+00
525	26.24	0.000000e+00
525	27.18	0.000000e+00
525	28.11	0.000000e+00
525	29.05	0.000000e+00
525	29.99	0.000000e+00
525	30.93	0.000000e+00
525	31.86	0.000000e+00
525	32.80	0.000000e+00
525	33.74	0.000000e+00
525	34.67	0.000000e+00
525	35.61	0.000000e+00
525	36.55	0.000000e+00
525	37.49	0.000000e+00
525	38.42	0.000000e+00
525	39.36	0.000000e+00
525	40.30	0.000000e+00
525	41.23	0.000000e+00
525	42.17	0.000000e+00
525	43.11	0.000000e+00
525	44.05	0.000000e+00
525	44.98	0.000000e+00
525	45.92	0.000000e+00
525	46.86	0.000000e+00
525	47.79	0.000000e+00
525	48.73	0.000000e+00
525	49.67	0.000000e+00
525	50.61	0.000000e+00
525	51.54	0.000000e+00
525	52.48	0.000000e+00
525	53.42	0.000000e+00
525	54.35	0.000000e+00
525	55.29	0.000000e+00
525	56.23	0.000000e+00
525	57.17	0.000000e+00
525	58.10	0.000000e+00
525	59.04	0.000000e+00
525	59.98	0.000000e+00
525	60.91	0.000000e+00
525	61.85	0.000000e+00
525	62.79	0.000000e+00
525	63.72	0.000000e+00
525	64.66	0.000000e+00
525	65.60	0.000000e+00
525	66.54	0.000000e+00
525	67.47	0.000000e+00
525	68.41	0.000000e+00
525	69.35	0.000000e+00
525	70.28	0.000000e+00
525	71.22	0.000000e+00
525	72.16	0.000000e+00
525	73.10	0.000000e+00
525	74.03	0.000000e+00
525	74.97	0.000000e+00
525	75.91	0.000000e+00
525	76.84	0.000000e+00
525	77.78	0.000000e+00
525	78.72	0.000000e+00
525	79.66	0.000000e+00
525	80.59	0.000000e+00
525	81.53	0.000000e+00
525	82.47	0.000000e+00
525	83.40	0.000000e+00
525	84.34	0.000000e+00
525	85.28	0.000000e+00
525	86.22	0.000000e+00
525	87.15	0.000000e+00
525	88.09	0.000000e+00
525	89.03	0.000000e+00
525	89.96	0.000000e+00
525	90.90	0.000000e+00
525	91.84	0.000000e+00
525	92.78	0.000000e+00
1292	0.91	0.000000e+00
1292	1.82	0.000000e+00
1292	2.73	0.000000e+00
1292	3.64	0.000000e+00
1292	4.54	0.000000e+00
1292	5.45	0.000000e+00
1292	6.36	0.000000e+00
1292	7.27	0.000000e+00
1292	8.18	0.000000e+00
1292	9.09	0.000000e+00
1292	10.00	0.000000e+00
1292	10.91	0.000000e+00
1292	11.82	0.000000e+00
1292	12.73	0.000000e+00
1292	13.63	0.000000e+00
