# Material: drama-TiAl6v4
# Columns: SatelliteMass [kg]	Altitude [km]	NormalizedLossRate [1/km]
1292	14.54	0.000000e+00
1292	15.45	0.000000e+00
1292	16.36	0.000000e+00
1292	17.27	0.000000e+00
1292	18.18	0.000000e+00
1292	19.09	0.000000e+00
1292	20.00	0.000000e+00
1292	20.91	0.000000e+00
1292	21.81	0.000000e+00
1292	22.72	0.000000e+00
1292	23.63	0.000000e+00
1292	24.54	0.000000e+00
1292	25.45	0.000000e+00
1292	26.36	0.000000e+00
1292	27.27	0.000000e+00
1292	28.18	0.000000e+00
1292	29.09	0.000000e+00
1292	30.00	0.000000e+00
1292	30.90	0.000000e+00
1292	31.81	0.000000e+00
1292	32.72	0.000000e+00
1292	33.63	0.000000e+00
1292	34.54	0.000000e+00
1292	35.45	0.000000e+00
1292	36.36	0.000000e+00
1292	37.27	0.000000e+00
1292	38.18	0.000000e+00
1292	39.08	0.000000e+00
1292	39.99	0.000000e+00
1292	40.90	0.000000e+00
1292	41.81	0.000000e+00
1292	42.72	0.000000e+00
1292	43.63	0.000000e+00
1292	44.54	0.000000e+00
1292	45.45	0.000000e+00
1292	46.36	0.000000e+00
1292	47.27	0.000000e+00
1292	48.17	0.000000e+00
1292	49.08	0.000000e+00
1292	49.99	0.000000e+00
1292	50.90	0.000000e+00
1292	51.81	0.000000e+00
1292	52.72	0.000000e+00
1292	53.63	0.000000e+00
1292	54.54	0.000000e+00
1292	55.45	0.000000e+00
1292	56.35	0.000000e+00
1292	57.26	0.000000e+00
1292	58.17	0.000000e+00
1292	59.08	0.000000e+00
1292	59.99	0.000000e+00
1292	60.90	0.000000e+00
1292	61.81	0.000000e+00
1292	62.72	0.000000e+00
1292	63.63	0.000000e+00
1292	64.54	0.000000e+00
1292	65.44	0.000000e+00
1292	66.35	0.000000e+00
1292	67.26	0.000000e+00
1292	68.17	0.000000e+00
1292	69.08	0.000000e+00
1292	69.99	0.000000e+00
1292	70.90	0.000000e+00
1292	71.81	0.000000e+00
1292	72.72	0.000000e+00
1292	73.62	0.000000e+00
1292	74.53	0.000000e+00
1292	75.44	0.000000e+00
1292	76.35	0.000000e+00
1292	77.26	0.000000e+00
1292	78.17	0.000000e+00
1292	79.08	0.000000e+00
1292	79.99	0.000000e+00
1292	80.90	0.000000e+00
1292	81.81	0.000000e+00
1292	82.71	0.000000e+00
1292	83.62	0.000000e+00
1292	84.53	0.000000e+00
1292	85.44	0.000000e+00
1292	86.35	0.000000e+00
1292	87.26	0.000000e+00
1292	88.17	0.000000e+00
1292	89.08	0.000000e+00
1292	89.99	0.000000e+00
2583	0.89	0.000000e+00
2583	1.77	0.000000e+00
2583	2.66	0.000000e+00
2583	3.55	0.000000e+00
2583	4.44	0.000000e+00
2583	5.32	0.000000e+00
2583	6.21	0.000000e+00
2583	7.10	0.000000e+00
2583	7.99	0.000000e+00
2583	8.87	0.000000e+00
2583	9.76	0.000000e+00
2583	10.65	0.000000e+00
2583	11.54	0.000000e+00
2583	12.42	0.000000e+00
2583	13.31	0.000000e+00
2583	14.20	0.000000e+00
2583	15.08	0.000000e+00
2583	15.97	0.000000e+00
2583	16.86	0.000000e+00
2583	17.75	0.000000e+00
2583	18.63	0.000000e+00
2583	19.52	0.000000e+00
2583	20.41	0.000000e+00
2583	21.30	0.000000e+00
2583	22.18	0.000000e+00
2583	23.07	0.000000e+00
2583	23.96	0.000000e+00
2583	24.84	0.000000e+00
2583	25.73	0.000000e+00
2583	26.62	0.000000e+00
2583	27.51	0.000000e+00
2583	28.39	0.000000e+00
2583	29.28	0.000000e+00
2583	30.17	0.000000e+00
2583	31.06	0.000000e+00
2583	31.94	0.000000e+00
2583	32.83	0.000000e+00
2583	33.72	0.000000e+00
2583	34.61	0.000000e+00
2583	35.49	0.000000e+00
2583	36.38	0.000000e+00
2583	37.27	0.000000e+00
2583	38.15	0.000000e+00
2583	39.04	0.000000e+00
2583	39.93	0.000000e+00
2583	40.82	0.000000e+00
2583	41.70	0.000000e+00
2583	42.59	0.000000e+00
2583	43.48	0.000000e+00
2583	44.37	0.000000e+00
2583	45.25	0.000000e+00
2583	46.14	0.000000e+00
2583	47.03	0.000000e+00
2583	47.91	0.000000e+00
2583	48.80	0.000000e+00
2583	49.69	0.000000e+00
2583	50.58	0.000000e+00
2583	51.46	0.000000e+00
2583	52.35	0.000000e+00
2583	53.24	0.000000e+00
2583	54.13	0.000000e+00
2583	55.01	0.000000e+00
2583	55.90	0.000000e+00
2583	56.79	0.000000e+00
2583	57.68	0.000000e+00
2583	58.56	0.000000e+00
2583	59.45	0.000000e+00
2583	60.34	0.000000e+00
2583	61.22	0.000000e+00
2583	62.11	0.000000e+00
2583	63.00	0.000000e+00
2583	63.89	0.000000e+00
2583	64.77	0.000000e+00
2583	65.66	0.000000e+00
2583	66.55	0.000000e+00
2583	67.44	0.000000e+00
2583	68.32	0.000000e+00
2583	69.21	0.000000e+00
2583	70.10	0.000000e+00
2583	70.99	0.000000e+00
2583	71.87	0.000000e+00
2583	72.76	0.000000e+00
2583	73.65	0.000000e+00
2583	74.53	0.000000e+00
2583	75.42	0.000000e+00
2583	76.31	0.000000e+00
2583	77.20	0.000000e+00
2583	78.08	0.000000e+00
2583	78.97	0.000000e+00
2583	79.86	0.000000e+00
2583	80.75	0.000000e+00
2583	81.63	0.000000e+00
2583	82.52	0.000000e+00
2583	83.41	0.000000e+00
2583	84.29	0.000000e+00
2583	85.18	0.000000e+00
2583	86.07	0.000000e+00
2583	86.96	0.000000e+00
2583	87.84	0.000000e+00
