Altitude (km)	Objet	Matériau	Mass (kg)
90.770	SAsupp5	drama-AA7075	0.340000
90.695	SAsupp5	drama-AA7075	0.340000
90.620	SAsupp5	drama-AA7075	0.340000
90.545	SAsupp5	drama-AA7075	0.340000
90.469	SAsupp5	drama-AA7075	0.340000
90.393	SAsupp5	drama-AA7075	0.340000
90.316	SAsupp5	drama-AA7075	0.340000
90.239	SAsupp5	drama-AA7075	0.340000
90.161	SAsupp5	drama-AA7075	0.340000
90.083	SAsupp5	drama-AA7075	0.340000
90.005	SAsupp5	drama-AA7075	0.340000
89.926	SAsupp5	drama-AA7075	0.340000
89.847	SAsupp5	drama-AA7075	0.340000
89.767	SAsupp5	drama-AA7075	0.340000
89.687	SAsupp5	drama-AA7075	0.340000
89.606	SAsupp5	drama-AA7075	0.340000
89.524	SAsupp5	drama-AA7075	0.340000
89.443	SAsupp5	drama-AA7075	0.340000
89.360	SAsupp5	drama-AA7075	0.340000
89.277	SAsupp5	drama-AA7075	0.340000
89.194	SAsupp5	drama-AA7075	0.340000
89.110	SAsupp5	drama-AA7075	0.340000
89.025	SAsupp5	drama-AA7075	0.340000
88.940	SAsupp5	drama-AA7075	0.340000
88.854	SAsupp5	drama-AA7075	0.340000
88.768	SAsupp5	drama-AA7075	0.340000
88.680	SAsupp5	drama-AA7075	0.340000
88.593	SAsupp5	drama-AA7075	0.340000
88.504	SAsupp5	drama-AA7075	0.340000
88.416	SAsupp5	drama-AA7075	0.339000
88.326	SAsupp5	drama-AA7075	0.327000
88.236	SAsupp5	drama-AA7075	0.316000
88.145	SAsupp5	drama-AA7075	0.304000
88.053	SAsupp5	drama-AA7075	0.292000
87.961	SAsupp5	drama-AA7075	0.280000
87.868	SAsupp5	drama-AA7075	0.268000
87.774	SAsupp5	drama-AA7075	0.256000
87.679	SAsupp5	drama-AA7075	0.243000
87.584	SAsupp5	drama-AA7075	0.231000
87.488	SAsupp5	drama-AA7075	0.218000
87.391	SAsupp5	drama-AA7075	0.205000
87.294	SAsupp5	drama-AA7075	0.192000
87.196	SAsupp5	drama-AA7075	0.179000
87.097	SAsupp5	drama-AA7075	0.165000
86.997	SAsupp5	drama-AA7075	0.152000
86.896	SAsupp5	drama-AA7075	0.138000
86.795	SAsupp5	drama-AA7075	0.124000
86.692	SAsupp5	drama-AA7075	0.111000
86.589	SAsupp5	drama-AA7075	0.097000
86.485	SAsupp5	drama-AA7075	0.082000
86.380	SAsupp5	drama-AA7075	0.068000
86.274	SAsupp5	drama-AA7075	0.054000
86.168	SAsupp5	drama-AA7075	0.040000
86.061	SAsupp5	drama-AA7075	0.026000
85.953	SAsupp5	drama-AA7075	0.012000
85.846	SAsupp5	drama-AA7075	0.000000
92.776	Ribpanel3	drama-HC-AA7075	0.720000
92.770	Ribpanel3	drama-HC-AA7075	0.720000
92.740	Ribpanel3	drama-HC-AA7075	0.720000
92.672	Ribpanel3	drama-HC-AA7075	0.720000
92.605	Ribpanel3	drama-HC-AA7075	0.720000
92.537	Ribpanel3	drama-HC-AA7075	0.720000
92.470	Ribpanel3	drama-HC-AA7075	0.720000
92.402	Ribpanel3	drama-HC-AA7075	0.720000
92.334	Ribpanel3	drama-HC-AA7075	0.720000
92.265	Ribpanel3	drama-HC-AA7075	0.720000
92.197	Ribpanel3	drama-HC-AA7075	0.720000
92.128	Ribpanel3	drama-HC-AA7075	0.720000
92.058	Ribpanel3	drama-HC-AA7075	0.720000
91.989	Ribpanel3	drama-HC-AA7075	0.720000
91.919	Ribpanel3	drama-HC-AA7075	0.720000
91.848	Ribpanel3	drama-HC-AA7075	0.720000
91.777	Ribpanel3	drama-HC-AA7075	0.720000
91.706	Ribpanel3	drama-HC-AA7075	0.680000
91.634	Ribpanel3	drama-HC-AA7075	0.620000
91.562	Ribpanel3	drama-HC-AA7075	0.560000
91.489	Ribpanel3	drama-HC-AA7075	0.500000
91.415	Ribpanel3	drama-HC-AA7075	0.440000
91.341	Ribpanel3	drama-HC-AA7075	0.380000
91.267	Ribpanel3	drama-HC-AA7075	0.320000
91.191	Ribpanel3	drama-HC-AA7075	0.260000
91.116	Ribpanel3	drama-HC-AA7075	0.201000
91.039	Ribpanel3	drama-HC-AA7075	0.143000
90.962	Ribpanel3	drama-HC-AA7075	0.087000
90.885	Ribpanel3	drama-HC-AA7075	0.034000
90.808	Ribpanel3	drama-HC-AA7075	0.000000
92.776	CCU	drama-AA7075	1.890000
92.770	CCU	drama-AA7075	1.890000
92.740	CCU	drama-AA7075	1.890000
92.672	CCU	drama-AA7075	1.890000
92.605	CCU	drama-AA7075	1.890000
92.537	CCU	drama-AA7075	1.890000
92.469	CCU	drama-AA7075	1.890000
92.401	CCU	drama-AA7075	1.890000
92.333	CCU	drama-AA7075	1.890000
92.264	CCU	drama-AA7075	1.890000
92.196	CCU	drama-AA7075	1.890000
92.127	CCU	drama-AA7075	1.890000
92.058	CCU	drama-AA7075	1.890000
91.989	CCU	drama-AA7075	1.890000
91.919	CCU	drama-AA7075	1.890000
91.850	CCU	drama-AA7075	1.890000
91.780	CCU	drama-AA7075	1.890000
91.710	CCU	drama-AA7075	1.890000
91.640	CCU	drama-AA7075	1.890000
91.570	CCU	drama-AA7075	1.890000
91.499	CCU	drama-AA7075	1.890000
91.428	CCU	drama-AA7075	1.890000
91.357	CCU	drama-AA7075	1.890000
91.286	CCU	drama-AA7075	1.890000
91.215	CCU	drama-AA7075	1.890000
91.143	CCU	drama-AA7075	1.890000
91.071	CCU	drama-AA7075	1.890000
90.999	CCU	drama-AA7075	1.890000
90.927	CCU	drama-AA7075	1.890000
90.854	CCU	drama-AA7075	1.890000
90.781	CCU	drama-AA7075	1.890000
90.708	CCU	drama-AA7075	1.890000
90.635	CCU	drama-AA7075	1.890000
90.561	CCU	drama-AA7075	1.890000
90.487	CCU	drama-AA7075	1.890000
90.413	CCU	drama-AA7075	1.890000
90.339	CCU	drama-AA7075	1.890000
90.264	CCU	drama-AA7075	1.890000
90.189	CCU	drama-AA7075	1.890000
90.114	CCU	drama-AA7075	1.890000
90.039	CCU	drama-AA7075	1.890000
89.963	CCU	drama-AA7075	1.890000
89.887	CCU	drama-AA7075	1.890000
89.811	CCU	drama-AA7075	1.890000
89.734	CCU	drama-AA7075	1.890000
89.657	CCU	drama-AA7075	1.890000
89.580	CCU	drama-AA7075	1.890000
89.503	CCU	drama-AA7075	1.890000
89.425	CCU	drama-AA7075	1.890000
89.347	CCU	drama-AA7075	1.890000
89.268	CCU	drama-AA7075	1.890000
89.189	CCU	drama-AA7075	1.890000
89.110	CCU	drama-AA7075	1.890000
89.031	CCU	drama-AA7075	1.890000
88.951	CCU	drama-AA7075	1.890000
88.871	CCU	drama-AA7075	1.890000
88.791	CCU	drama-AA7075	1.890000
88.710	CCU	drama-AA7075	1.890000
88.629	CCU	drama-AA7075	1.890000
88.548	CCU	drama-AA7075	1.890000
88.466	CCU	drama-AA7075	1.890000
88.384	CCU	drama-AA7075	1.890000
88.301	CCU	drama-AA7075	1.890000
88.218	CCU	drama-AA7075	1.890000
88.135	CCU	drama-AA7075	1.890000
88.052	CCU	drama-AA7075	1.890000
87.968	CCU	drama-AA7075	1.890000
87.883	CCU	drama-AA7075	1.890000
87.799	CCU	drama-AA7075	1.890000
87.713	CCU	drama-AA7075	1.890000
87.628	CCU	drama-AA7075	1.890000
87.542	CCU	drama-AA7075	1.890000
87.456	CCU	drama-AA7075	1.890000
87.369	CCU	drama-AA7075	1.890000
87.282	CCU	drama-AA7075	1.863000
87.194	CCU	drama-AA7075	1.812000
87.106	CCU	drama-AA7075	1.761000
87.017	CCU	drama-AA7075	1.710000
86.929	CCU	drama-AA7075	1.658000
86.839	CCU	drama-AA7075	1.605000
86.749	CCU	drama-AA7075	1.552000
86.659	CCU	drama-AA7075	1.499000
86.569	CCU	drama-AA7075	1.444000
86.477	CCU	drama-AA7075	1.390000
86.386	CCU	drama-AA7075	1.334000
86.294	CCU	drama-AA7075	1.279000
86.201	CCU	drama-AA7075	1.222000
86.108	CCU	drama-AA7075	1.165000
86.014	CCU	drama-AA7075	1.108000
85.920	CCU	drama-AA7075	1.050000
85.826	CCU	drama-AA7075	0.991000
85.731	CCU	drama-AA7075	0.932000
85.635	CCU	drama-AA7075	0.873000
85.539	CCU	drama-AA7075	0.812000
85.443	CCU	drama-AA7075	0.752000
85.345	CCU	drama-AA7075	0.691000
85.248	CCU	drama-AA7075	0.629000
85.149	CCU	drama-AA7075	0.567000
85.051	CCU	drama-AA7075	0.504000
84.951	CCU	drama-AA7075	0.441000
84.851	CCU	drama-AA7075	0.378000
84.751	CCU	drama-AA7075	0.313000
84.650	CCU	drama-AA7075	0.249000
84.548	CCU	drama-AA7075	0.184000
84.445	CCU	drama-AA7075	0.118000
84.342	CCU	drama-AA7075	0.052000
84.239	CCU	drama-AA7075	0.000000
92.776	ValvTran1	drama-A316	0.200000
92.770	ValvTran1	drama-A316	0.200000
92.740	ValvTran1	drama-A316	0.200000
92.672	ValvTran1	drama-A316	0.200000
92.605	ValvTran1	drama-A316	0.200000
92.537	ValvTran1	drama-A316	0.200000
92.469	ValvTran1	drama-A316	0.200000
92.401	ValvTran1	drama-A316	0.200000
92.333	ValvTran1	drama-A316	0.200000
92.264	ValvTran1	drama-A316	0.200000
92.196	ValvTran1	drama-A316	0.200000
92.127	ValvTran1	drama-A316	0.200000
92.058	ValvTran1	drama-A316	0.200000
91.989	ValvTran1	drama-A316	0.200000
91.919	ValvTran1	drama-A316	0.200000
91.850	ValvTran1	drama-A316	0.200000
91.780	ValvTran1	drama-A316	0.200000
91.710	ValvTran1	drama-A316	0.200000
91.639	ValvTran1	drama-A316	0.200000
91.569	ValvTran1	drama-A316	0.200000
91.498	ValvTran1	drama-A316	0.200000
91.427	ValvTran1	drama-A316	0.200000
91.355	ValvTran1	drama-A316	0.200000
91.283	ValvTran1	drama-A316	0.200000
91.211	ValvTran1	drama-A316	0.200000
91.139	ValvTran1	drama-A316	0.200000
91.066	ValvTran1	drama-A316	0.200000
90.993	ValvTran1	drama-A316	0.200000
90.920	ValvTran1	drama-A316	0.200000
90.847	ValvTran1	drama-A316	0.200000
90.773	ValvTran1	drama-A316	0.200000
90.698	ValvTran1	drama-A316	0.200000
90.624	ValvTran1	drama-A316	0.200000
90.549	ValvTran1	drama-A316	0.200000
90.473	ValvTran1	drama-A316	0.200000
90.398	ValvTran1	drama-A316	0.200000
90.322	ValvTran1	drama-A316	0.200000
90.245	ValvTran1	drama-A316	0.200000
90.168	ValvTran1	drama-A316	0.200000
90.091	ValvTran1	drama-A316	0.200000
90.013	ValvTran1	drama-A316	0.200000
89.935	ValvTran1	drama-A316	0.200000
89.857	ValvTran1	drama-A316	0.200000
89.778	ValvTran1	drama-A316	0.200000
89.698	ValvTran1	drama-A316	0.200000
89.618	ValvTran1	drama-A316	0.200000
89.538	ValvTran1	drama-A316	0.200000
89.457	ValvTran1	drama-A316	0.200000
89.376	ValvTran1	drama-A316	0.200000
89.294	ValvTran1	drama-A316	0.200000
89.212	ValvTran1	drama-A316	0.200000
89.129	ValvTran1	drama-A316	0.200000
89.046	ValvTran1	drama-A316	0.200000
88.962	ValvTran1	drama-A316	0.200000
88.877	ValvTran1	drama-A316	0.200000
88.792	ValvTran1	drama-A316	0.200000
88.707	ValvTran1	drama-A316	0.200000
88.621	ValvTran1	drama-A316	0.200000
88.534	ValvTran1	drama-A316	0.200000
88.447	ValvTran1	drama-A316	0.200000
88.359	ValvTran1	drama-A316	0.200000
88.271	ValvTran1	drama-A316	0.200000
88.182	ValvTran1	drama-A316	0.200000
88.092	ValvTran1	drama-A316	0.200000
88.002	ValvTran1	drama-A316	0.200000
87.911	ValvTran1	drama-A316	0.200000
87.820	ValvTran1	drama-A316	0.200000
87.727	ValvTran1	drama-A316	0.200000
87.635	ValvTran1	drama-A316	0.200000
87.541	ValvTran1	drama-A316	0.200000
87.447	ValvTran1	drama-A316	0.200000
87.352	ValvTran1	drama-A316	0.200000
87.256	ValvTran1	drama-A316	0.200000
87.160	ValvTran1	drama-A316	0.200000
87.063	ValvTran1	drama-A316	0.200000
86.965	ValvTran1	drama-A316	0.200000
86.866	ValvTran1	drama-A316	0.200000
86.767	ValvTran1	drama-A316	0.200000
86.667	ValvTran1	drama-A316	0.200000
86.566	ValvTran1	drama-A316	0.200000
86.464	ValvTran1	drama-A316	0.200000
86.361	ValvTran1	drama-A316	0.200000
86.258	ValvTran1	drama-A316	0.200000
86.154	ValvTran1	drama-A316	0.200000
86.049	ValvTran1	drama-A316	0.200000
85.943	ValvTran1	drama-A316	0.200000
85.836	ValvTran1	drama-A316	0.200000
85.728	ValvTran1	drama-A316	0.200000
85.620	ValvTran1	drama-A316	0.200000
85.510	ValvTran1	drama-A316	0.200000
85.400	ValvTran1	drama-A316	0.200000
85.289	ValvTran1	drama-A316	0.200000
85.176	ValvTran1	drama-A316	0.200000
85.063	ValvTran1	drama-A316	0.200000
84.949	ValvTran1	drama-A316	0.200000
84.834	ValvTran1	drama-A316	0.200000
84.718	ValvTran1	drama-A316	0.200000
84.600	ValvTran1	drama-A316	0.200000
84.482	ValvTran1	drama-A316	0.200000
84.363	ValvTran1	drama-A316	0.200000
84.243	ValvTran1	drama-A316	0.200000
84.121	ValvTran1	drama-A316	0.200000
83.999	ValvTran1	drama-A316	0.200000
83.876	ValvTran1	drama-A316	0.200000
83.751	ValvTran1	drama-A316	0.200000
83.625	ValvTran1	drama-A316	0.200000
83.499	ValvTran1	drama-A316	0.200000
83.371	ValvTran1	drama-A316	0.200000
83.241	ValvTran1	drama-A316	0.200000
83.111	ValvTran1	drama-A316	0.200000
82.980	ValvTran1	drama-A316	0.200000
82.847	ValvTran1	drama-A316	0.200000
82.713	ValvTran1	drama-A316	0.200000
82.578	ValvTran1	drama-A316	0.200000
82.442	ValvTran1	drama-A316	0.200000
82.304	ValvTran1	drama-A316	0.200000
82.165	ValvTran1	drama-A316	0.200000
82.025	ValvTran1	drama-A316	0.200000
81.884	ValvTran1	drama-A316	0.200000
81.741	ValvTran1	drama-A316	0.200000
81.597	ValvTran1	drama-A316	0.200000
81.451	ValvTran1	drama-A316	0.200000
81.305	ValvTran1	drama-A316	0.200000
81.156	ValvTran1	drama-A316	0.200000
81.007	ValvTran1	drama-A316	0.200000
80.856	ValvTran1	drama-A316	0.200000
80.704	ValvTran1	drama-A316	0.200000
80.550	ValvTran1	drama-A316	0.200000
80.394	ValvTran1	drama-A316	0.200000
80.238	ValvTran1	drama-A316	0.200000
80.079	ValvTran1	drama-A316	0.200000
79.920	ValvTran1	drama-A316	0.200000
79.758	ValvTran1	drama-A316	0.200000
79.596	ValvTran1	drama-A316	0.200000
79.431	ValvTran1	drama-A316	0.200000
79.265	ValvTran1	drama-A316	0.200000
79.098	ValvTran1	drama-A316	0.200000
78.929	ValvTran1	drama-A316	0.200000
78.758	ValvTran1	drama-A316	0.200000
78.586	ValvTran1	drama-A316	0.200000
78.411	ValvTran1	drama-A316	0.200000
78.236	ValvTran1	drama-A316	0.200000
78.058	ValvTran1	drama-A316	0.200000
77.879	ValvTran1	drama-A316	0.200000
77.698	ValvTran1	drama-A316	0.200000
77.516	ValvTran1	drama-A316	0.200000
77.332	ValvTran1	drama-A316	0.200000
77.145	ValvTran1	drama-A316	0.200000
76.958	ValvTran1	drama-A316	0.200000
76.768	ValvTran1	drama-A316	0.200000
76.576	ValvTran1	drama-A316	0.200000
76.383	ValvTran1	drama-A316	0.200000
76.188	ValvTran1	drama-A316	0.200000
75.991	ValvTran1	drama-A316	0.200000
75.792	ValvTran1	drama-A316	0.200000
75.591	ValvTran1	drama-A316	0.200000
75.388	ValvTran1	drama-A316	0.200000
75.183	ValvTran1	drama-A316	0.200000
74.976	ValvTran1	drama-A316	0.200000
74.767	ValvTran1	drama-A316	0.200000
74.557	ValvTran1	drama-A316	0.200000
74.344	ValvTran1	drama-A316	0.200000
74.129	ValvTran1	drama-A316	0.200000
73.912	ValvTran1	drama-A316	0.200000
73.693	ValvTran1	drama-A316	0.200000
73.473	ValvTran1	drama-A316	0.200000
73.249	ValvTran1	drama-A316	0.200000
73.024	ValvTran1	drama-A316	0.199000
72.797	ValvTran1	drama-A316	0.186000
72.568	ValvTran1	drama-A316	0.173000
72.336	ValvTran1	drama-A316	0.159000
72.103	ValvTran1	drama-A316	0.145000
71.868	ValvTran1	drama-A316	0.132000
71.631	ValvTran1	drama-A316	0.118000
71.392	ValvTran1	drama-A316	0.105000
71.152	ValvTran1	drama-A316	0.092000
70.910	ValvTran1	drama-A316	0.079000
70.668	ValvTran1	drama-A316	0.067000
70.425	ValvTran1	drama-A316	0.056000
70.183	ValvTran1	drama-A316	0.046000
69.941	ValvTran1	drama-A316	0.037000
69.701	ValvTran1	drama-A316	0.029000
69.464	ValvTran1	drama-A316	0.024000
69.231	ValvTran1	drama-A316	0.021000
69.003	ValvTran1	drama-A316	0.021000
68.781	ValvTran1	drama-A316	0.021000
68.562	ValvTran1	drama-A316	0.021000
68.348	ValvTran1	drama-A316	0.021000
68.137	ValvTran1	drama-A316	0.021000
67.929	ValvTran1	drama-A316	0.021000
67.723	ValvTran1	drama-A316	0.021000
67.519	ValvTran1	drama-A316	0.021000
67.317	ValvTran1	drama-A316	0.021000
67.115	ValvTran1	drama-A316	0.021000
66.914	ValvTran1	drama-A316	0.021000
66.714	ValvTran1	drama-A316	0.021000
66.513	ValvTran1	drama-A316	0.021000
66.313	ValvTran1	drama-A316	0.021000
66.113	ValvTran1	drama-A316	0.021000
65.912	ValvTran1	drama-A316	0.021000
65.710	ValvTran1	drama-A316	0.021000
65.508	ValvTran1	drama-A316	0.021000
65.305	ValvTran1	drama-A316	0.021000
65.101	ValvTran1	drama-A316	0.021000
64.896	ValvTran1	drama-A316	0.021000
64.690	ValvTran1	drama-A316	0.021000
64.482	ValvTran1	drama-A316	0.021000
64.274	ValvTran1	drama-A316	0.021000
64.064	ValvTran1	drama-A316	0.021000
63.852	ValvTran1	drama-A316	0.021000
63.639	ValvTran1	drama-A316	0.021000
63.425	ValvTran1	drama-A316	0.021000
63.209	ValvTran1	drama-A316	0.021000
62.991	ValvTran1	drama-A316	0.021000
62.772	ValvTran1	drama-A316	0.021000
62.551	ValvTran1	drama-A316	0.021000
62.329	ValvTran1	drama-A316	0.021000
62.105	ValvTran1	drama-A316	0.021000
61.880	ValvTran1	drama-A316	0.021000
61.653	ValvTran1	drama-A316	0.021000
61.424	ValvTran1	drama-A316	0.021000
61.194	ValvTran1	drama-A316	0.021000
60.962	ValvTran1	drama-A316	0.021000
60.729	ValvTran1	drama-A316	0.021000
60.494	ValvTran1	drama-A316	0.021000
60.258	ValvTran1	drama-A316	0.021000
60.020	ValvTran1	drama-A316	0.021000
59.780	ValvTran1	drama-A316	0.021000
59.540	ValvTran1	drama-A316	0.021000
59.297	ValvTran1	drama-A316	0.021000
59.054	ValvTran1	drama-A316	0.021000
58.809	ValvTran1	drama-A316	0.021000
58.563	ValvTran1	drama-A316	0.021000
58.315	ValvTran1	drama-A316	0.021000
58.067	ValvTran1	drama-A316	0.021000
57.817	ValvTran1	drama-A316	0.021000
57.566	ValvTran1	drama-A316	0.021000
57.313	ValvTran1	drama-A316	0.021000
57.060	ValvTran1	drama-A316	0.021000
56.806	ValvTran1	drama-A316	0.021000
56.551	ValvTran1	drama-A316	0.021000
56.295	ValvTran1	drama-A316	0.021000
56.038	ValvTran1	drama-A316	0.021000
55.780	ValvTran1	drama-A316	0.021000
55.522	ValvTran1	drama-A316	0.021000
55.262	ValvTran1	drama-A316	0.021000
55.002	ValvTran1	drama-A316	0.021000
54.742	ValvTran1	drama-A316	0.021000
54.481	ValvTran1	drama-A316	0.021000
54.219	ValvTran1	drama-A316	0.021000
53.957	ValvTran1	drama-A316	0.021000
53.695	ValvTran1	drama-A316	0.021000
53.433	ValvTran1	drama-A316	0.021000
53.170	ValvTran1	drama-A316	0.021000
52.907	ValvTran1	drama-A316	0.021000
52.644	ValvTran1	drama-A316	0.021000
52.381	ValvTran1	drama-A316	0.021000
52.118	ValvTran1	drama-A316	0.021000
51.855	ValvTran1	drama-A316	0.021000
51.592	ValvTran1	drama-A316	0.021000
51.329	ValvTran1	drama-A316	0.021000
51.067	ValvTran1	drama-A316	0.021000
50.805	ValvTran1	drama-A316	0.021000
50.544	ValvTran1	drama-A316	0.021000
50.283	ValvTran1	drama-A316	0.021000
50.023	ValvTran1	drama-A316	0.021000
49.764	ValvTran1	drama-A316	0.021000
49.505	ValvTran1	drama-A316	0.021000
49.248	ValvTran1	drama-A316	0.021000
49.232	ValvTran1	drama-A316	0.021000
49.221	ValvTran1	drama-A316	0.021000
49.211	ValvTran1	drama-A316	0.021000
49.205	ValvTran1	drama-A316	0.021000
49.202	ValvTran1	drama-A316	0.021000
49.201	ValvTran1	drama-A316	0.021000
49.199	ValvTran1	drama-A316	0.021000
49.197	ValvTran1	drama-A316	0.021000
49.195	ValvTran1	drama-A316	0.021000
49.194	ValvTran1	drama-A316	0.021000
49.193	ValvTran1	drama-A316	0.021000
49.191	ValvTran1	drama-A316	0.021000
49.190	ValvTran1	drama-A316	0.021000
49.188	ValvTran1	drama-A316	0.021000
49.185	ValvTran1	drama-A316	0.021000
49.181	ValvTran1	drama-A316	0.021000
49.175	ValvTran1	drama-A316	0.021000
49.166	ValvTran1	drama-A316	0.021000
49.155	ValvTran1	drama-A316	0.021000
49.146	ValvTran1	drama-A316	0.021000
49.144	ValvTran1	drama-A316	0.021000
49.142	ValvTran1	drama-A316	0.021000
49.141	ValvTran1	drama-A316	0.021000
49.137	ValvTran1	drama-A316	0.021000
49.132	ValvTran1	drama-A316	0.021000
49.131	ValvTran1	drama-A316	0.021000
49.129	ValvTran1	drama-A316	0.021000
49.124	ValvTran1	drama-A316	0.021000
49.116	ValvTran1	drama-A316	0.021000
49.106	ValvTran1	drama-A316	0.021000
49.097	ValvTran1	drama-A316	0.021000
49.092	ValvTran1	drama-A316	0.021000
49.085	ValvTran1	drama-A316	0.021000
49.073	ValvTran1	drama-A316	0.021000
49.068	ValvTran1	drama-A316	0.021000
49.060	ValvTran1	drama-A316	0.021000
49.050	ValvTran1	drama-A316	0.021000
49.034	ValvTran1	drama-A316	0.021000
49.018	ValvTran1	drama-A316	0.021000
49.015	ValvTran1	drama-A316	0.021000
49.013	ValvTran1	drama-A316	0.021000
49.011	ValvTran1	drama-A316	0.021000
