#_______________________________________________________________________________
#    ######   ####     ##             #####   #####     ##    #    #    ##
#    #       #        #  #            #    #  #    #   #  #   ##  ##   #  #
#    #####    ####   ######           #    #  #####   ######  # ## #  ######
#    #            #  #    #           #    #  #    #  #    #  #    #  #    #
#____######__#####___#____#___________#####___#____#__#____#__#____#__#____#____
#
#              ESA Debris Risk Assessment and Mitigation Analysis
#
#                         ---- DRAMA ( SESAM r2.1.5 ) ----
#                                      ESA 2018
#
#                         final state of demising objects
#-------------------------------------------------------------------------------
# Filename      : demiseData.txt
# RunID         : sara
# Content       : This file lists the demising objects,
#                 computed by the DRAMA 3 Re-entry Analysis.
# Documentation : DRAMA Software User Manual, section OPERATIONS MANUAL / Normal operation / SARA / SARA Simulation Output / Re-entry simulation output
#
#--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
#  Time [s]  Altitude [km]  Lat [deg]  Lon [deg]  Velocity [km/s]   Downrange [km]       Drag       Lift       Side    Knudsen       Mach                UniqueID                  Name
#--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
   643.550         100.116     88.210     80.284            7.797         4924.307      0.842      0.000      0.000    0.01375   27.57476  adb3d021-599a-4dd0-bf28-2eb024bac78b  SolarP
   769.100          90.478     81.646    173.198            7.782         5885.100      0.861      0.000      0.000    0.00634   28.37774  cabd6692-2d4e-46c3-a962-8c7758ba78f6  SVM
   871.650          80.048     74.742    178.274            7.498         6661.599      1.652      0.000      0.000    0.00650   26.55146  a084c8b2-97ee-470d-951a-1bebe0e2085c  RSJD
   865.650          80.773     75.141    178.119            7.540         6616.941      1.200      0.000      0.000    0.01044   26.79614  ff1aaf73-80e2-4d35-8d64-7e51fe643ecf  EIU
   847.650          82.666     76.388    177.568            7.356         6477.342      2.442      0.000      0.000    0.02495   26.40401  dc7dacaf-0684-4bc3-b79b-30d22b334b96  SADME
   856.650          81.760     75.756    177.861            7.522         6548.079      1.066      0.000      0.000    0.01492   26.86582  1064ff79-1d6a-4300-aa63-8768f1fff65c  CCU
   858.650          81.568     75.614    177.923            7.553         6563.974      1.173      0.000      0.000    0.01399   26.94782  0b78a548-49bc-4f2b-8b9f-999d24c804ae  BSP
   853.650          82.069     75.964    177.768            7.508         6524.839      1.695      0.000      0.000    0.02166   26.85774  7312c8c9-199d-4646-8a04-8c0cf69512c6  EDR
   859.650          81.403     75.556    177.948            7.507         6570.448      1.306      0.000      0.000    0.01472   26.76295  3d51e22b-0cbb-418c-b31d-4c8cc35d2a61  EPRM
   842.650          83.322     76.698    177.414            7.570         6442.594      2.733      0.000      0.000    0.03283   27.25099  9be9abc7-df7e-49fe-9875-83ac0efa312c  BEG1
   842.650          83.322     76.698    177.414            7.570         6442.594      2.733      0.000      0.000    0.03283   27.25099  744ed77b-395f-4e71-bb4d-25b2479d26c3  BEG2
   842.650          83.322     76.698    177.414            7.570         6442.594      2.733      0.000      0.000    0.03283   27.25099  8a639930-64e9-49bd-bfb1-92dce15aa113  BEG3
   842.650          83.322     76.698    177.414            7.570         6442.594      2.733      0.000      0.000    0.03283   27.25099  243185b5-5f9e-4ee9-937d-5570a5ce57e5  BEG4
   857.650          81.680     75.682    177.894            7.554         6556.394      1.140      0.000      0.000    0.01523   26.96716  ef81eb2d-2aa0-42ee-801f-6c9d4f2836fc  T4S
   867.650          80.525     75.009    178.172            7.523         6631.697      1.112      0.000      0.000    0.00934   26.70179  4cc46603-5b27-46f7-8342-2ca543cd9976  EAIM
   869.650          80.318     74.870    178.226            7.534         6647.264      1.058      0.000      0.000    0.00774   26.71312  bb42edf0-7c27-4377-bfb8-3846f78f70cc  SADM1
   862.650          81.212     75.326    178.045            7.623         6596.249      1.274      0.000      0.000    0.01274   27.14814  4254b2b9-f0f4-417f-bf3d-c6698423b687  SADM2
   855.650          82.120     75.776    177.853            7.724         6545.834      1.279      0.000      0.000    0.01524   27.63119  7b197b99-20c6-4ffb-82a9-695090eacd9d  Battery1
   855.650          82.120     75.776    177.853            7.724         6545.834      1.279      0.000      0.000    0.01524   27.63119  e3fbdc10-7494-49e4-884a-2f3ded98e300  Battery2
   855.650          82.120     75.776    177.853            7.724         6545.834      1.279      0.000      0.000    0.01524   27.63119  e813dbdf-3048-4bd2-9678-4312889d58fe  Battery3
   855.650          82.120     75.776    177.853            7.724         6545.834      1.279      0.000      0.000    0.01524   27.63119  47883bf6-dd97-4ab2-bcb1-a794ee346539  Battery4
   855.650          82.120     75.776    177.853            7.724         6545.834      1.279      0.000      0.000    0.01524   27.63119  94bd48c4-b524-41c6-b291-026fc5402459  Battery5
   799.650          87.724     79.581    175.481            7.767         6118.634      0.854      0.000      0.000    0.00564   28.34051  0ddd76e5-66e3-4ed3-89f1-f345cea9c803  IFring
   903.200          76.419     72.580    178.974            7.546         6903.219      1.340      0.000      0.000    0.00110   26.25446  49858cb8-d8fb-4c9b-82b6-4699f85b8dcf  PLM
   936.750          71.527     70.417    179.493            6.870         7144.751      1.364      0.000      0.000    0.00428   23.37984  71468af4-a456-44d2-960c-c3b22e2dabdf  MHS-MPU
   932.750          72.173     70.665    179.441            6.993         7117.081      1.639      0.000      0.000    0.00560   23.87515  3e1a3bf6-0bf1-4091-b46f-932c05131a28  ASCATEPC1
   932.750          72.173     70.665    179.441            6.993         7117.081      1.639      0.000      0.000    0.00560   23.87515  51ca2e0e-86e5-454d-b0ac-78b4fce6a60f  ASCATEPC2
   939.750          71.027     70.238    179.530            6.707         7164.728      1.246      0.000      0.000    0.00345   22.76030  8222289f-36de-4e97-98d5-b217f846667a  PMC1
   939.750          71.027     70.238    179.530            6.707         7164.728      1.246      0.000      0.000    0.00345   22.76030  a917bf4a-b649-489d-9dc4-1adccbcbbd4e  PMC2
   942.750          70.520     70.036    179.570            6.825         7187.214      1.568      0.000      0.000    0.00269   23.07289  0537ea03-4670-49e4-b264-15d92bab84c4  PDU1
   942.750          70.520     70.036    179.570            6.825         7187.214      1.568      0.000      0.000    0.00269   23.07289  47d1276c-70e2-470f-92e3-ac9845e1d3a7  PDU2
