# Documentation: DRAMA Software User Manual, section 7.3.5.9
latitude, imp.probability, casualty, fatality, quantity
26.475000000007483, 1.0, 6.602496996267245E-5, 6.602496996267245E-5, 1.0
26.391666666674148, 1.0, 7.15121039168263E-5, 7.15121039168263E-5, 1.0
26.35833333334081, 1.0, 7.22903038595689E-5, 7.22903038595689E-5, 1.0
26.09166666667413, 1.0, 7.59462016793854E-5, 7.59462016793854E-5, 1.0
