# Documentation: DRAMA Software User Manual, section 7.3.5.9
latitude, imp.probability, casualty, fatality, quantity
-5.533333333327903, 1.0, 1.6924084216072652E-5, 5.159570837608719E-6, 1.0
-5.933333333327937, 1.0, 1.8824912981842716E-5, 1.8824912981842716E-5, 1.0
-6.099999999994608, 1.0, 8.121733289193279E-5, 8.121733289193279E-5, 1.0
-6.433333333327965, 1.0, 3.6653666295527916E-5, 3.6653666295527916E-5, 3.0
-6.483333333327963, 1.0, 6.72714497680384E-5, 6.72714497680384E-5, 4.0
-6.508333333327968, 1.0, 3.8068947056378865E-5, 3.8068947056378865E-5, 1.0
-6.5416666666613, 1.0, 4.3917328389094055E-5, 4.3917328389094055E-5, 1.0
