#_______________________________________________________________________________
#    ######   ####     ##             #####   #####     ##    #    #    ##
#    #       #        #  #            #    #  #    #   #  #   ##  ##   #  #
#    #####    ####   ######           #    #  #####   ######  # ## #  ######
#    #            #  #    #           #    #  #    #  #    #  #    #  #    #
#____######__#####___#____#___________#####___#____#__#____#__#____#__#____#____
#
#              ESA Debris Risk Assessment and Mitigation Analysis
#
#                         ---- DRAMA ( SESAM r2.1.5 ) ----
#                                      ESA 2018
#
#                         final state of demising objects
#-------------------------------------------------------------------------------
# Filename      : demiseData.txt
# RunID         : sara
# Content       : This file lists the demising objects,
#                 computed by the DRAMA 3 Re-entry Analysis.
# Documentation : DRAMA Software User Manual, section OPERATIONS MANUAL / Normal operation / SARA / SARA Simulation Output / Re-entry simulation output
#
#--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
#  Time [s]  Altitude [km]  Lat [deg]  Lon [deg]  Velocity [km/s]   Downrange [km]       Drag       Lift       Side    Knudsen       Mach                UniqueID                  Name
#--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  2150.550          99.787     -0.939    -36.828            7.354        15549.977      0.842      0.000      0.000    0.01247   26.06765  ac1d6f23-bede-4c15-9e4b-b7dab4e649d2  SolarP
  2354.100          89.986     -3.397    -23.804            7.337        17024.229      0.863      0.000      0.000    0.00587   26.78781  4430b541-1512-4ce1-8d43-c641d490e577  SVM
  2506.650          78.170     -5.093    -14.131            7.005        18114.537      1.649      0.000      0.000    0.00494   24.57589  3cecd9af-b84c-463a-9918-027600ab7a28  RSJD
  2497.650          79.123     -5.000    -14.689            7.061        18051.707      1.202      0.000      0.000    0.00820   24.88816  fd99f765-a3fa-468b-bcd5-016d167f3fbf  EIU
  2469.650          81.329     -4.690    -16.511            6.882        17846.701      2.400      0.000      0.000    0.02044   24.53929  64b02e72-4243-475a-a0f7-8c6fa719a799  SADME
  2484.650          80.225     -4.858    -15.526            7.040        17957.635      1.061      0.000      0.000    0.01191   24.95287  f1c16680-da40-4038-85b6-afd9b8962bbf  CCU
  2487.650          80.041     -4.892    -15.324            7.074        17980.271      1.171      0.000      0.000    0.01117   25.04998  68243c07-bf67-48dd-a108-e7887f700348  BSP
  2479.650          80.616     -4.803    -15.849            7.030        17921.217      1.668      0.000      0.000    0.01749   24.96785  4e7a4b59-cee7-44f5-ae91-a119ddf2194d  EDR
  2488.650          79.815     -4.900    -15.276            7.023        17985.683      1.298      0.000      0.000    0.01163   24.84038  6d068f8c-42c1-4e67-8a34-0e2d5d014c75  EPRM
  2463.650          82.137     -4.632    -16.850            7.103        17808.557      2.656      0.000      0.000    0.02763   25.42303  f120bce6-ee18-485a-95c4-14304c34293c  BEG1
