# Documentation: DRAMA Software User Manual, section 7.3.2.7
Latitude, Impact Probablity (P_i), Impact Probablity Density (P_i/dlat)
90.00833333334491, 0.0, 0.0
90.00000000001157, 4.629629629625419E-5, 0.005555555555555556
89.99166666667824, 4.6296296296333137E-5, 0.005555555555555555
89.9833333333449, 4.629629629625419E-5, 0.005555555555555556
89.97500000001158, 4.6296296296333137E-5, 0.005555555555555555
89.96666666667824, 4.6296296296333137E-5, 0.005555555555555555
89.9583333333449, 4.629629629625419E-5, 0.005555555555555556
89.95000000001157, 4.6296296296333137E-5, 0.005555555555555555
89.94166666667823, 4.629629629625419E-5, 0.005555555555555556
89.9333333333449, 4.6296296296333137E-5, 0.005555555555555555
89.92500000001156, 4.629629629625419E-5, 0.005555555555555556
89.91666666667824, 4.6296296296333137E-5, 0.005555555555555555
89.9083333333449, 4.6296296296333137E-5, 0.005555555555555555
89.90000000001156, 4.629629629625419E-5, 0.005555555555555556
89.89166666667823, 4.6296296296333137E-5, 0.005555555555555555
89.8833333333449, 4.629629629625419E-5, 0.005555555555555556
89.87500000001157, 4.6296296296333137E-5, 0.005555555555555555
89.86666666667823, 4.629629629625419E-5, 0.005555555555555556
89.8583333333449, 4.6296296296333137E-5, 0.005555555555555555
89.85000000001156, 4.6296296296333137E-5, 0.005555555555555555
89.84166666667822, 4.629629629625419E-5, 0.005555555555555556
89.8333333333449, 4.6296296296333137E-5, 0.005555555555555555
89.82500000001156, 4.629629629625419E-5, 0.005555555555555556
89.81666666667823, 4.6296296296333137E-5, 0.005555555555555555
89.80833333334489, 4.629629629625419E-5, 0.005555555555555556
89.80000000001156, 4.6296296296333137E-5, 0.005555555555555555
89.79166666667822, 4.6296296296333137E-5, 0.005555555555555555
89.78333333334488, 4.629629629625419E-5, 0.005555555555555556
89.77500000001156, 4.6296296296333137E-5, 0.005555555555555555
89.76666666667822, 4.629629629625419E-5, 0.005555555555555556
89.7583333333449, 4.6296296296333137E-5, 0.005555555555555555
89.75000000001155, 4.629629629625419E-5, 0.005555555555555556
89.74166666667823, 4.6296296296333137E-5, 0.005555555555555555
89.73333333334489, 4.6296296296333137E-5, 0.005555555555555555
89.72500000001155, 4.629629629625419E-5, 0.005555555555555556
89.71666666667822, 4.6296296296333137E-5, 0.005555555555555555
89.70833333334488, 4.629629629625419E-5, 0.005555555555555556
89.70000000001156, 4.6296296296333137E-5, 0.005555555555555555
89.69166666667822, 4.629629629625419E-5, 0.005555555555555556
89.68333333334489, 4.6296296296333137E-5, 0.005555555555555555
89.67500000001155, 4.6296296296333137E-5, 0.005555555555555555
89.66666666667821, 4.629629629625419E-5, 0.005555555555555556
89.65833333334488, 4.6296296296333137E-5, 0.005555555555555555
89.65000000001154, 4.629629629625419E-5, 0.005555555555555556
89.64166666667822, 4.6296296296333137E-5, 0.005555555555555555
89.63333333334488, 4.629629629625419E-5, 0.005555555555555556
89.62500000001155, 4.6296296296333137E-5, 0.005555555555555555
89.61666666667821, 4.6296296296333137E-5, 0.005555555555555555
89.60833333334487, 4.629629629625419E-5, 0.005555555555555556
89.60000000001155, 4.6296296296333137E-5, 0.005555555555555555
89.59166666667821, 4.629629629625419E-5, 0.005555555555555556
89.58333333334488, 4.6296296296333137E-5, 0.005555555555555555
89.57500000001154, 4.629629629625419E-5, 0.005555555555555556
89.56666666667822, 4.6296296296333137E-5, 0.005555555555555555
89.55833333334488, 4.6296296296333137E-5, 0.005555555555555555
89.55000000001154, 4.629629629625419E-5, 0.005555555555555556
89.54166666667821, 4.6296296296333137E-5, 0.005555555555555555
89.53333333334487, 4.629629629625419E-5, 0.005555555555555556
89.52500000001154, 4.6296296296333137E-5, 0.005555555555555555
89.5166666666782, 4.629629629625419E-5, 0.005555555555555556
89.50833333334488, 4.6296296296333137E-5, 0.005555555555555555
89.50000000001154, 4.6296296296333137E-5, 0.005555555555555555
89.4916666666782, 4.629629629625419E-5, 0.005555555555555556
89.48333333334487, 4.6296296296333137E-5, 0.005555555555555555
89.47500000001153, 4.629629629625419E-5, 0.005555555555555556
89.46666666667821, 4.6296296296333137E-5, 0.005555555555555555
89.45833333334487, 4.629629629625419E-5, 0.005555555555555556
89.45000000001154, 4.6296296296333137E-5, 0.005555555555555555
89.4416666666782, 4.6296296296333137E-5, 0.005555555555555555
89.43333333334486, 4.629629629625419E-5, 0.005555555555555556
89.42500000001154, 4.6296296296333137E-5, 0.005555555555555555
89.4166666666782, 4.629629629625419E-5, 0.005555555555555556
89.40833333334487, 4.6296296296333137E-5, 0.005555555555555555
89.40000000001153, 4.629629629625419E-5, 0.005555555555555556
89.3916666666782, 4.6296296296333137E-5, 0.005555555555555555
89.38333333334486, 4.6296296296333137E-5, 0.005555555555555555
89.37500000001153, 4.629629629625419E-5, 0.005555555555555556
89.3666666666782, 4.6296296296333137E-5, 0.005555555555555555
89.35833333334486, 4.629629629625419E-5, 0.005555555555555556
89.35000000001153, 4.6296296296333137E-5, 0.005555555555555555
89.3416666666782, 4.629629629625419E-5, 0.005555555555555556
