x, y
7605.581365780539, 77.32722717846256
7635.96624276704, 76.91864699460147
7671.243176920683, 76.40449438202248
7701.628052005086, 75.99591419816139
7732.012927089488, 75.48518896833504
7765.773899405491, 74.87231869254342
7799.534871721493, 74.36159346271705
7829.919746805896, 73.8508682328907
7860.304621890298, 73.34014300306436
7889.078679088536, 72.82511912765737
7919.463552270841, 72.31439389783101
7946.472328432889, 71.80366866800466
7973.481104594937, 71.29294343817831
7997.11378373673, 70.88436325431722
8027.498656919035, 70.2714929785256
8054.507433081084, 69.76076774869925
8084.892306263388, 69.25004251887289
8111.9010824254365, 68.63717224308127
8142.28595560774, 68.12644701325492
8169.294731769789, 67.5135767374633
8196.303507931838, 66.90070646167167
8223.312284093887, 66.28783618588004
8246.94496323568, 65.67496591008842
8273.953739397726, 65.0620956342968
8297.586418539518, 64.44922535850517
8322.829942619535, 63.81795413647536
8346.462623240737, 63.205083860683736
8370.09530386194, 62.49006853892684
8397.10408171474, 61.77505321716995
8420.736762335942, 61.06003789541305
8444.369442957144, 60.34502257365615
8468.002123578346, 59.63000725189926
8488.258706967948, 58.914991930142364
8511.89138758915, 58.19997660838547
8535.524068210352, 57.28067119469804
8559.156748831554, 56.46351082697587
8582.789429452756, 55.54420541328843
8606.422110073958, 54.624899999601
8630.05479069516, 53.70559458591356
8653.687471316362, 52.78628917222613
8675.819824548447, 51.90103314626692
8696.07640793805, 50.879582686614214
8716.33299132765, 49.960277272926774
8736.589574717253, 49.04097185923934
8760.222255338454, 47.917376353621364
8780.478838728055, 46.89592589396865
8797.359324886056, 45.97662048028122
8817.615908275659, 44.955170020628515
8831.12029720206, 44.035864606941075
8848.000783360061, 43.01441414728837
8861.505172286463, 42.09510873360093
8875.009561212863, 41.1758033199135
8888.513950139264, 40.25649790622606
8902.018339065666, 39.33719249253863
8912.146630760466, 38.52003212481646
8922.274922455266, 37.60072671112902
8932.403214150068, 36.579276251476315
8942.531505844869, 35.55782579182361
8951.909324754179, 34.64987017404558
8962.037616448979, 33.62841971439288
8972.16590814378, 32.5048242087749
8978.91810260698, 31.38122870315692
8989.046394301782, 30.257633197538944
8995.798588764981, 29.134037691920966
9002.550783228182, 28.112587232268258
9009.302977691383, 27.091136772615553
9012.679074922984, 25.967541266997575
9016.055172154583, 24.946090807344866
9019.431269386183, 23.92464034769216
9022.807366617784, 23.005334934004726
9026.183463849384, 21.97253156122319
9029.559561080983, 20.84893605560521
9032.935658312585, 19.62319550402196
9036.311755544186, 18.397454952438714
9039.687852775785, 17.171714400855464
9039.687852775785, 16.15026394120276
9043.063950007385, 15.026668435584781
9043.063950007385, 13.903072929966804
9043.063950007385, 12.881622470314097
9044.564483457123, 11.746680286006129
9044.564483457123, 10.623084780388151
9044.564483457123, 9.295199182839632
9044.564483457123, 8.171603677221654
9044.564483457123, 7.048008171603677
9044.564483457123, 5.9244126659857
9044.564483457123, 4.698672114402451
9044.564483457123, 3.6772216547497445
9044.564483457123, 2.5536261491317673
9044.564483457123, 1.5321756894790604
9044.564483457123, 0.7150153217568949
9044.564483457123, -0.10214504596527069
