#_______________________________________________________________________________
#    ######   ####     ##             #####   #####     ##    #    #    ##
#    #       #        #  #            #    #  #    #   #  #   ##  ##   #  #
#    #####    ####   ######           #    #  #####   ######  # ## #  ######
#    #            #  #    #           #    #  #    #  #    #  #    #  #    #
#____######__#####___#____#___________#####___#____#__#____#__#____#__#____#____
#
#              ESA Debris Risk Assessment and Mitigation Analysis
#
#                         ---- DRAMA ( SESAM r2.1.5 ) ----
#                                      ESA 2018
#
#                         final state of demising objects
#-------------------------------------------------------------------------------
# Filename      : demiseData.txt
# RunID         : sara
# Content       : This file lists the demising objects,
#                 computed by the DRAMA 3 Re-entry Analysis.
# Documentation : DRAMA Software User Manual, section OPERATIONS MANUAL / Normal operation / SARA / SARA Simulation Output / Re-entry simulation output
#
#--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
#  Time [s]  Altitude [km]  Lat [deg]  Lon [deg]  Velocity [km/s]   Downrange [km]       Drag       Lift       Side    Knudsen       Mach                UniqueID                  Name
#--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  1371.550          98.694      5.312   -101.489            7.304         9903.433      0.740      0.000      0.000    0.01406   26.05716  ac1d6f23-bede-4c15-9e4b-b7dab4e649d2  SolarP
  1383.100          97.926      5.431   -100.749            7.302         9986.510      0.839      0.000      0.000    0.03798   26.15563  4430b541-1512-4ce1-8d43-c641d490e577  SVM
  1504.650          87.480      6.603    -93.020            7.073        10852.081      2.053      0.000      0.000    0.06161   25.83995  3cecd9af-b84c-463a-9918-027600ab7a28  RSJD
  1508.650          86.987      6.638    -92.774            7.047        10879.547      1.619      0.000      0.000    0.08063   25.74698  fd99f765-a3fa-468b-bcd5-016d167f3fbf  EIU
  1511.650          85.898      6.651    -92.685            6.638        10889.538      3.561      0.000      0.000    0.11767   24.26147  64b02e72-4243-475a-a0f7-8c6fa719a799  SADME
  1508.650          86.780      6.635    -92.801            6.959        10876.564      1.490      0.000      0.000    0.09493   25.42568  f1c16680-da40-4038-85b6-afd9b8962bbf  CCU
  1508.650          86.899      6.637    -92.785            7.012        10878.279      1.652      0.000      0.000    0.09356   25.61897  68243c07-bf67-48dd-a108-e7887f700348  BSP
  1514.650          85.938      6.685    -92.443            6.884        10916.552      2.485      0.000      0.000    0.11374   25.14569  4e7a4b59-cee7-44f5-ae91-a119ddf2194d  EDR
  1510.650          86.534      6.652    -92.677            6.951        10890.400      1.839      0.000      0.000    0.09456   25.39636  6d068f8c-42c1-4e67-8a34-0e2d5d014c75  EPRM
  1512.650          86.179      6.668    -92.569            6.891        10902.496      4.102      0.000      0.000    0.14560   25.17769  f120bce6-ee18-485a-95c4-14304c34293c  BEG1
