Material,Altitude (km),Mass Loss Rate (kg/km)
drama-El-Mat,60.87803030303029,1.5834610612108388
drama-El-Mat,61.689737373737366,8.056003636511319
drama-El-Mat,62.50144444444444,0.6540350648164638
drama-El-Mat,63.3131515151515,0.0
drama-El-Mat,64.12485858585858,0.0
drama-El-Mat,64.93656565656565,0.0
drama-El-Mat,65.74827272727272,0.0
drama-El-Mat,66.55997979797979,0.0
drama-El-Mat,67.37168686868687,0.0
drama-El-Mat,68.18339393939394,0.0
drama-El-Mat,68.995101010101,0.0
drama-El-Mat,69.80680808080807,0.0
drama-El-Mat,70.61851515151514,0.0
drama-El-Mat,71.43022222222221,5.474998075764075
drama-El-Mat,72.24192929292929,43.5143732585403
drama-El-Mat,73.05363636363636,39.41690549840863
drama-El-Mat,73.86534343434343,15.609079256834871
drama-El-Mat,74.67705050505049,0.465100728129472
drama-El-Mat,75.48875757575756,24.170210245693525
drama-El-Mat,76.30046464646463,6.0530997829061235
drama-El-Mat,77.1121717171717,3.4618399930312327
drama-El-Mat,77.92387878787878,0.0
drama-El-Mat,78.73558585858585,0.640625194439962
drama-El-Mat,79.54729292929292,8.081733222165484
drama-El-Mat,80.359,0.0
drama-Bat-NiCd,63.48034343434343,8.786574013853306
drama-Bat-NiCd,63.63468686868687,16.263181735959755
drama-Bat-NiCd,63.7890303030303,20.17282470907218
drama-Bat-NiCd,63.94337373737374,22.7941176470586
drama-Bat-NiCd,64.09771717171718,24.602832287943226
drama-Bat-NiCd,64.25206060606061,25.970304319372065
drama-Bat-NiCd,64.40640404040404,27.14659979578908
drama-Bat-NiCd,64.56074747474747,28.047813141054863
drama-Bat-NiCd,64.7150909090909,28.822033147556123
drama-Bat-NiCd,64.86943434343435,29.51863207138867
drama-Bat-NiCd,65.02377777777778,30.055562439977034
drama-Bat-NiCd,65.17812121212121,30.500975924634215
drama-Bat-NiCd,65.33246464646464,31.059033764930625
drama-Bat-NiCd,65.48680808080807,31.304935832760478
drama-Bat-NiCd,65.64115151515152,31.794949172479676
drama-Bat-NiCd,65.79549494949495,32.13414634146305
drama-Bat-NiCd,65.94983838383838,32.16334918912256
drama-Bat-NiCd,66.10418181818181,32.57541253422923
drama-Bat-NiCd,66.25852525252525,32.76855382300079
drama-Bat-NiCd,66.41286868686869,33.1008593395453
drama-Bat-NiCd,66.56721212121212,33.127523132140624
drama-Bat-NiCd,66.72155555555555,33.22178286975227
drama-Bat-NiCd,66.87589898989899,33.297293793028004
drama-Bat-NiCd,67.03024242424242,33.545679418070435
drama-Bat-NiCd,67.18458585858586,33.555218713055076
drama-Bat-NiCd,67.3389292929293,33.68381522287354
drama-Bat-NiCd,67.49327272727272,33.79859034295211
drama-Bat-NiCd,67.64761616161616,33.67433779967146
drama-Bat-NiCd,67.8019595959596,33.82450072333945
drama-Bat-NiCd,67.95630303030303,33.8943891651144
drama-Bat-NiCd,68.11064646464646,33.73262412593542
drama-Bat-NiCd,68.2649898989899,33.87395106589545
drama-Bat-NiCd,68.41933333333333,33.93505631650893
drama-Bat-NiCd,68.57367676767677,33.68331779387786
drama-Bat-NiCd,68.7280202020202,33.9052748616378
drama-Bat-NiCd,68.88236363636364,33.6770793006284
drama-Bat-NiCd,69.03670707070707,33.85240763955566
drama-Bat-NiCd,69.1910505050505,33.681058668766916
drama-Bat-NiCd,69.34539393939394,33.72846391174291
drama-Bat-NiCd,69.49973737373737,33.56665168986738
drama-Bat-NiCd,69.6540808080808,15.198275331475381
drama-Bat-NiCd,69.80842424242424,0.33468965778875104
drama-Bat-NiCd,69.96276767676767,0.0
drama-Bat-NiCd,70.11711111111111,0.0
drama-Bat-NiCd,70.27145454545455,0.0
drama-Bat-NiCd,70.42579797979798,0.0
drama-Bat-NiCd,70.58014141414141,0.0
drama-Bat-NiCd,70.73448484848484,0.0
drama-Bat-NiCd,70.88882828282829,0.0
drama-Bat-NiCd,71.04317171717172,0.0
drama-Bat-NiCd,71.19751515151515,0.0
drama-Bat-NiCd,71.35185858585858,0.0
drama-Bat-NiCd,71.50620202020201,0.0
drama-Bat-NiCd,71.66054545454546,0.0
drama-Bat-NiCd,71.81488888888889,0.0
drama-Bat-NiCd,71.96923232323232,0.0
drama-Bat-NiCd,72.12357575757575,0.0
drama-Bat-NiCd,72.27791919191918,0.0
drama-Bat-NiCd,72.43226262626263,0.0
drama-Bat-NiCd,72.58660606060606,0.0
drama-Bat-NiCd,72.74094949494949,0.0
drama-Bat-NiCd,72.89529292929292,0.0
drama-Bat-NiCd,73.04963636363635,0.0
drama-Bat-NiCd,73.2039797979798,0.0
drama-Bat-NiCd,73.35832323232323,0.0
drama-Bat-NiCd,73.51266666666666,0.0
drama-Bat-NiCd,73.66701010101009,0.0
drama-Bat-NiCd,73.82135353535354,0.0
drama-Bat-NiCd,73.97569696969697,0.0
drama-Bat-NiCd,74.1300404040404,0.0
drama-Bat-NiCd,74.28438383838383,0.0
drama-Bat-NiCd,74.43872727272726,0.0
drama-Bat-NiCd,74.59307070707071,0.0
drama-Bat-NiCd,74.74741414141414,0.0
drama-Bat-NiCd,74.90175757575757,0.0
drama-Bat-NiCd,75.056101010101,0.0
drama-Bat-NiCd,75.21044444444445,0.0
drama-Bat-NiCd,75.36478787878788,0.0
drama-Bat-NiCd,75.51913131313131,0.0
drama-Bat-NiCd,75.67347474747474,0.0
drama-Bat-NiCd,75.82781818181817,0.0
drama-Bat-NiCd,75.98216161616162,0.0
drama-Bat-NiCd,76.13650505050505,0.0
drama-Bat-NiCd,76.29084848484848,0.0
drama-Bat-NiCd,76.44519191919191,0.0
drama-Bat-NiCd,76.59953535353534,0.0
drama-Bat-NiCd,76.75387878787879,0.0
drama-Bat-NiCd,76.90822222222222,0.0
drama-Bat-NiCd,77.06256565656565,0.0
drama-Bat-NiCd,77.21690909090908,0.0
drama-Bat-NiCd,77.37125252525252,0.0
drama-Bat-NiCd,77.52559595959596,0.0
drama-Bat-NiCd,77.67993939393939,0.0
drama-Bat-NiCd,77.83428282828282,0.0
drama-Bat-NiCd,77.98862626262625,0.0
drama-Bat-NiCd,78.14296969696969,0.0
drama-Bat-NiCd,78.29731313131313,0.0
drama-Bat-NiCd,78.45165656565656,0.0
drama-Bat-NiCd,78.606,0.0
drama-HC-AA7075,1.262959595959596,0.0
drama-HC-AA7075,2.525919191919192,0.0
drama-HC-AA7075,3.7888787878787884,0.0
drama-HC-AA7075,5.051838383838384,0.0
drama-HC-AA7075,6.31479797979798,0.0
drama-HC-AA7075,7.577757575757577,0.0
drama-HC-AA7075,8.840717171717172,0.0
drama-HC-AA7075,10.103676767676768,0.0
drama-HC-AA7075,11.366636363636365,0.0
drama-HC-AA7075,12.62959595959596,0.0
drama-HC-AA7075,13.892555555555557,0.0
drama-HC-AA7075,15.155515151515154,0.0
drama-HC-AA7075,16.41847474747475,0.0
drama-HC-AA7075,17.681434343434344,0.0
drama-HC-AA7075,18.94439393939394,0.0
drama-HC-AA7075,20.207353535353537,0.0
drama-HC-AA7075,21.470313131313134,0.0
drama-HC-AA7075,22.73327272727273,0.0
drama-HC-AA7075,23.996232323232324,0.0
drama-HC-AA7075,25.25919191919192,0.0
drama-HC-AA7075,26.522151515151517,0.0
drama-HC-AA7075,27.785111111111114,0.0
drama-HC-AA7075,29.04807070707071,0.0
drama-HC-AA7075,30.311030303030307,0.0
drama-HC-AA7075,31.5739898989899,0.0
drama-HC-AA7075,32.8369494949495,0.0
drama-HC-AA7075,34.099909090909094,0.0
drama-HC-AA7075,35.36286868686869,0.0
drama-HC-AA7075,36.62582828282829,0.0
drama-HC-AA7075,37.88878787878788,0.0
drama-HC-AA7075,39.15174747474748,0.0
drama-HC-AA7075,40.414707070707074,0.0
drama-HC-AA7075,41.67766666666667,0.0236618911917148
drama-HC-AA7075,42.94062626262627,0.264310502557867
drama-HC-AA7075,44.20358585858586,0.606923365927865
drama-HC-AA7075,45.46654545454546,1.0113132670005316
drama-HC-AA7075,46.729505050505054,1.4769285960739635
drama-HC-AA7075,47.99246464646465,2.0006204246401325
drama-HC-AA7075,49.25542424242425,2.6005498514201943
drama-HC-AA7075,50.51838383838384,3.2663086050973185
drama-HC-AA7075,51.78134343434344,3.9847326550516335
drama-HC-AA7075,53.044303030303034,1.8617931954571758
drama-HC-AA7075,54.30726262626263,0.0
drama-HC-AA7075,55.57022222222223,0.0
drama-HC-AA7075,56.83318181818182,0.00482573741216141
drama-HC-AA7075,58.09614141414142,0.25302553615509676
drama-HC-AA7075,59.359101010101014,0.7743302465114634
drama-HC-AA7075,60.622060606060614,1.5177422383206578
drama-HC-AA7075,61.88502020202021,2.5467854163131567
drama-HC-AA7075,63.1479797979798,4.180268694434441
drama-HC-AA7075,64.4109393939394,6.583881554103202
drama-HC-AA7075,65.673898989899,8.401602377075074
drama-HC-AA7075,66.93685858585859,9.1903085028095
drama-HC-AA7075,68.19981818181819,19.689459753853686
drama-HC-AA7075,69.46277777777779,13.572503456262558
drama-HC-AA7075,70.72573737373737,6.606635452448591
drama-HC-AA7075,71.98869696969697,7.508808563084926
drama-HC-AA7075,73.25165656565657,8.210835412585046
drama-HC-AA7075,74.51461616161616,8.73719132339633
drama-HC-AA7075,75.77757575757576,9.142470554632752
drama-HC-AA7075,77.04053535353536,6.024347694657561
drama-HC-AA7075,78.30349494949496,0.0
drama-HC-AA7075,79.56645454545455,0.0
drama-HC-AA7075,80.82941414141415,0.0
drama-HC-AA7075,82.09237373737375,0.0
drama-HC-AA7075,83.35533333333333,0.0
drama-HC-AA7075,84.61829292929293,0.0
drama-HC-AA7075,85.88125252525253,5.84692861863703
drama-HC-AA7075,87.14421212121214,8.40530879068695
drama-HC-AA7075,88.40717171717172,0.0
drama-HC-AA7075,89.67013131313132,0.0
drama-HC-AA7075,90.93309090909092,0.0
drama-HC-AA7075,92.19605050505051,0.0
drama-HC-AA7075,93.45901010101011,0.0
drama-HC-AA7075,94.72196969696971,0.0
drama-HC-AA7075,95.9849292929293,0.0
drama-HC-AA7075,97.2478888888889,0.0
drama-HC-AA7075,98.5108484848485,0.0
drama-HC-AA7075,99.7738080808081,0.0
drama-HC-AA7075,101.03676767676768,0.0
drama-HC-AA7075,102.29972727272728,0.0
drama-HC-AA7075,103.56268686868688,0.0
drama-HC-AA7075,104.82564646464647,0.0
drama-HC-AA7075,106.08860606060607,0.0
drama-HC-AA7075,107.35156565656567,0.0
drama-HC-AA7075,108.61452525252525,0.0
drama-HC-AA7075,109.87748484848485,0.0
drama-HC-AA7075,111.14044444444446,0.0
drama-HC-AA7075,112.40340404040406,0.0
drama-HC-AA7075,113.66636363636364,0.0
drama-HC-AA7075,114.92932323232324,0.0
drama-HC-AA7075,116.19228282828284,0.0
drama-HC-AA7075,117.45524242424243,0.0
drama-HC-AA7075,118.71820202020203,0.0
drama-HC-AA7075,119.98116161616163,0.0
drama-HC-AA7075,121.24412121212123,0.0
drama-HC-AA7075,122.50708080808081,0.0
drama-HC-AA7075,123.77004040404042,0.0
drama-HC-AA7075,125.033,0.0
drama-SolarPanel-Mat,100.0321111111111,29.376833852924733
drama-SolarPanel-Mat,100.28722222222223,30.13759782614093
drama-SolarPanel-Mat,100.54233333333333,27.820910631886566
drama-SolarPanel-Mat,100.79744444444445,25.383552869070886
drama-SolarPanel-Mat,101.05255555555556,23.11961624080561
drama-SolarPanel-Mat,101.30766666666666,20.71725015209343
drama-SolarPanel-Mat,101.56277777777778,18.46805624688835
drama-SolarPanel-Mat,101.81788888888889,16.084905425584978
drama-SolarPanel-Mat,102.07300000000001,13.83469387755133
drama-SolarPanel-Mat,102.32811111111111,11.507043305126894
drama-SolarPanel-Mat,102.58322222222222,9.198084355693435
drama-SolarPanel-Mat,102.83833333333334,6.881046320967344
drama-SolarPanel-Mat,103.09344444444444,2.662046525927421
drama-SolarPanel-Mat,103.34855555555556,0.0
drama-SolarPanel-Mat,103.60366666666667,0.0
drama-SolarPanel-Mat,103.85877777777777,0.0
drama-SolarPanel-Mat,104.1138888888889,0.0
drama-SolarPanel-Mat,104.369,0.0
drama-SolarPanel-Mat,104.62411111111112,0.0
drama-SolarPanel-Mat,104.87922222222223,0.0
drama-SolarPanel-Mat,105.13433333333333,0.0
drama-SolarPanel-Mat,105.38944444444445,0.0
drama-SolarPanel-Mat,105.64455555555556,0.0
drama-SolarPanel-Mat,105.89966666666666,0.0
drama-SolarPanel-Mat,106.15477777777778,0.0
drama-SolarPanel-Mat,106.40988888888889,0.0
drama-SolarPanel-Mat,106.665,0.0
drama-SolarPanel-Mat,106.92011111111111,0.0
drama-SolarPanel-Mat,107.17522222222222,0.0
drama-SolarPanel-Mat,107.43033333333334,0.0
drama-SolarPanel-Mat,107.68544444444444,0.0
drama-SolarPanel-Mat,107.94055555555556,0.0
drama-SolarPanel-Mat,108.19566666666667,0.0
drama-SolarPanel-Mat,108.45077777777777,0.0
drama-SolarPanel-Mat,108.7058888888889,0.0
drama-SolarPanel-Mat,108.961,0.0
drama-SolarPanel-Mat,109.21611111111112,0.0
drama-SolarPanel-Mat,109.47122222222222,0.0
drama-SolarPanel-Mat,109.72633333333333,0.0
drama-SolarPanel-Mat,109.98144444444445,0.0
drama-SolarPanel-Mat,110.23655555555555,0.0
drama-SolarPanel-Mat,110.49166666666667,0.0
drama-SolarPanel-Mat,110.74677777777778,0.0
drama-SolarPanel-Mat,111.00188888888889,0.0
drama-SolarPanel-Mat,111.257,0.0
drama-SolarPanel-Mat,111.51211111111111,0.0
drama-SolarPanel-Mat,111.76722222222222,0.0
drama-SolarPanel-Mat,112.02233333333334,0.0
drama-SolarPanel-Mat,112.27744444444444,0.0
drama-SolarPanel-Mat,112.53255555555556,0.0
drama-SolarPanel-Mat,112.78766666666667,0.0
drama-SolarPanel-Mat,113.04277777777779,0.0
drama-SolarPanel-Mat,113.29788888888889,0.0
drama-SolarPanel-Mat,113.553,0.0
drama-SolarPanel-Mat,113.80811111111112,0.0
drama-SolarPanel-Mat,114.06322222222222,0.0
drama-SolarPanel-Mat,114.31833333333333,0.0
drama-SolarPanel-Mat,114.57344444444445,0.0
drama-SolarPanel-Mat,114.82855555555555,0.0
drama-SolarPanel-Mat,115.08366666666667,0.0
drama-SolarPanel-Mat,115.33877777777778,0.0
drama-SolarPanel-Mat,115.5938888888889,0.0
drama-SolarPanel-Mat,115.849,0.0
drama-SolarPanel-Mat,116.10411111111111,0.0
drama-SolarPanel-Mat,116.35922222222223,0.0
drama-SolarPanel-Mat,116.61433333333333,0.0
drama-SolarPanel-Mat,116.86944444444444,0.0
drama-SolarPanel-Mat,117.12455555555556,0.0
drama-SolarPanel-Mat,117.37966666666667,0.0
drama-SolarPanel-Mat,117.63477777777777,0.0
drama-SolarPanel-Mat,117.88988888888889,0.0
drama-SolarPanel-Mat,118.14500000000001,0.0
drama-SolarPanel-Mat,118.40011111111112,0.0
drama-SolarPanel-Mat,118.65522222222222,0.0
drama-SolarPanel-Mat,118.91033333333334,0.0
drama-SolarPanel-Mat,119.16544444444445,0.0
drama-SolarPanel-Mat,119.42055555555555,0.0
drama-SolarPanel-Mat,119.67566666666667,0.0
drama-SolarPanel-Mat,119.93077777777778,0.0
drama-SolarPanel-Mat,120.18588888888888,0.0
drama-SolarPanel-Mat,120.441,0.0
drama-SolarPanel-Mat,120.69611111111111,0.0
drama-SolarPanel-Mat,120.95122222222223,0.0
drama-SolarPanel-Mat,121.20633333333333,0.0
drama-SolarPanel-Mat,121.46144444444445,0.0
drama-SolarPanel-Mat,121.71655555555556,0.0
drama-SolarPanel-Mat,121.97166666666666,0.0
drama-SolarPanel-Mat,122.22677777777778,0.0
drama-SolarPanel-Mat,122.48188888888889,0.0
drama-SolarPanel-Mat,122.737,0.0
drama-SolarPanel-Mat,122.99211111111111,0.0
drama-SolarPanel-Mat,123.24722222222222,0.0
drama-SolarPanel-Mat,123.50233333333334,0.0
drama-SolarPanel-Mat,123.75744444444445,0.0
drama-SolarPanel-Mat,124.01255555555556,0.0
drama-SolarPanel-Mat,124.26766666666667,0.0
drama-SolarPanel-Mat,124.52277777777778,0.0
drama-SolarPanel-Mat,124.7778888888889,0.0
drama-SolarPanel-Mat,125.033,0.0
drama-A316,0.8873131313131313,0.0
drama-A316,1.7746262626262626,0.0
drama-A316,2.661939393939394,0.0
drama-A316,3.549252525252525,0.0
drama-A316,4.436565656565657,0.0
drama-A316,5.323878787878788,0.0
drama-A316,6.2111919191919185,0.0
drama-A316,7.09850505050505,0.0
drama-A316,7.985818181818182,0.0
drama-A316,8.873131313131314,0.0
drama-A316,9.760444444444444,0.0
drama-A316,10.647757575757575,0.0
drama-A316,11.535070707070707,0.0
drama-A316,12.422383838383837,0.0
drama-A316,13.309696969696969,0.0
drama-A316,14.1970101010101,0.0
drama-A316,15.084323232323232,0.0
drama-A316,15.971636363636364,0.0
drama-A316,16.858949494949496,0.0
drama-A316,17.746262626262627,0.0
drama-A316,18.633575757575755,0.0
drama-A316,19.520888888888887,0.0
drama-A316,20.40820202020202,0.0
drama-A316,21.29551515151515,0.0
drama-A316,22.182828282828282,0.0
drama-A316,23.070141414141414,0.0
drama-A316,23.957454545454546,0.0
drama-A316,24.844767676767674,0.0
drama-A316,25.732080808080806,0.0
drama-A316,26.619393939393937,0.0
drama-A316,27.50670707070707,0.0
drama-A316,28.3940202020202,0.0
drama-A316,29.281333333333333,0.0
drama-A316,30.168646464646464,0.0
drama-A316,31.055959595959596,0.0
drama-A316,31.943272727272728,0.0
drama-A316,32.830585858585856,0.0
drama-A316,33.71789898989899,0.0
drama-A316,34.60521212121212,0.0
drama-A316,35.492525252525255,0.0
drama-A316,36.37983838383838,0.0
drama-A316,37.26715151515151,0.0
drama-A316,38.154464646464646,0.0
drama-A316,39.041777777777774,0.0
drama-A316,39.92909090909091,0.0
drama-A316,40.81640404040404,0.0
drama-A316,41.70371717171717,0.0
drama-A316,42.5910303030303,0.0
drama-A316,43.47834343434343,0.0
drama-A316,44.365656565656565,0.0
drama-A316,45.25296969696969,0.0
drama-A316,46.14028282828283,0.0
drama-A316,47.027595959595956,0.0
drama-A316,47.91490909090909,0.0
drama-A316,48.80222222222222,0.0
drama-A316,49.68953535353535,0.15458934970451135
drama-A316,50.57684848484848,0.5384846419140976
drama-A316,51.46416161616161,0.9422008913184122
drama-A316,52.35147474747475,1.3411675133927383
drama-A316,53.238787878787875,1.7489216716557445
drama-A316,54.12610101010101,2.1318494823320324
drama-A316,55.01341414141414,2.4901088044421114
drama-A316,55.90072727272727,2.8172919495453455
drama-A316,56.7880404040404,3.0999304189164874
drama-A316,57.67535353535353,3.337247865138213
drama-A316,58.562666666666665,0.14919780369898797
drama-A316,59.44997979797979,0.0
drama-A316,60.33729292929293,0.0
drama-A316,61.22460606060606,0.0
drama-A316,62.11191919191919,0.0
drama-A316,62.99923232323232,0.0
drama-A316,63.886545454545455,0.0
drama-A316,64.77385858585858,0.07567699800513594
drama-A316,65.66117171717171,0.4050480778033368
drama-A316,66.54848484848485,0.6904139713835421
drama-A316,67.43579797979798,0.907664802983823
drama-A316,68.3231111111111,1.0482191467823319
drama-A316,69.21042424242424,1.1278592773539127
drama-A316,70.09773737373737,1.0583121661412367
drama-A316,70.98505050505051,0.03553740235891939
drama-A316,71.87236363636363,0.0
drama-A316,72.75967676767677,0.0
drama-A316,73.6469898989899,0.0
drama-A316,74.53430303030302,0.0
drama-A316,75.42161616161616,0.0
drama-A316,76.30892929292929,0.0
drama-A316,77.19624242424243,0.0
drama-A316,78.08355555555555,0.0
drama-A316,78.97086868686868,0.0
drama-A316,79.85818181818182,0.0
drama-A316,80.74549494949494,0.0
drama-A316,81.63280808080808,0.0
drama-A316,82.52012121212121,0.0
drama-A316,83.40743434343435,0.0
drama-A316,84.29474747474747,0.0
drama-A316,85.1820606060606,0.0
drama-A316,86.06937373737374,0.0
drama-A316,86.95668686868686,0.0
drama-A316,87.844,0.0
drama-CFRP,0.8873131313131313,0.0011269978598478292
drama-CFRP,1.7746262626262626,0.0
drama-CFRP,2.661939393939394,0.0011269978598478292
drama-CFRP,3.549252525252525,0.0
drama-CFRP,4.436565656565657,0.0
drama-CFRP,5.323878787878788,0.0011269978598318143
drama-CFRP,6.2111919191919185,0.0
drama-CFRP,7.09850505050505,0.0011269978598478286
drama-CFRP,7.985818181818182,0.0
drama-CFRP,8.873131313131314,0.0
drama-CFRP,9.760444444444444,0.001126997859847831
