Material,Altitude (km),Mass Loss Rate (kg/km)
drama-CFRP,10.647757575757575,0.0
drama-CFRP,11.535070707070707,0.0011269978598318132
drama-CFRP,12.422383838383837,0.0
drama-CFRP,13.309696969696969,0.0
drama-CFRP,14.1970101010101,0.0011269978598478286
drama-CFRP,15.084323232323232,0.0
drama-CFRP,15.971636363636364,0.0011269978598478286
drama-CFRP,16.858949494949496,0.0
drama-CFRP,17.746262626262627,0.0
drama-CFRP,18.633575757575755,0.0011269978598318175
drama-CFRP,19.520888888888887,0.0
drama-CFRP,20.40820202020202,0.0011269978598478286
drama-CFRP,21.29551515151515,0.0002452074131397175
drama-CFRP,22.182828282828282,0.0008817904467081113
drama-CFRP,23.070141414141414,0.0011269978598318132
drama-CFRP,23.957454545454546,0.0004586669464102967
drama-CFRP,24.844767676767674,0.0006683309134375347
drama-CFRP,25.732080808080806,0.0011269978598478286
drama-CFRP,26.619393939393937,0.001301788747180393
drama-CFRP,27.50670707070707,0.0016785751548998823
drama-CFRP,28.3940202020202,0.0015276275372790083
drama-CFRP,29.281333333333333,0.0020170611765384628
drama-CFRP,30.168646464646464,0.002490930262836836
drama-CFRP,31.055959595959596,0.004202573122055942
drama-CFRP,31.943272727272728,0.004107428763875285
drama-CFRP,32.830585858585856,0.006159099195691279
drama-CFRP,33.71789898989899,0.006662315967169593
drama-CFRP,34.60521212121212,0.007596115319760066
drama-CFRP,35.492525252525255,0.009707930696856593
drama-CFRP,36.37983838383838,0.012264711029466819
drama-CFRP,37.26715151515151,0.014601697659336409
drama-CFRP,38.154464646464646,0.017309862746478364
drama-CFRP,39.041777777777774,0.020237955721968542
drama-CFRP,39.92909090909091,0.023673344630987116
drama-CFRP,40.81640404040404,0.027817651201250383
drama-CFRP,41.70371717171717,0.03208433580491392
drama-CFRP,42.5910303030303,0.036707747595128244
drama-CFRP,43.47834343434343,0.041942686393586406
drama-CFRP,44.365656565656565,0.047287921102076635
drama-CFRP,45.25296969696969,0.05248842756840517
drama-CFRP,46.14028282828283,0.05823703505726249
drama-CFRP,47.027595959595956,0.06406001009240313
drama-CFRP,47.91490909090909,0.0709727335122086
drama-CFRP,48.80222222222222,0.07746297948225399
drama-CFRP,49.68953535353535,0.08465953832289083
drama-CFRP,50.57684848484848,0.09067597714233605
drama-CFRP,51.46416161616161,0.09960712812542166
drama-CFRP,52.35147474747475,0.1063691650152609
drama-CFRP,53.238787878787875,0.11388550980229414
drama-CFRP,54.12610101010101,0.1212295439180332
drama-CFRP,55.01341414141414,0.12927871844122366
drama-CFRP,55.90072727272727,0.1372186893668291
drama-CFRP,56.7880404040404,0.14402265653671198
drama-CFRP,57.67535353535353,0.15123939530119798
drama-CFRP,58.562666666666665,0.15837487346450446
drama-CFRP,59.44997979797979,0.1674631530927823
drama-CFRP,60.33729292929293,0.17584109937698317
drama-CFRP,61.22460606060606,0.18620612252920898
drama-CFRP,62.11191919191919,0.19543129366529552
drama-CFRP,62.99923232323232,0.20283638673834195
drama-CFRP,63.886545454545455,0.20886708065393367
drama-CFRP,64.77385858585858,0.2163918572229525
drama-CFRP,65.66117171717171,0.2242351976268486
drama-CFRP,66.54848484848485,0.2348724575979476
drama-CFRP,67.43579797979798,0.24585431965301305
drama-CFRP,68.3231111111111,0.25599745662436585
drama-CFRP,69.21042424242424,0.26046604754589286
drama-CFRP,70.09773737373737,0.2669964830741351
drama-CFRP,70.98505050505051,0.2773298944568048
drama-CFRP,71.87236363636363,0.287359584018342
drama-CFRP,72.75967676767677,0.29561793192501373
drama-CFRP,73.6469898989899,0.30022193613589837
drama-CFRP,74.53430303030302,0.30652566319077706
drama-CFRP,75.42161616161616,0.315006028987615
drama-CFRP,76.30892929292929,0.3233620884180209
drama-CFRP,77.19624242424243,0.3282504300362577
drama-CFRP,78.08355555555555,0.33204144995336016
drama-CFRP,78.97086868686868,0.3392803446310423
drama-CFRP,79.85818181818182,0.34538434379514965
drama-CFRP,80.74549494949494,0.3484229004113336
drama-CFRP,81.63280808080808,0.35056571159726907
drama-CFRP,82.52012121212121,0.35186161003001953
drama-CFRP,83.40743434343435,0.3506737207927519
drama-CFRP,84.29474747474747,0.3469482048128776
drama-CFRP,85.1820606060606,0.3364109432679792
drama-CFRP,86.06937373737374,0.3144460746367757
drama-CFRP,86.95668686868686,0.2709116078049472
drama-CFRP,87.844,0.13063980552937793
drama-Copper,80.72662626262625,0.25274725274723003
drama-Copper,80.79925252525253,0.9043285469745478
drama-Copper,80.87187878787879,1.1747900958934256
drama-Copper,80.94450505050504,1.2495015006220485
drama-Copper,81.01713131313132,1.305263157894752
drama-Copper,81.08975757575757,1.3308118000146547
drama-Copper,81.16238383838383,1.354625825653756
drama-Copper,81.2350101010101,1.377612529667556
drama-Copper,81.30763636363636,1.3978494623655382
drama-Copper,81.38026262626262,1.421988180951037
drama-Copper,81.45288888888888,1.4239130434782796
drama-Copper,81.52551515151515,1.4300566594922153
drama-Copper,81.59814141414141,1.4395604395605046
drama-Copper,81.67076767676767,1.4395604395603088
drama-Copper,81.74339393939394,1.4537424791248914
drama-Copper,81.8160202020202,1.4588694764367849
drama-Copper,81.88864646464646,1.460674157303393
drama-Copper,81.96127272727273,1.4617029418910126
drama-Copper,82.03389898989899,1.465909090909195
drama-Copper,82.10652525252524,1.4659090909089594
drama-Copper,82.17915151515152,1.4611626976688563
drama-Copper,82.25177777777778,1.4695343372075818
drama-Copper,82.32440404040403,1.4721965261828807
drama-Copper,82.3970303030303,1.4627098360125776
drama-Copper,82.46965656565656,1.4542777359350918
drama-Copper,82.54228282828282,1.4880952380951833
drama-Copper,82.61490909090908,1.4525493702349792
drama-Copper,82.68753535353535,1.4507621073464052
drama-Copper,82.76016161616161,1.4618165489296657
drama-Copper,82.83278787878787,1.4603280996028902
drama-Copper,82.90541414141414,1.4471615080697127
drama-Copper,82.9780404040404,1.4497014824112935
drama-Copper,83.05066666666666,1.4390243902437625
drama-Copper,83.12329292929293,1.45670858393016
drama-Copper,83.19591919191919,1.4350589810953105
drama-Copper,83.26854545454545,1.422656639021966
drama-Copper,83.34117171717172,1.4231610261165193
drama-Copper,83.41379797979798,1.4279480114786136
drama-Copper,83.48642424242423,1.416398302846724
drama-Copper,83.55905050505051,1.408277522199636
drama-Copper,83.63167676767677,1.4143446147345617
drama-Copper,83.70430303030302,1.3969700094452437
drama-Copper,83.77692929292928,1.411350402031932
drama-Copper,83.84955555555555,1.3694508551253473
drama-Copper,83.92218181818181,1.1399960262269828
drama-Copper,83.99480808080807,0.0
drama-Copper,84.06743434343434,0.0
drama-Copper,84.1400606060606,0.0
drama-Copper,84.21268686868686,0.0
drama-Copper,84.28531313131313,0.0
drama-Copper,84.35793939393939,0.0
drama-Copper,84.43056565656565,0.0
drama-Copper,84.50319191919192,0.0
drama-Copper,84.57581818181818,0.0
drama-Copper,84.64844444444444,0.0
drama-Copper,84.72107070707071,0.0
drama-Copper,84.79369696969697,0.0
drama-Copper,84.86632323232323,0.0
drama-Copper,84.9389494949495,0.0
drama-Copper,85.01157575757576,0.0
drama-Copper,85.08420202020201,0.0
drama-Copper,85.15682828282827,0.0
drama-Copper,85.22945454545454,0.0
drama-Copper,85.3020808080808,0.0
drama-Copper,85.37470707070706,0.0
drama-Copper,85.44733333333333,0.0
drama-Copper,85.51995959595959,0.0
drama-Copper,85.59258585858585,0.0
drama-Copper,85.66521212121212,0.0
drama-Copper,85.73783838383838,0.0
drama-Copper,85.81046464646464,0.0
drama-Copper,85.88309090909091,0.0
drama-Copper,85.95571717171717,0.0
drama-Copper,86.02834343434343,0.0
drama-Copper,86.10096969696968,0.0
drama-Copper,86.17359595959596,0.0
drama-Copper,86.24622222222222,0.0
drama-Copper,86.31884848484847,0.0
drama-Copper,86.39147474747475,0.0
drama-Copper,86.464101010101,0.0
drama-Copper,86.53672727272726,0.0
drama-Copper,86.60935353535353,0.0
drama-Copper,86.68197979797979,0.0
drama-Copper,86.75460606060605,0.0
drama-Copper,86.82723232323232,0.0
drama-Copper,86.89985858585858,0.0
drama-Copper,86.97248484848484,0.0
drama-Copper,87.04511111111111,0.0
drama-Copper,87.11773737373737,0.0
drama-Copper,87.19036363636363,0.0
drama-Copper,87.2629898989899,0.0
drama-Copper,87.33561616161616,0.0
drama-Copper,87.40824242424242,0.0
drama-Copper,87.48086868686867,0.0
drama-Copper,87.55349494949495,0.0
drama-Copper,87.6261212121212,0.0
drama-Copper,87.69874747474746,0.0
drama-Copper,87.77137373737374,0.0
drama-Copper,87.844,0.0
drama-TiAl6v4,0.8873131313131313,0.0
drama-TiAl6v4,1.7746262626262626,0.0
drama-TiAl6v4,2.661939393939394,0.0
drama-TiAl6v4,3.549252525252525,0.0
drama-TiAl6v4,4.436565656565657,0.0
drama-TiAl6v4,5.323878787878788,0.0
drama-TiAl6v4,6.2111919191919185,0.0
drama-TiAl6v4,7.09850505050505,0.0
drama-TiAl6v4,7.985818181818182,0.0
drama-TiAl6v4,8.873131313131314,0.0
drama-TiAl6v4,9.760444444444444,0.0
drama-TiAl6v4,10.647757575757575,0.0
drama-TiAl6v4,11.535070707070707,0.0
drama-TiAl6v4,12.422383838383837,0.0
drama-TiAl6v4,13.309696969696969,0.0
drama-TiAl6v4,14.1970101010101,0.0
drama-TiAl6v4,15.084323232323232,0.0
drama-TiAl6v4,15.971636363636364,0.0
drama-TiAl6v4,16.858949494949496,0.0
drama-TiAl6v4,17.746262626262627,0.0
drama-TiAl6v4,18.633575757575755,0.0
drama-TiAl6v4,19.520888888888887,0.0
drama-TiAl6v4,20.40820202020202,0.0
drama-TiAl6v4,21.29551515151515,0.0
drama-TiAl6v4,22.182828282828282,0.0
drama-TiAl6v4,23.070141414141414,0.0
drama-TiAl6v4,23.957454545454546,0.0
drama-TiAl6v4,24.844767676767674,0.0
drama-TiAl6v4,25.732080808080806,0.0
drama-TiAl6v4,26.619393939393937,0.0
drama-TiAl6v4,27.50670707070707,0.0
drama-TiAl6v4,28.3940202020202,0.0
drama-TiAl6v4,29.281333333333333,0.0
drama-TiAl6v4,30.168646464646464,0.0
drama-TiAl6v4,31.055959595959596,0.0
drama-TiAl6v4,31.943272727272728,0.0
drama-TiAl6v4,32.830585858585856,0.0
drama-TiAl6v4,33.71789898989899,0.0
drama-TiAl6v4,34.60521212121212,0.0
drama-TiAl6v4,35.492525252525255,0.0
drama-TiAl6v4,36.37983838383838,0.0
drama-TiAl6v4,37.26715151515151,0.0
drama-TiAl6v4,38.154464646464646,0.0
drama-TiAl6v4,39.041777777777774,0.0
drama-TiAl6v4,39.92909090909091,0.0
drama-TiAl6v4,40.81640404040404,0.0
drama-TiAl6v4,41.70371717171717,0.0
drama-TiAl6v4,42.5910303030303,0.0
drama-TiAl6v4,43.47834343434343,0.0
drama-TiAl6v4,44.365656565656565,0.0
drama-TiAl6v4,45.25296969696969,0.0
drama-TiAl6v4,46.14028282828283,0.0
drama-TiAl6v4,47.027595959595956,0.0
drama-TiAl6v4,47.91490909090909,0.0
drama-TiAl6v4,48.80222222222222,0.0
drama-TiAl6v4,49.68953535353535,0.0
drama-TiAl6v4,50.57684848484848,0.0
drama-TiAl6v4,51.46416161616161,0.0
drama-TiAl6v4,52.35147474747475,0.0
drama-TiAl6v4,53.238787878787875,0.0
drama-TiAl6v4,54.12610101010101,0.0
drama-TiAl6v4,55.01341414141414,0.0
drama-TiAl6v4,55.90072727272727,0.0
drama-TiAl6v4,56.7880404040404,0.0
drama-TiAl6v4,57.67535353535353,0.0
drama-TiAl6v4,58.562666666666665,0.0
drama-TiAl6v4,59.44997979797979,0.0
drama-TiAl6v4,60.33729292929293,0.0
drama-TiAl6v4,61.22460606060606,0.0
drama-TiAl6v4,62.11191919191919,0.0
drama-TiAl6v4,62.99923232323232,0.0
drama-TiAl6v4,63.886545454545455,0.0
drama-TiAl6v4,64.77385858585858,0.0
drama-TiAl6v4,65.66117171717171,0.0
drama-TiAl6v4,66.54848484848485,0.0
drama-TiAl6v4,67.43579797979798,0.0
drama-TiAl6v4,68.3231111111111,0.0
drama-TiAl6v4,69.21042424242424,0.0
drama-TiAl6v4,70.09773737373737,0.0
drama-TiAl6v4,70.98505050505051,0.0
drama-TiAl6v4,71.87236363636363,0.0
drama-TiAl6v4,72.75967676767677,0.0
drama-TiAl6v4,73.6469898989899,0.0
drama-TiAl6v4,74.53430303030302,0.0
drama-TiAl6v4,75.42161616161616,0.0
drama-TiAl6v4,76.30892929292929,0.0
drama-TiAl6v4,77.19624242424243,0.0
drama-TiAl6v4,78.08355555555555,0.0
drama-TiAl6v4,78.97086868686868,0.0
drama-TiAl6v4,79.85818181818182,0.0
drama-TiAl6v4,80.74549494949494,0.0
drama-TiAl6v4,81.63280808080808,0.0
drama-TiAl6v4,82.52012121212121,0.0
drama-TiAl6v4,83.40743434343435,0.0
drama-TiAl6v4,84.29474747474747,0.0
drama-TiAl6v4,85.1820606060606,0.0
drama-TiAl6v4,86.06937373737374,0.0
drama-TiAl6v4,86.95668686868686,0.0
drama-TiAl6v4,87.844,0.0
