Material,Object,Altitude (km),Mass (kg)
drama-AA7075,CCU,82.195,9.45
drama-AA7075,CCU,82.111,9.45
drama-AA7075,CCU,82.026,9.45
drama-AA7075,CCU,81.94,9.45
drama-AA7075,CCU,81.855,9.45
drama-AA7075,CCU,81.768,9.271
drama-AA7075,CCU,81.682,9.074
drama-AA7075,CCU,81.594,8.876
drama-AA7075,CCU,81.507,8.676
drama-AA7075,CCU,81.418,8.476
drama-AA7075,CCU,81.33,8.274
drama-AA7075,CCU,81.241,8.071
drama-AA7075,CCU,81.151,7.866
drama-AA7075,CCU,81.06,7.661
drama-AA7075,CCU,80.97,7.454
drama-AA7075,CCU,80.878,7.246
drama-AA7075,CCU,80.786,7.036
drama-AA7075,CCU,80.694,6.826
drama-AA7075,CCU,80.601,6.614
drama-AA7075,CCU,80.507,6.401
drama-AA7075,CCU,80.413,6.186
drama-AA7075,CCU,80.318,5.971
drama-AA7075,CCU,80.223,5.754
drama-AA7075,CCU,80.127,5.535
drama-AA7075,CCU,80.03,5.316
drama-AA7075,CCU,79.933,5.095
drama-AA7075,CCU,79.835,4.873
drama-AA7075,CCU,79.737,4.65
drama-AA7075,CCU,79.638,4.425
drama-AA7075,CCU,79.538,4.2
drama-AA7075,CCU,79.438,3.973
drama-AA7075,CCU,79.337,3.744
drama-AA7075,CCU,79.235,3.515
drama-AA7075,CCU,79.132,3.284
drama-AA7075,CCU,79.029,3.053
drama-AA7075,CCU,78.925,2.82
drama-AA7075,CCU,78.821,2.586
drama-AA7075,CCU,78.715,2.35
drama-AA7075,CCU,78.609,2.114
drama-AA7075,CCU,78.502,1.877
drama-AA7075,CCU,78.394,1.638
drama-AA7075,CCU,78.286,1.399
drama-AA7075,CCU,78.176,1.158
drama-AA7075,CCU,78.066,0.917
drama-AA7075,CCU,77.955,0.675
drama-AA7075,CCU,77.843,0.432
drama-AA7075,CCU,77.73,0.188
drama-AA7075,CCU,77.617,0.0
drama-AA7075,SAsupp7,87.844,1.7
drama-AA7075,SAsupp7,87.838,1.7
drama-AA7075,SAsupp7,87.81,1.7
drama-AA7075,SAsupp7,87.748,1.7
drama-AA7075,SAsupp7,87.686,1.7
drama-AA7075,SAsupp7,87.624,1.7
drama-AA7075,SAsupp7,87.561,1.7
drama-AA7075,SAsupp7,87.498,1.7
drama-AA7075,SAsupp7,87.436,1.7
drama-AA7075,SAsupp7,87.373,1.7
drama-AA7075,SAsupp7,87.309,1.7
drama-AA7075,SAsupp7,87.246,1.7
drama-AA7075,SAsupp7,87.182,1.7
drama-AA7075,SAsupp7,87.119,1.7
drama-AA7075,SAsupp7,87.055,1.7
drama-AA7075,SAsupp7,86.99,1.7
drama-AA7075,SAsupp7,86.926,1.7
drama-AA7075,SAsupp7,86.861,1.7
drama-AA7075,SAsupp7,86.796,1.7
drama-AA7075,SAsupp7,86.731,1.7
drama-AA7075,SAsupp7,86.666,1.7
drama-AA7075,SAsupp7,86.6,1.7
drama-AA7075,SAsupp7,86.534,1.7
drama-AA7075,SAsupp7,86.468,1.7
drama-AA7075,SAsupp7,86.401,1.7
drama-AA7075,SAsupp7,86.334,1.7
drama-AA7075,SAsupp7,86.267,1.7
drama-AA7075,SAsupp7,86.2,1.7
drama-AA7075,SAsupp7,86.132,1.7
drama-AA7075,SAsupp7,86.064,1.7
drama-AA7075,SAsupp7,85.995,1.7
drama-AA7075,SAsupp7,85.926,1.7
drama-AA7075,SAsupp7,85.857,1.7
drama-AA7075,SAsupp7,85.788,1.7
drama-AA7075,SAsupp7,85.718,1.7
drama-AA7075,SAsupp7,85.648,1.7
drama-AA7075,SAsupp7,85.577,1.7
drama-AA7075,SAsupp7,85.506,1.7
drama-AA7075,SAsupp7,85.434,1.7
drama-AA7075,SAsupp7,85.363,1.7
drama-AA7075,SAsupp7,85.29,1.7
drama-AA7075,SAsupp7,85.218,1.7
drama-AA7075,SAsupp7,85.144,1.7
drama-AA7075,SAsupp7,85.071,1.7
drama-AA7075,SAsupp7,84.997,1.7
drama-AA7075,SAsupp7,84.922,1.7
drama-AA7075,SAsupp7,84.847,1.7
drama-AA7075,SAsupp7,84.772,1.7
drama-AA7075,SAsupp7,84.696,1.7
drama-AA7075,SAsupp7,84.619,1.7
drama-AA7075,SAsupp7,84.542,1.7
drama-AA7075,SAsupp7,84.465,1.7
drama-AA7075,SAsupp7,84.386,1.7
drama-AA7075,SAsupp7,84.308,1.68
drama-AA7075,SAsupp7,84.229,1.626
drama-AA7075,SAsupp7,84.149,1.572
drama-AA7075,SAsupp7,84.069,1.517
drama-AA7075,SAsupp7,83.988,1.462
drama-AA7075,SAsupp7,83.906,1.407
drama-AA7075,SAsupp7,83.824,1.352
drama-AA7075,SAsupp7,83.741,1.296
drama-AA7075,SAsupp7,83.658,1.24
drama-AA7075,SAsupp7,83.574,1.183
drama-AA7075,SAsupp7,83.49,1.126
drama-AA7075,SAsupp7,83.405,1.069
drama-AA7075,SAsupp7,83.319,1.012
drama-AA7075,SAsupp7,83.232,0.955
drama-AA7075,SAsupp7,83.145,0.897
drama-AA7075,SAsupp7,83.057,0.839
drama-AA7075,SAsupp7,82.968,0.78
drama-AA7075,SAsupp7,82.879,0.722
drama-AA7075,SAsupp7,82.789,0.663
drama-AA7075,SAsupp7,82.698,0.604
drama-AA7075,SAsupp7,82.606,0.545
drama-AA7075,SAsupp7,82.514,0.486
drama-AA7075,SAsupp7,82.421,0.428
drama-AA7075,SAsupp7,82.327,0.369
drama-AA7075,SAsupp7,82.232,0.31
drama-AA7075,SAsupp7,82.137,0.252
drama-AA7075,SAsupp7,82.04,0.194
drama-AA7075,SAsupp7,81.943,0.137
drama-AA7075,SAsupp7,81.846,0.081
drama-AA7075,SAsupp7,81.748,0.028
drama-AA7075,SAsupp7,81.651,0.0
drama-AA7075,SAR-Tx,70.563,4.6
drama-AA7075,SAR-Tx,70.549,4.6
drama-AA7075,SAR-Tx,70.486,4.6
drama-AA7075,SAR-Tx,70.345,4.6
drama-AA7075,SAR-Tx,70.204,4.6
drama-AA7075,SAR-Tx,70.061,4.6
drama-AA7075,SAR-Tx,69.919,4.6
drama-AA7075,SAR-Tx,69.775,4.6
drama-AA7075,SAR-Tx,69.631,4.6
drama-AA7075,SAR-Tx,69.485,4.6
drama-AA7075,SAR-Tx,69.339,4.6
drama-AA7075,SAR-Tx,69.192,4.6
drama-AA7075,SAR-Tx,69.044,4.6
drama-AA7075,SAR-Tx,68.894,4.6
drama-AA7075,SAR-Tx,68.743,4.6
drama-AA7075,SAR-Tx,68.591,4.6
drama-AA7075,SAR-Tx,68.438,4.6
drama-AA7075,SAR-Tx,68.283,4.6
drama-AA7075,SAR-Tx,68.126,4.6
drama-AA7075,SAR-Tx,67.968,4.6
drama-AA7075,SAR-Tx,67.808,4.6
drama-AA7075,SAR-Tx,67.646,4.462
drama-AA7075,SAR-Tx,67.483,4.164
drama-AA7075,SAR-Tx,67.318,3.87
drama-AA7075,SAR-Tx,67.151,3.582
drama-AA7075,SAR-Tx,66.983,3.301
drama-AA7075,SAR-Tx,66.812,3.026
drama-AA7075,SAR-Tx,66.641,2.759
drama-AA7075,SAR-Tx,66.467,2.501
drama-AA7075,SAR-Tx,66.293,2.252
drama-AA7075,SAR-Tx,66.117,2.014
drama-AA7075,SAR-Tx,65.94,1.787
drama-AA7075,SAR-Tx,65.763,1.574
drama-AA7075,SAR-Tx,65.584,1.375
drama-AA7075,SAR-Tx,65.406,1.192
drama-AA7075,SAR-Tx,65.228,1.025
drama-AA7075,SAR-Tx,65.051,0.876
drama-AA7075,SAR-Tx,64.876,0.745
drama-AA7075,SAR-Tx,64.702,0.634
drama-AA7075,SAR-Tx,64.531,0.541
drama-AA7075,SAR-Tx,64.364,0.466
drama-AA7075,SAR-Tx,64.2,0.408
drama-AA7075,SAR-Tx,64.042,0.364
drama-AA7075,SAR-Tx,63.887,0.333
drama-AA7075,SAR-Tx,63.738,0.311
drama-AA7075,SAR-Tx,63.592,0.297
drama-AA7075,SAR-Tx,63.45,0.289
drama-AA7075,SAR-Tx,63.311,0.285
drama-AA7075,SAR-Tx,63.174,0.285
drama-AA7075,SAR-Tx,63.038,0.285
drama-AA7075,SAR-Tx,62.902,0.285
drama-AA7075,SAR-Tx,62.766,0.285
drama-AA7075,SAR-Tx,62.63,0.285
drama-AA7075,SAR-Tx,62.493,0.285
drama-AA7075,SAR-Tx,62.355,0.285
drama-AA7075,SAR-Tx,62.216,0.285
drama-AA7075,SAR-Tx,62.074,0.285
drama-AA7075,SAR-Tx,61.931,0.285
drama-AA7075,SAR-Tx,61.786,0.285
drama-AA7075,SAR-Tx,61.639,0.285
drama-AA7075,SAR-Tx,61.489,0.285
drama-AA7075,SAR-Tx,61.337,0.285
drama-AA7075,SAR-Tx,61.182,0.285
drama-AA7075,SAR-Tx,61.025,0.285
drama-AA7075,SAR-Tx,60.865,0.285
drama-AA7075,SAR-Tx,60.703,0.285
drama-AA7075,SAR-Tx,60.538,0.285
drama-AA7075,SAR-Tx,60.37,0.285
drama-AA7075,SAR-Tx,60.199,0.285
drama-AA7075,SAR-Tx,60.026,0.285
drama-AA7075,SAR-Tx,59.85,0.285
drama-AA7075,SAR-Tx,59.672,0.285
drama-AA7075,SAR-Tx,59.49,0.285
drama-AA7075,SAR-Tx,59.306,0.285
drama-AA7075,SAR-Tx,59.12,0.285
drama-AA7075,SAR-Tx,58.93,0.285
drama-AA7075,SAR-Tx,58.738,0.285
drama-AA7075,SAR-Tx,58.544,0.285
drama-AA7075,SAR-Tx,58.347,0.285
drama-AA7075,SAR-Tx,58.147,0.285
drama-AA7075,SAR-Tx,57.946,0.285
drama-AA7075,SAR-Tx,57.741,0.285
drama-AA7075,SAR-Tx,57.535,0.285
drama-AA7075,SAR-Tx,57.326,0.285
drama-AA7075,SAR-Tx,57.115,0.285
drama-AA7075,SAR-Tx,56.902,0.285
drama-AA7075,SAR-Tx,56.687,0.285
drama-AA7075,SAR-Tx,56.47,0.285
drama-AA7075,SAR-Tx,56.251,0.285
drama-AA7075,SAR-Tx,56.03,0.285
drama-AA7075,SAR-Tx,55.808,0.285
drama-AA7075,SAR-Tx,55.583,0.285
drama-AA7075,SAR-Tx,55.358,0.285
drama-AA7075,SAR-Tx,55.131,0.285
drama-AA7075,SAR-Tx,54.903,0.285
drama-AA7075,SAR-Tx,54.673,0.285
drama-AA7075,SAR-Tx,54.442,0.285
drama-AA7075,SAR-Tx,54.211,0.285
drama-AA7075,SAR-Tx,53.978,0.285
drama-AA7075,SAR-Tx,53.745,0.285
drama-AA7075,SAR-Tx,53.73,0.285
drama-AA7075,SAR-Tx,53.723,0.285
drama-AA7075,SAR-Tx,53.718,0.285
drama-AA7075,SAR-Tx,53.713,0.285
drama-AA7075,SAR-Tx,53.707,0.285
drama-AA7075,SAR-Tx,53.683,0.285
drama-AA7075,SAR-Tx,53.682,0.285
drama-AA7075,SAR-Tx,53.679,0.285
drama-AA7075,SAR-Tx,53.668,0.285
drama-AA7075,SAR-Tx,53.655,0.285
drama-AA7075,SAR-Tx,53.64,0.285
drama-AA7075,SAR-Tx,53.572,0.285
drama-AA7075,SAR-Tx,53.524,0.285
drama-AA7075,SAR-Tx,53.481,0.285
drama-AA7075,SAR-Tx,53.443,0.285
drama-AA7075,SAR-Tx,53.433,0.285
drama-AA7075,SAR-Tx,53.42,0.285
drama-AA7075,SAR-Tx,53.364,0.285
drama-AA7075,SAR-Tx,53.121,0.285
drama-AA7075,SAR-Tx,52.873,0.285
drama-AA7075,SAR-Tx,52.621,0.285
drama-AA7075,SAR-Tx,52.365,0.285
drama-AA7075,SAR-Tx,52.105,0.285
drama-AA7075,SAR-Tx,51.841,0.285
drama-AA7075,SAR-Tx,51.574,0.285
drama-AA7075,SAR-Tx,51.304,0.285
drama-AA7075,SAR-Tx,51.032,0.285
drama-AA7075,SAR-Tx,50.757,0.285
drama-AA7075,SAR-Tx,50.479,0.285
drama-AA7075,SAR-Tx,50.2,0.285
drama-AA7075,SAR-Tx,49.92,0.285
drama-AA7075,SAR-Tx,49.638,0.285
drama-AA7075,SAR-Tx,49.355,0.285
drama-AA7075,SAR-Tx,49.072,0.285
drama-AA7075,SAR-Tx,48.788,0.285
drama-AA7075,SAR-Tx,48.504,0.285
drama-AA7075,SAR-Tx,48.22,0.285
drama-AA7075,SAR-Tx,47.936,0.285
drama-AA7075,SAR-Tx,47.654,0.285
drama-AA7075,SAR-Tx,47.372,0.285
drama-AA7075,SAR-Tx,47.091,0.285
drama-AA7075,SAR-Tx,46.812,0.285
drama-AA7075,SAR-Tx,46.534,0.285
drama-AA7075,SAR-Tx,46.258,0.285
drama-AA7075,SAR-Tx,45.985,0.285
drama-AA7075,SAR-Tx,45.713,0.285
drama-AA7075,SAR-Tx,45.445,0.285
drama-AA7075,SAR-Tx,45.178,0.285
drama-AA7075,SAR-Tx,44.915,0.285
drama-AA7075,SAR-Tx,44.654,0.285
drama-AA7075,SAR-Tx,44.397,0.285
drama-AA7075,SAR-Tx,44.143,0.285
drama-AA7075,SAR-Tx,43.892,0.285
drama-AA7075,SAR-Tx,43.644,0.285
drama-AA7075,SAR-Tx,43.4,0.285
drama-AA7075,SAR-Tx,43.159,0.285
drama-AA7075,SAR-Tx,42.922,0.285
drama-AA7075,SAR-Tx,42.689,0.285
drama-AA7075,SAR-Tx,42.458,0.285
drama-AA7075,SAR-Tx,42.232,0.285
drama-AA7075,SAR-Tx,42.009,0.285
drama-AA7075,SAR-Tx,41.789,0.285
drama-AA7075,SAR-Tx,41.573,0.285
drama-AA7075,SAR-Tx,41.36,0.285
drama-AA7075,SAR-Tx,41.151,0.285
drama-AA7075,SAR-Tx,40.945,0.285
drama-AA7075,SAR-Tx,40.742,0.285
drama-AA7075,SAR-Tx,40.543,0.285
drama-AA7075,SAR-Tx,40.346,0.285
drama-AA7075,SAR-Tx,40.153,0.285
drama-AA7075,SAR-Tx,39.963,0.285
drama-AA7075,SAR-Tx,39.776,0.285
drama-AA7075,SAR-Tx,39.592,0.285
drama-AA7075,SAR-Tx,39.411,0.285
drama-AA7075,SAR-Tx,39.232,0.285
drama-AA7075,SAR-Tx,39.057,0.285
drama-AA7075,SAR-Tx,38.884,0.285
drama-AA7075,SAR-Tx,38.713,0.285
drama-AA7075,SAR-Tx,38.546,0.285
drama-AA7075,SAR-Tx,38.38,0.285
drama-AA7075,SAR-Tx,38.217,0.285
drama-AA7075,SAR-Tx,38.056,0.285
drama-AA7075,SAR-Tx,37.898,0.285
drama-AA7075,SAR-Tx,37.742,0.285
drama-AA7075,SAR-Tx,37.588,0.285
drama-AA7075,SAR-Tx,37.436,0.285
drama-AA7075,SAR-Tx,37.286,0.285
drama-AA7075,SAR-Tx,37.138,0.285
drama-AA7075,SAR-Tx,36.992,0.285
drama-AA7075,SAR-Tx,36.848,0.285
drama-AA7075,SAR-Tx,36.706,0.285
drama-AA7075,SAR-Tx,36.566,0.285
drama-AA7075,SAR-Tx,36.427,0.285
drama-AA7075,SAR-Tx,36.29,0.285
drama-AA7075,SAR-Tx,36.155,0.285
drama-AA7075,SAR-Tx,36.021,0.285
drama-AA7075,SAR-Tx,35.889,0.285
drama-AA7075,SAR-Tx,35.758,0.285
drama-AA7075,SAR-Tx,35.629,0.285
drama-AA7075,SAR-Tx,35.501,0.285
drama-AA7075,SAR-Tx,35.375,0.285
drama-AA7075,SAR-Tx,35.25,0.285
drama-AA7075,SAR-Tx,35.127,0.285
drama-AA7075,SAR-Tx,35.005,0.285
drama-AA7075,SAR-Tx,34.884,0.285
drama-AA7075,SAR-Tx,34.764,0.285
drama-AA7075,SAR-Tx,34.646,0.285
drama-AA7075,SAR-Tx,34.529,0.285
drama-AA7075,SAR-Tx,34.413,0.285
drama-AA7075,SAR-Tx,34.298,0.285
drama-AA7075,SAR-Tx,34.184,0.285
drama-AA7075,SAR-Tx,34.072,0.285
drama-AA7075,SAR-Tx,33.96,0.285
drama-AA7075,SAR-Tx,33.85,0.285
drama-AA7075,SAR-Tx,33.741,0.285
drama-AA7075,SAR-Tx,33.632,0.285
drama-AA7075,SAR-Tx,33.525,0.285
drama-AA7075,SAR-Tx,33.419,0.285
drama-AA7075,SAR-Tx,33.313,0.285
drama-AA7075,SAR-Tx,33.209,0.285
drama-AA7075,SAR-Tx,33.105,0.285
drama-AA7075,SAR-Tx,33.003,0.285
drama-AA7075,SAR-Tx,32.901,0.285
drama-AA7075,SAR-Tx,32.8,0.285
drama-AA7075,SAR-Tx,32.701,0.285
drama-AA7075,SAR-Tx,32.602,0.285
drama-AA7075,SAR-Tx,32.503,0.285
drama-AA7075,SAR-Tx,32.406,0.285
drama-AA7075,SAR-Tx,32.309,0.285
drama-AA7075,SAR-Tx,32.214,0.285
drama-AA7075,SAR-Tx,32.119,0.285
drama-AA7075,SAR-Tx,32.024,0.285
drama-AA7075,SAR-Tx,31.931,0.285
drama-AA7075,SAR-Tx,31.838,0.285
drama-AA7075,SAR-Tx,31.746,0.285
drama-AA7075,SAR-Tx,31.655,0.285
drama-AA7075,SAR-Tx,31.564,0.285
drama-AA7075,SAR-Tx,31.474,0.285
drama-AA7075,SAR-Tx,31.385,0.285
drama-AA7075,SAR-Tx,31.296,0.285
drama-AA7075,SAR-Tx,31.208,0.285
drama-AA7075,SAR-Tx,31.121,0.285
drama-AA7075,SAR-Tx,31.034,0.285
drama-AA7075,SAR-Tx,30.948,0.285
drama-AA7075,SAR-Tx,30.862,0.285
drama-AA7075,SAR-Tx,30.777,0.285
drama-AA7075,SAR-Tx,30.693,0.285
drama-AA7075,SAR-Tx,30.609,0.285
drama-AA7075,SAR-Tx,30.526,0.285
drama-AA7075,SAR-Tx,30.443,0.285
drama-AA7075,SAR-Tx,30.361,0.285
drama-AA7075,SAR-Tx,30.279,0.285
drama-AA7075,SAR-Tx,30.198,0.285
drama-AA7075,SAR-Tx,30.117,0.285
drama-AA7075,SAR-Tx,30.037,0.285
drama-AA7075,SAR-Tx,29.958,0.285
drama-AA7075,SAR-Tx,29.879,0.285
drama-AA7075,SAR-Tx,29.8,0.285
drama-AA7075,SAR-Tx,29.722,0.285
drama-AA7075,SAR-Tx,29.645,0.285
drama-AA7075,SAR-Tx,29.568,0.285
drama-AA7075,SAR-Tx,29.491,0.285
drama-AA7075,SAR-Tx,29.415,0.285
drama-AA7075,SAR-Tx,29.339,0.285
drama-AA7075,SAR-Tx,29.264,0.285
drama-AA7075,SAR-Tx,29.189,0.285
drama-AA7075,SAR-Tx,29.115,0.285
drama-AA7075,SAR-Tx,29.041,0.285
drama-AA7075,SAR-Tx,28.968,0.285
drama-AA7075,SAR-Tx,28.895,0.285
drama-AA7075,SAR-Tx,28.822,0.285
drama-AA7075,SAR-Tx,28.75,0.285
drama-AA7075,SAR-Tx,28.678,0.285
drama-AA7075,SAR-Tx,28.607,0.285
drama-AA7075,SAR-Tx,28.536,0.285
drama-AA7075,SAR-Tx,28.465,0.285
drama-AA7075,SAR-Tx,28.395,0.285
drama-AA7075,SAR-Tx,28.325,0.285
drama-AA7075,SAR-Tx,28.256,0.285
drama-AA7075,SAR-Tx,28.187,0.285
drama-AA7075,SAR-Tx,28.118,0.285
drama-AA7075,SAR-Tx,28.05,0.285
drama-AA7075,SAR-Tx,27.982,0.285
drama-AA7075,SAR-Tx,27.915,0.285
drama-AA7075,SAR-Tx,27.848,0.285
drama-AA7075,SAR-Tx,27.781,0.285
drama-AA7075,SAR-Tx,27.714,0.285
drama-AA7075,SAR-Tx,27.648,0.285
drama-AA7075,SAR-Tx,27.583,0.285
drama-AA7075,SAR-Tx,27.517,0.285
drama-AA7075,SAR-Tx,27.452,0.285
drama-AA7075,SAR-Tx,27.387,0.285
drama-AA7075,SAR-Tx,27.323,0.285
drama-AA7075,SAR-Tx,27.259,0.285
drama-AA7075,SAR-Tx,27.195,0.285
drama-AA7075,SAR-Tx,27.132,0.285
drama-AA7075,SAR-Tx,27.069,0.285
drama-AA7075,SAR-Tx,27.006,0.285
drama-AA7075,SAR-Tx,26.943,0.285
drama-AA7075,SAR-Tx,26.881,0.285
drama-AA7075,SAR-Tx,26.819,0.285
drama-AA7075,SAR-Tx,26.758,0.285
drama-AA7075,SAR-Tx,26.697,0.285
drama-AA7075,SAR-Tx,26.636,0.285
drama-AA7075,SAR-Tx,26.575,0.285
drama-AA7075,SAR-Tx,26.515,0.285
drama-AA7075,SAR-Tx,26.455,0.285
drama-AA7075,SAR-Tx,26.395,0.285
drama-AA7075,SAR-Tx,26.335,0.285
drama-AA7075,SAR-Tx,26.276,0.285
drama-AA7075,SAR-Tx,26.217,0.285
drama-AA7075,SAR-Tx,26.158,0.285
drama-AA7075,SAR-Tx,26.1,0.285
drama-AA7075,SAR-Tx,26.042,0.285
drama-AA7075,SAR-Tx,25.984,0.285
drama-AA7075,SAR-Tx,25.926,0.285
drama-AA7075,SAR-Tx,25.869,0.285
drama-AA7075,SAR-Tx,25.812,0.285
drama-AA7075,SAR-Tx,25.755,0.285
drama-AA7075,SAR-Tx,25.699,0.285
drama-AA7075,SAR-Tx,25.642,0.285
drama-AA7075,SAR-Tx,25.586,0.285
drama-AA7075,SAR-Tx,25.53,0.285
drama-AA7075,SAR-Tx,25.475,0.285
drama-AA7075,SAR-Tx,25.419,0.285
drama-AA7075,SAR-Tx,25.364,0.285
drama-AA7075,SAR-Tx,25.31,0.285
drama-AA7075,SAR-Tx,25.255,0.285
drama-AA7075,SAR-Tx,25.201,0.285
drama-AA7075,SAR-Tx,25.146,0.285
drama-AA7075,SAR-Tx,25.092,0.285
drama-AA7075,SAR-Tx,25.039,0.285
drama-AA7075,SAR-Tx,24.985,0.285
drama-AA7075,SAR-Tx,24.932,0.285
drama-AA7075,SAR-Tx,24.879,0.285
drama-AA7075,SAR-Tx,24.826,0.285
drama-AA7075,SAR-Tx,24.774,0.285
drama-AA7075,SAR-Tx,24.721,0.285
drama-AA7075,SAR-Tx,24.669,0.285
drama-AA7075,SAR-Tx,24.617,0.285
drama-AA7075,SAR-Tx,24.565,0.285
drama-AA7075,SAR-Tx,24.514,0.285
drama-AA7075,SAR-Tx,24.463,0.285
drama-AA7075,SAR-Tx,24.412,0.285
drama-AA7075,SAR-Tx,24.361,0.285
drama-AA7075,SAR-Tx,24.31,0.285
drama-AA7075,SAR-Tx,24.259,0.285
drama-AA7075,SAR-Tx,24.209,0.285
drama-AA7075,SAR-Tx,24.159,0.285
drama-AA7075,SAR-Tx,24.109,0.285
drama-AA7075,SAR-Tx,24.059,0.285
drama-AA7075,SAR-Tx,24.01,0.285
drama-AA7075,SAR-Tx,23.961,0.285
drama-AA7075,SAR-Tx,23.911,0.285
drama-AA7075,SAR-Tx,23.862,0.285
drama-AA7075,SAR-Tx,23.814,0.285
drama-AA7075,SAR-Tx,23.765,0.285
drama-AA7075,SAR-Tx,23.717,0.285
drama-AA7075,SAR-Tx,23.669,0.285
drama-AA7075,SAR-Tx,23.621,0.285
drama-AA7075,SAR-Tx,23.573,0.285
drama-AA7075,SAR-Tx,23.525,0.285
drama-AA7075,SAR-Tx,23.477,0.285
drama-AA7075,SAR-Tx,23.43,0.285
drama-AA7075,SAR-Tx,23.383,0.285
drama-AA7075,SAR-Tx,23.336,0.285
drama-AA7075,SAR-Tx,23.289,0.285
drama-AA7075,SAR-Tx,23.243,0.285
drama-AA7075,SAR-Tx,23.196,0.285
drama-AA7075,SAR-Tx,23.15,0.285
drama-AA7075,SAR-Tx,23.104,0.285
drama-AA7075,SAR-Tx,23.058,0.285
drama-AA7075,SAR-Tx,23.012,0.285
drama-AA7075,SAR-Tx,22.966,0.285
drama-AA7075,SAR-Tx,22.921,0.285
drama-AA7075,SAR-Tx,22.875,0.285
drama-AA7075,SAR-Tx,22.83,0.285
drama-AA7075,SAR-Tx,22.785,0.285
drama-AA7075,SAR-Tx,22.74,0.285
drama-AA7075,SAR-Tx,22.696,0.285
drama-AA7075,SAR-Tx,22.651,0.285
drama-AA7075,SAR-Tx,22.607,0.285
drama-AA7075,SAR-Tx,22.563,0.285
drama-AA7075,SAR-Tx,22.518,0.285
drama-AA7075,SAR-Tx,22.474,0.285
drama-AA7075,SAR-Tx,22.431,0.285
drama-AA7075,SAR-Tx,22.387,0.285
drama-AA7075,SAR-Tx,22.343,0.285
drama-AA7075,SAR-Tx,22.3,0.285
drama-AA7075,SAR-Tx,22.257,0.285
drama-AA7075,SAR-Tx,22.214,0.285
drama-AA7075,SAR-Tx,22.171,0.285
drama-AA7075,SAR-Tx,22.128,0.285
drama-AA7075,SAR-Tx,22.085,0.285
drama-AA7075,SAR-Tx,22.043,0.285
drama-AA7075,SAR-Tx,22.001,0.285
drama-AA7075,SAR-Tx,21.958,0.285
drama-AA7075,SAR-Tx,21.916,0.285
drama-AA7075,SAR-Tx,21.874,0.285
drama-AA7075,SAR-Tx,21.832,0.285
drama-AA7075,SAR-Tx,21.791,0.285
drama-AA7075,SAR-Tx,21.749,0.285
drama-AA7075,SAR-Tx,21.708,0.285
drama-AA7075,SAR-Tx,21.666,0.285
drama-AA7075,SAR-Tx,21.625,0.285
drama-AA7075,SAR-Tx,21.584,0.285
drama-AA7075,SAR-Tx,21.543,0.285
drama-AA7075,SAR-Tx,21.502,0.285
drama-AA7075,SAR-Tx,21.462,0.285
drama-AA7075,SAR-Tx,21.421,0.285
drama-AA7075,SAR-Tx,21.381,0.285
drama-AA7075,SAR-Tx,21.34,0.285
drama-AA7075,SAR-Tx,21.3,0.285
drama-AA7075,SAR-Tx,21.26,0.285
drama-AA7075,SAR-Tx,21.22,0.285
drama-AA7075,SAR-Tx,21.18,0.285
drama-AA7075,SAR-Tx,21.14,0.285
drama-AA7075,SAR-Tx,21.101,0.285
drama-AA7075,SAR-Tx,21.061,0.285
drama-AA7075,SAR-Tx,21.022,0.285
drama-AA7075,SAR-Tx,20.983,0.285
drama-AA7075,SAR-Tx,20.943,0.285
drama-AA7075,SAR-Tx,20.904,0.285
drama-AA7075,SAR-Tx,20.866,0.285
drama-AA7075,SAR-Tx,20.827,0.285
drama-AA7075,SAR-Tx,20.788,0.285
drama-AA7075,SAR-Tx,20.749,0.285
drama-AA7075,SAR-Tx,20.711,0.285
drama-AA7075,SAR-Tx,20.673,0.285
drama-AA7075,SAR-Tx,20.634,0.285
drama-AA7075,SAR-Tx,20.596,0.285
drama-AA7075,SAR-Tx,20.558,0.285
drama-AA7075,SAR-Tx,20.52,0.285
drama-AA7075,SAR-Tx,20.482,0.285
drama-AA7075,SAR-Tx,20.444,0.285
drama-AA7075,SAR-Tx,20.407,0.285
drama-AA7075,SAR-Tx,20.369,0.285
drama-AA7075,SAR-Tx,20.332,0.285
drama-AA7075,SAR-Tx,20.295,0.285
drama-AA7075,SAR-Tx,20.257,0.285
drama-AA7075,SAR-Tx,20.22,0.285
drama-AA7075,SAR-Tx,20.183,0.285
drama-AA7075,SAR-Tx,20.146,0.285
drama-AA7075,SAR-Tx,20.109,0.285
drama-AA7075,SAR-Tx,20.073,0.285
drama-AA7075,SAR-Tx,20.036,0.285
drama-AA7075,SAR-Tx,19.999,0.285
drama-AA7075,SAR-Tx,19.963,0.285
drama-AA7075,SAR-Tx,19.927,0.285
drama-AA7075,SAR-Tx,19.89,0.285
drama-AA7075,SAR-Tx,19.854,0.285
drama-AA7075,SAR-Tx,19.818,0.285
drama-AA7075,SAR-Tx,19.782,0.285
drama-AA7075,SAR-Tx,19.746,0.285
drama-AA7075,SAR-Tx,19.71,0.285
drama-AA7075,SAR-Tx,19.674,0.285
drama-AA7075,SAR-Tx,19.639,0.285
drama-AA7075,SAR-Tx,19.603,0.285
drama-AA7075,SAR-Tx,19.568,0.285
drama-AA7075,SAR-Tx,19.532,0.285
drama-AA7075,SAR-Tx,19.497,0.285
