# Material: drama-Copper
# Columns: SatelliteMass [kg]	Altitude [km]	NormalizedLossRate [1/km]
525	92.52	0.000000e+00
525	92.58	0.000000e+00
525	92.65	0.000000e+00
525	92.71	0.000000e+00
525	92.78	0.000000e+00
1292	83.35	5.221692e-04
1292	83.41	5.682226e-04
1292	83.48	5.893448e-04
1292	83.55	5.990403e-04
1292	83.62	6.194007e-04
1292	83.68	6.176719e-04
1292	83.75	6.239921e-04
1292	83.82	6.267746e-04
1292	83.89	6.284260e-04
1292	83.96	6.343261e-04
1292	84.02	6.326303e-04
1292	84.09	6.326197e-04
1292	84.16	6.326197e-04
1292	84.23	6.354559e-04
1292	84.29	6.401492e-04
1292	84.36	6.387570e-04
1292	84.43	6.292044e-04
1292	84.50	6.368829e-04
1292	84.57	6.315519e-04
1292	84.63	6.272413e-04
1292	84.70	6.296041e-04
1292	84.77	6.338667e-04
1292	84.84	6.253565e-04
1292	84.90	6.253565e-04
1292	84.97	6.237316e-04
1292	85.04	6.163446e-04
1292	85.11	6.179480e-04
1292	85.18	6.168958e-04
1292	85.24	6.112507e-04
1292	85.31	6.108104e-04
1292	85.38	6.090774e-04
1292	85.45	6.090774e-04
1292	85.51	6.068703e-04
1292	85.58	6.068453e-04
1292	85.65	5.900093e-04
1292	85.72	5.933737e-04
1292	85.79	5.948711e-04
1292	85.85	5.881875e-04
1292	85.92	5.821053e-04
1292	85.99	5.806882e-04
1292	86.06	5.806882e-04
1292	86.12	4.648439e-04
1292	86.19	1.259726e-04
1292	86.26	0.000000e+00
1292	86.33	0.000000e+00
1292	86.39	0.000000e+00
1292	86.46	0.000000e+00
1292	86.53	0.000000e+00
1292	86.60	0.000000e+00
1292	86.67	0.000000e+00
1292	86.73	0.000000e+00
1292	86.80	0.000000e+00
1292	86.87	0.000000e+00
1292	86.94	0.000000e+00
1292	87.00	0.000000e+00
1292	87.07	0.000000e+00
1292	87.14	0.000000e+00
1292	87.21	0.000000e+00
1292	87.28	0.000000e+00
1292	87.34	0.000000e+00
1292	87.41	0.000000e+00
1292	87.48	0.000000e+00
1292	87.55	0.000000e+00
1292	87.61	0.000000e+00
1292	87.68	0.000000e+00
1292	87.75	0.000000e+00
1292	87.82	0.000000e+00
1292	87.89	0.000000e+00
1292	87.95	0.000000e+00
1292	88.02	0.000000e+00
1292	88.09	0.000000e+00
1292	88.16	0.000000e+00
1292	88.22	0.000000e+00
1292	88.29	0.000000e+00
1292	88.36	0.000000e+00
1292	88.43	0.000000e+00
1292	88.50	0.000000e+00
1292	88.56	0.000000e+00
1292	88.63	0.000000e+00
1292	88.70	0.000000e+00
1292	88.77	0.000000e+00
1292	88.83	0.000000e+00
1292	88.90	0.000000e+00
1292	88.97	0.000000e+00
1292	89.04	0.000000e+00
1292	89.11	0.000000e+00
1292	89.17	0.000000e+00
1292	89.24	0.000000e+00
1292	89.31	0.000000e+00
1292	89.38	0.000000e+00
1292	89.44	0.000000e+00
1292	89.51	0.000000e+00
1292	89.58	0.000000e+00
1292	89.65	0.000000e+00
1292	89.71	0.000000e+00
1292	89.78	0.000000e+00
1292	89.85	0.000000e+00
1292	89.92	0.000000e+00
1292	89.99	0.000000e+00
2583	80.73	9.784421e-05
2583	80.80	3.500862e-04
2583	80.87	4.547880e-04
2583	80.94	4.837105e-04
2583	81.02	5.052971e-04
2583	81.09	5.151875e-04
2583	81.16	5.244065e-04
2583	81.24	5.333051e-04
2583	81.31	5.411393e-04
2583	81.38	5.504840e-04
2583	81.45	5.512291e-04
2583	81.53	5.536075e-04
2583	81.60	5.572866e-04
2583	81.67	5.572866e-04
2583	81.74	5.627768e-04
2583	81.82	5.647616e-04
2583	81.89	5.654602e-04
2583	81.96	5.658585e-04
2583	82.03	5.674868e-04
2583	82.11	5.674868e-04
2583	82.18	5.656493e-04
2583	82.25	5.688902e-04
2583	82.32	5.699208e-04
2583	82.40	5.662483e-04
2583	82.47	5.629840e-04
2583	82.54	5.760755e-04
2583	82.61	5.623149e-04
2583	82.69	5.616230e-04
2583	82.76	5.659024e-04
2583	82.83	5.653262e-04
2583	82.91	5.602291e-04
2583	82.98	5.612124e-04
2583	83.05	5.570791e-04
2583	83.12	5.639250e-04
2583	83.20	5.555440e-04
2583	83.27	5.507427e-04
2583	83.34	5.509380e-04
2583	83.41	5.527912e-04
2583	83.49	5.483200e-04
2583	83.56	5.451763e-04
2583	83.63	5.475250e-04
2583	83.70	5.407989e-04
2583	83.78	5.463658e-04
2583	83.85	5.301456e-04
2583	83.92	4.413184e-04
2583	83.99	0.000000e+00
2583	84.07	0.000000e+00
2583	84.14	0.000000e+00
2583	84.21	0.000000e+00
2583	84.29	0.000000e+00
2583	84.36	0.000000e+00
2583	84.43	0.000000e+00
2583	84.50	0.000000e+00
2583	84.58	0.000000e+00
2583	84.65	0.000000e+00
2583	84.72	0.000000e+00
2583	84.79	0.000000e+00
2583	84.87	0.000000e+00
2583	84.94	0.000000e+00
2583	85.01	0.000000e+00
2583	85.08	0.000000e+00
2583	85.16	0.000000e+00
2583	85.23	0.000000e+00
2583	85.30	0.000000e+00
2583	85.37	0.000000e+00
2583	85.45	0.000000e+00
2583	85.52	0.000000e+00
2583	85.59	0.000000e+00
2583	85.67	0.000000e+00
2583	85.74	0.000000e+00
2583	85.81	0.000000e+00
2583	85.88	0.000000e+00
2583	85.96	0.000000e+00
2583	86.03	0.000000e+00
2583	86.10	0.000000e+00
2583	86.17	0.000000e+00
2583	86.25	0.000000e+00
2583	86.32	0.000000e+00
2583	86.39	0.000000e+00
2583	86.46	0.000000e+00
2583	86.54	0.000000e+00
2583	86.61	0.000000e+00
2583	86.68	0.000000e+00
2583	86.75	0.000000e+00
2583	86.83	0.000000e+00
2583	86.90	0.000000e+00
2583	86.97	0.000000e+00
2583	87.05	0.000000e+00
2583	87.12	0.000000e+00
2583	87.19	0.000000e+00
2583	87.26	0.000000e+00
2583	87.34	0.000000e+00
2583	87.41	0.000000e+00
2583	87.48	0.000000e+00
2583	87.55	0.000000e+00
2583	87.63	0.000000e+00
2583	87.70	0.000000e+00
2583	87.77	0.000000e+00
2583	87.84	0.000000e+00
