 -------------- TEST CASE#           1  BEGIN ------------

  UTC (UNIVERSAL TIME, CONV.)   --->   UTC (UNIVERSAL TIME, CONV.)                                  
 DATE (YY)YY/MM/DD HH:MM:SS.SS  --->  DATE (YY)YY/MM/DD HH:MM:SS.SS                                 
 MEAN SYSTEM OF 2000.0  --->  MEAN SYSTEM OF 1950.0                                                 
  OSCULATING ORBIT STATE    --->  {WITHOUT PREDICTION STEP}  --->    MEAN STATE LIU/ALFORD          
   A,EC,INC,GOM,OM,M/V/E (KM,DEG)    --->    A,EC,INC,GOM,OM,M/V/E (KM,DEG)                         
 FAST VARIABLE TRUE ANOMALY V  --->  FAST VARIABLE MEAN ANOMALY M                                   

 INPUT DATA (STATE & EPOCH):

 JI     =       232132
 TI(1)  =    20161101.000000000     
 TI(2)  =    120000.00000000000     
 ELI(1) =    6628.3000000000002     
 ELI(2) =    1.0000000000000000E-003
 ELI(3) =    10.000000000000000     
 ELI(4) =    7.2999999999999998     
 ELI(5) =    2.0000000000000000     
 ELI(6) =    0.0000000000000000     
 PARI(1)=    1.2075000000000000E-003
 PARI(2)=    0.0000000000000000     
 PARI(3)=    9.4223999999999992E-003

 PREDICTION ARC:
 JP     =            1
 TP     =    0.0000000000000000     

 OUTPUT DATA (STATE & EPOCH):

 IERR   =            0
 JO     =       231831
 TO(1)  =    20161101.000000000     
 TO(2)  =    120000.00000000000     
 ELO(1) =    6628.0070919048030     
 ELO(2) =    4.7233268398564411E-004
 ELO(3) =    10.030202271910680     
 ELO(4) =    8.2201094910918879     
 ELO(5) =    180.44396062838800     
 ELO(6) =    179.97139549184894     

