Altitude (km)	Objet	Matériau	Mass (kg)
32.011	RFCU5	drama-AA7075	0.022
32.06	RFCU5	drama-AA7075	0.022
32.109	RFCU5	drama-AA7075	0.022
32.158	RFCU5	drama-AA7075	0.022
32.208	RFCU5	drama-AA7075	0.022
32.258	RFCU5	drama-AA7075	0.022
32.308	RFCU5	drama-AA7075	0.022
32.358	RFCU5	drama-AA7075	0.022
32.409	RFCU5	drama-AA7075	0.022
32.46	RFCU5	drama-AA7075	0.022
32.511	RFCU5	drama-AA7075	0.022
32.562	RFCU5	drama-AA7075	0.022
32.613	RFCU5	drama-AA7075	0.022
32.664	RFCU5	drama-AA7075	0.022
32.716	RFCU5	drama-AA7075	0.022
32.768	RFCU5	drama-AA7075	0.022
32.82	RFCU5	drama-AA7075	0.022
32.873	RFCU5	drama-AA7075	0.022
32.925	RFCU5	drama-AA7075	0.022
32.978	RFCU5	drama-AA7075	0.022
33.031	RFCU5	drama-AA7075	0.022
33.085	RFCU5	drama-AA7075	0.022
33.138	RFCU5	drama-AA7075	0.022
33.192	RFCU5	drama-AA7075	0.022
33.246	RFCU5	drama-AA7075	0.022
33.3	RFCU5	drama-AA7075	0.022
33.355	RFCU5	drama-AA7075	0.022
33.409	RFCU5	drama-AA7075	0.022
33.464	RFCU5	drama-AA7075	0.022
33.519	RFCU5	drama-AA7075	0.022
33.575	RFCU5	drama-AA7075	0.022
33.631	RFCU5	drama-AA7075	0.022
33.687	RFCU5	drama-AA7075	0.022
33.743	RFCU5	drama-AA7075	0.022
33.799	RFCU5	drama-AA7075	0.022
33.856	RFCU5	drama-AA7075	0.022
33.913	RFCU5	drama-AA7075	0.022
33.97	RFCU5	drama-AA7075	0.022
34.027	RFCU5	drama-AA7075	0.022
34.085	RFCU5	drama-AA7075	0.022
34.143	RFCU5	drama-AA7075	0.022
34.201	RFCU5	drama-AA7075	0.022
34.26	RFCU5	drama-AA7075	0.022
34.319	RFCU5	drama-AA7075	0.022
34.378	RFCU5	drama-AA7075	0.022
34.437	RFCU5	drama-AA7075	0.022
34.497	RFCU5	drama-AA7075	0.022
34.557	RFCU5	drama-AA7075	0.022
34.617	RFCU5	drama-AA7075	0.022
34.677	RFCU5	drama-AA7075	0.022
34.738	RFCU5	drama-AA7075	0.022
34.799	RFCU5	drama-AA7075	0.022
34.861	RFCU5	drama-AA7075	0.022
34.922	RFCU5	drama-AA7075	0.022
34.984	RFCU5	drama-AA7075	0.022
35.046	RFCU5	drama-AA7075	0.022
35.109	RFCU5	drama-AA7075	0.022
35.172	RFCU5	drama-AA7075	0.022
35.235	RFCU5	drama-AA7075	0.022
35.299	RFCU5	drama-AA7075	0.022
35.362	RFCU5	drama-AA7075	0.022
35.427	RFCU5	drama-AA7075	0.022
35.491	RFCU5	drama-AA7075	0.022
35.556	RFCU5	drama-AA7075	0.022
35.621	RFCU5	drama-AA7075	0.022
35.687	RFCU5	drama-AA7075	0.022
35.752	RFCU5	drama-AA7075	0.022
35.819	RFCU5	drama-AA7075	0.022
35.885	RFCU5	drama-AA7075	0.022
35.952	RFCU5	drama-AA7075	0.022
36.019	RFCU5	drama-AA7075	0.022
36.087	RFCU5	drama-AA7075	0.022
36.155	RFCU5	drama-AA7075	0.022
36.223	RFCU5	drama-AA7075	0.022
36.292	RFCU5	drama-AA7075	0.022
36.361	RFCU5	drama-AA7075	0.022
36.43	RFCU5	drama-AA7075	0.022
36.5	RFCU5	drama-AA7075	0.022
36.57	RFCU5	drama-AA7075	0.022
36.64	RFCU5	drama-AA7075	0.022
36.711	RFCU5	drama-AA7075	0.022
36.783	RFCU5	drama-AA7075	0.022
36.854	RFCU5	drama-AA7075	0.022
36.927	RFCU5	drama-AA7075	0.022
36.999	RFCU5	drama-AA7075	0.022
37.072	RFCU5	drama-AA7075	0.022
37.145	RFCU5	drama-AA7075	0.022
37.219	RFCU5	drama-AA7075	0.022
37.293	RFCU5	drama-AA7075	0.022
37.368	RFCU5	drama-AA7075	0.022
37.443	RFCU5	drama-AA7075	0.022
37.519	RFCU5	drama-AA7075	0.022
37.595	RFCU5	drama-AA7075	0.022
37.671	RFCU5	drama-AA7075	0.022
37.748	RFCU5	drama-AA7075	0.022
37.825	RFCU5	drama-AA7075	0.022
37.903	RFCU5	drama-AA7075	0.022
37.982	RFCU5	drama-AA7075	0.022
38.06	RFCU5	drama-AA7075	0.022
38.14	RFCU5	drama-AA7075	0.022
38.219	RFCU5	drama-AA7075	0.022
38.3	RFCU5	drama-AA7075	0.022
38.38	RFCU5	drama-AA7075	0.022
38.462	RFCU5	drama-AA7075	0.022
38.543	RFCU5	drama-AA7075	0.022
38.626	RFCU5	drama-AA7075	0.022
38.708	RFCU5	drama-AA7075	0.022
38.792	RFCU5	drama-AA7075	0.022
38.876	RFCU5	drama-AA7075	0.022
38.96	RFCU5	drama-AA7075	0.022
39.045	RFCU5	drama-AA7075	0.022
39.131	RFCU5	drama-AA7075	0.022
39.217	RFCU5	drama-AA7075	0.022
39.303	RFCU5	drama-AA7075	0.022
39.391	RFCU5	drama-AA7075	0.022
39.479	RFCU5	drama-AA7075	0.022
39.567	RFCU5	drama-AA7075	0.022
39.656	RFCU5	drama-AA7075	0.022
39.746	RFCU5	drama-AA7075	0.022
39.836	RFCU5	drama-AA7075	0.022
39.927	RFCU5	drama-AA7075	0.022
40.019	RFCU5	drama-AA7075	0.022
40.111	RFCU5	drama-AA7075	0.022
40.204	RFCU5	drama-AA7075	0.022
40.298	RFCU5	drama-AA7075	0.022
40.392	RFCU5	drama-AA7075	0.022
40.487	RFCU5	drama-AA7075	0.022
40.582	RFCU5	drama-AA7075	0.022
40.679	RFCU5	drama-AA7075	0.022
40.776	RFCU5	drama-AA7075	0.022
40.874	RFCU5	drama-AA7075	0.022
40.972	RFCU5	drama-AA7075	0.022
41.072	RFCU5	drama-AA7075	0.022
41.172	RFCU5	drama-AA7075	0.022
41.273	RFCU5	drama-AA7075	0.022
41.374	RFCU5	drama-AA7075	0.022
41.477	RFCU5	drama-AA7075	0.022
41.58	RFCU5	drama-AA7075	0.022
41.684	RFCU5	drama-AA7075	0.022
41.789	RFCU5	drama-AA7075	0.022
41.895	RFCU5	drama-AA7075	0.022
42.002	RFCU5	drama-AA7075	0.022
42.109	RFCU5	drama-AA7075	0.022
42.218	RFCU5	drama-AA7075	0.022
42.327	RFCU5	drama-AA7075	0.022
42.438	RFCU5	drama-AA7075	0.022
42.549	RFCU5	drama-AA7075	0.022
42.661	RFCU5	drama-AA7075	0.022
42.774	RFCU5	drama-AA7075	0.022
42.889	RFCU5	drama-AA7075	0.022
43.004	RFCU5	drama-AA7075	0.022
43.12	RFCU5	drama-AA7075	0.022
43.238	RFCU5	drama-AA7075	0.022
43.356	RFCU5	drama-AA7075	0.022
43.476	RFCU5	drama-AA7075	0.022
43.597	RFCU5	drama-AA7075	0.022
43.719	RFCU5	drama-AA7075	0.022
43.842	RFCU5	drama-AA7075	0.022
43.966	RFCU5	drama-AA7075	0.022
44.091	RFCU5	drama-AA7075	0.022
44.218	RFCU5	drama-AA7075	0.022
44.346	RFCU5	drama-AA7075	0.022
44.475	RFCU5	drama-AA7075	0.022
44.606	RFCU5	drama-AA7075	0.022
44.738	RFCU5	drama-AA7075	0.022
44.871	RFCU5	drama-AA7075	0.022
45.006	RFCU5	drama-AA7075	0.022
45.142	RFCU5	drama-AA7075	0.022
45.28	RFCU5	drama-AA7075	0.022
45.419	RFCU5	drama-AA7075	0.022
45.559	RFCU5	drama-AA7075	0.022
45.702	RFCU5	drama-AA7075	0.022
45.845	RFCU5	drama-AA7075	0.022
45.991	RFCU5	drama-AA7075	0.022
46.138	RFCU5	drama-AA7075	0.022
46.286	RFCU5	drama-AA7075	0.022
46.436	RFCU5	drama-AA7075	0.022
46.589	RFCU5	drama-AA7075	0.022
46.742	RFCU5	drama-AA7075	0.022
46.898	RFCU5	drama-AA7075	0.022
47.055	RFCU5	drama-AA7075	0.022
47.214	RFCU5	drama-AA7075	0.022
47.375	RFCU5	drama-AA7075	0.022
47.538	RFCU5	drama-AA7075	0.022
47.702	RFCU5	drama-AA7075	0.022
47.869	RFCU5	drama-AA7075	0.022
48.037	RFCU5	drama-AA7075	0.022
48.208	RFCU5	drama-AA7075	0.022
48.38	RFCU5	drama-AA7075	0.022
48.555	RFCU5	drama-AA7075	0.022
48.731	RFCU5	drama-AA7075	0.022
48.91	RFCU5	drama-AA7075	0.022
49.091	RFCU5	drama-AA7075	0.022
49.274	RFCU5	drama-AA7075	0.022
49.459	RFCU5	drama-AA7075	0.022
49.646	RFCU5	drama-AA7075	0.022
49.835	RFCU5	drama-AA7075	0.022
50.027	RFCU5	drama-AA7075	0.022
50.22	RFCU5	drama-AA7075	0.022
50.416	RFCU5	drama-AA7075	0.022
50.614	RFCU5	drama-AA7075	0.022
50.815	RFCU5	drama-AA7075	0.022
51.017	RFCU5	drama-AA7075	0.022
51.222	RFCU5	drama-AA7075	0.022
51.428	RFCU5	drama-AA7075	0.022
51.637	RFCU5	drama-AA7075	0.022
51.848	RFCU5	drama-AA7075	0.022
52.06	RFCU5	drama-AA7075	0.022
52.275	RFCU5	drama-AA7075	0.022
52.491	RFCU5	drama-AA7075	0.022
52.71	RFCU5	drama-AA7075	0.022
52.93	RFCU5	drama-AA7075	0.022
53.152	RFCU5	drama-AA7075	0.022
53.375	RFCU5	drama-AA7075	0.022
53.601	RFCU5	drama-AA7075	0.022
53.827	RFCU5	drama-AA7075	0.022
54.055	RFCU5	drama-AA7075	0.022
54.284	RFCU5	drama-AA7075	0.022
54.515	RFCU5	drama-AA7075	0.022
54.746	RFCU5	drama-AA7075	0.022
54.978	RFCU5	drama-AA7075	0.022
55.211	RFCU5	drama-AA7075	0.022
55.444	RFCU5	drama-AA7075	0.022
55.678	RFCU5	drama-AA7075	0.022
55.912	RFCU5	drama-AA7075	0.022
56.146	RFCU5	drama-AA7075	0.022
56.38	RFCU5	drama-AA7075	0.022
56.613	RFCU5	drama-AA7075	0.022
56.846	RFCU5	drama-AA7075	0.022
57.077	RFCU5	drama-AA7075	0.022
57.308	RFCU5	drama-AA7075	0.022
57.538	RFCU5	drama-AA7075	0.022
57.766	RFCU5	drama-AA7075	0.022
57.992	RFCU5	drama-AA7075	0.022
58.216	RFCU5	drama-AA7075	0.022
58.438	RFCU5	drama-AA7075	0.022
58.658	RFCU5	drama-AA7075	0.022
58.875	RFCU5	drama-AA7075	0.022
59.089	RFCU5	drama-AA7075	0.022
59.299	RFCU5	drama-AA7075	0.022
59.507	RFCU5	drama-AA7075	0.022
59.711	RFCU5	drama-AA7075	0.022
59.911	RFCU5	drama-AA7075	0.022
60.107	RFCU5	drama-AA7075	0.022
60.299	RFCU5	drama-AA7075	0.022
60.486	RFCU5	drama-AA7075	0.022
60.668	RFCU5	drama-AA7075	0.022
60.846	RFCU5	drama-AA7075	0.022
61.018	RFCU5	drama-AA7075	0.022
61.185	RFCU5	drama-AA7075	0.022
61.347	RFCU5	drama-AA7075	0.022
61.503	RFCU5	drama-AA7075	0.022
61.653	RFCU5	drama-AA7075	0.022
61.797	RFCU5	drama-AA7075	0.022
61.935	RFCU5	drama-AA7075	0.022
61.979	RFCU5	drama-AA7075	0.022
61.989	RFCU5	drama-AA7075	0.022
61.991	RFCU5	drama-AA7075	0.022
61.993	RFCU5	drama-AA7075	0.022
61.996	RFCU5	drama-AA7075	0.022
62.022	RFCU5	drama-AA7075	0.022
62.152	RFCU5	drama-AA7075	0.022
62.278	RFCU5	drama-AA7075	0.022
62.4	RFCU5	drama-AA7075	0.022
62.519	RFCU5	drama-AA7075	0.022
62.635	RFCU5	drama-AA7075	0.022
62.746	RFCU5	drama-AA7075	0.022
62.855	RFCU5	drama-AA7075	0.022
62.96	RFCU5	drama-AA7075	0.022
63.061	RFCU5	drama-AA7075	0.022
63.159	RFCU5	drama-AA7075	0.022
63.254	RFCU5	drama-AA7075	0.022
63.346	RFCU5	drama-AA7075	0.022
63.435	RFCU5	drama-AA7075	0.022
63.521	RFCU5	drama-AA7075	0.022
63.604	RFCU5	drama-AA7075	0.022
63.685	RFCU5	drama-AA7075	0.022
63.765	RFCU5	drama-AA7075	0.022
63.843	RFCU5	drama-AA7075	0.022
63.921	RFCU5	drama-AA7075	0.022
63.997	RFCU5	drama-AA7075	0.022
64.065	RFCU5	drama-AA7075	0.022
64.129	RFCU5	drama-AA7075	0.022
64.186	RFCU5	drama-AA7075	0.022
64.247	RFCU5	drama-AA7075	0.022
64.315	RFCU5	drama-AA7075	0.024
64.39	RFCU5	drama-AA7075	0.028
64.467	RFCU5	drama-AA7075	0.036
64.55	RFCU5	drama-AA7075	0.047
64.704	RFCU5	drama-AA7075	0.077
64.868	RFCU5	drama-AA7075	0.121
65.038	RFCU5	drama-AA7075	0.179
65.212	RFCU5	drama-AA7075	0.248
65.388	RFCU5	drama-AA7075	0.327
65.565	RFCU5	drama-AA7075	0.414
65.743	RFCU5	drama-AA7075	0.507
65.92	RFCU5	drama-AA7075	0.607
66.097	RFCU5	drama-AA7075	0.711
66.272	RFCU5	drama-AA7075	0.82
66.447	RFCU5	drama-AA7075	0.932
66.62	RFCU5	drama-AA7075	1.047
66.792	RFCU5	drama-AA7075	1.164
66.962	RFCU5	drama-AA7075	1.283
67.131	RFCU5	drama-AA7075	1.404
67.298	RFCU5	drama-AA7075	1.527
67.464	RFCU5	drama-AA7075	1.651
67.628	RFCU5	drama-AA7075	1.776
67.79	RFCU5	drama-AA7075	1.8
67.95	RFCU5	drama-AA7075	1.8
68.11	RFCU5	drama-AA7075	1.8
68.267	RFCU5	drama-AA7075	1.8
68.423	RFCU5	drama-AA7075	1.8
68.578	RFCU5	drama-AA7075	1.8
68.731	RFCU5	drama-AA7075	1.8
68.884	RFCU5	drama-AA7075	1.8
69.034	RFCU5	drama-AA7075	1.8
69.184	RFCU5	drama-AA7075	1.8
69.333	RFCU5	drama-AA7075	1.8
69.48	RFCU5	drama-AA7075	1.8
69.626	RFCU5	drama-AA7075	1.8
69.772	RFCU5	drama-AA7075	1.8
69.916	RFCU5	drama-AA7075	1.8
70.06	RFCU5	drama-AA7075	1.8
70.203	RFCU5	drama-AA7075	1.8
70.345	RFCU5	drama-AA7075	1.8
70.486	RFCU5	drama-AA7075	1.8
70.549	RFCU5	drama-AA7075	1.8
70.563	RFCU5	drama-AA7075	1.8
60.382	PCU	drama-AA7075	0.0
60.608	PCU	drama-AA7075	0.408
60.833	PCU	drama-AA7075	0.881
61.056	PCU	drama-AA7075	1.368
61.278	PCU	drama-AA7075	1.869
61.498	PCU	drama-AA7075	2.382
61.717	PCU	drama-AA7075	2.906
61.934	PCU	drama-AA7075	3.441
62.149	PCU	drama-AA7075	3.986
62.363	PCU	drama-AA7075	4.539
62.574	PCU	drama-AA7075	5.1
62.784	PCU	drama-AA7075	5.668
62.993	PCU	drama-AA7075	6.242
63.199	PCU	drama-AA7075	6.821
63.403	PCU	drama-AA7075	7.406
63.606	PCU	drama-AA7075	7.994
63.807	PCU	drama-AA7075	8.586
64.006	PCU	drama-AA7075	9.182
64.203	PCU	drama-AA7075	9.779
64.398	PCU	drama-AA7075	10.379
64.591	PCU	drama-AA7075	10.98
64.783	PCU	drama-AA7075	11.583
64.972	PCU	drama-AA7075	12.186
65.16	PCU	drama-AA7075	12.789
65.346	PCU	drama-AA7075	13.392
65.53	PCU	drama-AA7075	13.45
65.712	PCU	drama-AA7075	13.45
65.892	PCU	drama-AA7075	13.45
66.071	PCU	drama-AA7075	13.45
66.248	PCU	drama-AA7075	13.45
66.424	PCU	drama-AA7075	13.45
66.597	PCU	drama-AA7075	13.45
66.769	PCU	drama-AA7075	13.45
66.94	PCU	drama-AA7075	13.45
67.109	PCU	drama-AA7075	13.45
67.276	PCU	drama-AA7075	13.45
67.442	PCU	drama-AA7075	13.45
67.606	PCU	drama-AA7075	13.45
67.769	PCU	drama-AA7075	13.45
67.931	PCU	drama-AA7075	13.45
68.091	PCU	drama-AA7075	13.45
68.25	PCU	drama-AA7075	13.45
68.407	PCU	drama-AA7075	13.45
68.563	PCU	drama-AA7075	13.45
68.718	PCU	drama-AA7075	13.45
68.872	PCU	drama-AA7075	13.45
69.024	PCU	drama-AA7075	13.45
69.175	PCU	drama-AA7075	13.45
69.325	PCU	drama-AA7075	13.45
69.474	PCU	drama-AA7075	13.45
69.622	PCU	drama-AA7075	13.45
69.768	PCU	drama-AA7075	13.45
69.914	PCU	drama-AA7075	13.45
70.058	PCU	drama-AA7075	13.45
70.202	PCU	drama-AA7075	13.45
70.344	PCU	drama-AA7075	13.45
70.486	PCU	drama-AA7075	13.45
70.549	PCU	drama-AA7075	13.45
70.563	PCU	drama-AA7075	13.45
73.136	EIU-Internal	drama-El-Mat	0.0
73.279	EIU-Internal	drama-El-Mat	0.843
73.424	EIU-Internal	drama-El-Mat	4.49
73.567	EIU-Internal	drama-El-Mat	8.184
73.71	EIU-Internal	drama-El-Mat	11.886
73.851	EIU-Internal	drama-El-Mat	12.67
73.99	EIU-Internal	drama-El-Mat	12.67
74.129	EIU-Internal	drama-El-Mat	12.67
74.266	EIU-Internal	drama-El-Mat	12.67
74.401	EIU-Internal	drama-El-Mat	12.67
74.536	EIU-Internal	drama-El-Mat	12.67
74.669	EIU-Internal	drama-El-Mat	12.67
74.801	EIU-Internal	drama-El-Mat	12.67
74.931	EIU-Internal	drama-El-Mat	12.67
75.061	EIU-Internal	drama-El-Mat	12.67
75.189	EIU-Internal	drama-El-Mat	12.67
75.316	EIU-Internal	drama-El-Mat	12.67
75.443	EIU-Internal	drama-El-Mat	12.67
75.568	EIU-Internal	drama-El-Mat	12.67
75.692	EIU-Internal	drama-El-Mat	12.67
75.815	EIU-Internal	drama-El-Mat	12.67
75.937	EIU-Internal	drama-El-Mat	12.67
76.058	EIU-Internal	drama-El-Mat	12.67
76.178	EIU-Internal	drama-El-Mat	12.67
76.232	EIU-Internal	drama-El-Mat	12.67
76.244	EIU-Internal	drama-El-Mat	12.67
61.254	ASCATDPU1-internal	drama-El-Mat	0.0
61.465	ASCATDPU1-internal	drama-El-Mat	0.481
61.678	ASCATDPU1-internal	drama-El-Mat	1.479
61.89	ASCATDPU1-internal	drama-El-Mat	1.76
62.099	ASCATDPU1-internal	drama-El-Mat	1.76
62.307	ASCATDPU1-internal	drama-El-Mat	1.76
62.513	ASCATDPU1-internal	drama-El-Mat	1.76
62.717	ASCATDPU1-internal	drama-El-Mat	1.76
62.92	ASCATDPU1-internal	drama-El-Mat	1.76
63.121	ASCATDPU1-internal	drama-El-Mat	1.76
63.32	ASCATDPU1-internal	drama-El-Mat	1.76
63.41	ASCATDPU1-internal	drama-El-Mat	1.76
63.429	ASCATDPU1-internal	drama-El-Mat	1.76
63.326	Battery3-Internal	drama-Bat-NiCd	0.033
63.342	Battery3-Internal	drama-Bat-NiCd	0.033
63.358	Battery3-Internal	drama-Bat-NiCd	0.036
63.376	Battery3-Internal	drama-Bat-NiCd	0.052
63.403	Battery3-Internal	drama-Bat-NiCd	0.095
63.446	Battery3-Internal	drama-Bat-NiCd	0.198
63.607	Battery3-Internal	drama-Bat-NiCd	0.696
63.775	Battery3-Internal	drama-Bat-NiCd	1.365
63.945	Battery3-Internal	drama-Bat-NiCd	2.14
64.117	Battery3-Internal	drama-Bat-NiCd	2.987
64.289	Battery3-Internal	drama-Bat-NiCd	3.887
64.46	Battery3-Internal	drama-Bat-NiCd	4.826
64.631	Battery3-Internal	drama-Bat-NiCd	5.796
64.801	Battery3-Internal	drama-Bat-NiCd	6.789
64.97	Battery3-Internal	drama-Bat-NiCd	7.8
65.139	Battery3-Internal	drama-Bat-NiCd	8.825
65.306	Battery3-Internal	drama-Bat-NiCd	9.861
65.473	Battery3-Internal	drama-Bat-NiCd	10.905
65.638	Battery3-Internal	drama-Bat-NiCd	11.954
65.802	Battery3-Internal	drama-Bat-NiCd	13.008
65.966	Battery3-Internal	drama-Bat-NiCd	14.063
66.128	Battery3-Internal	drama-Bat-NiCd	15.12
66.289	Battery3-Internal	drama-Bat-NiCd	16.176
66.448	Battery3-Internal	drama-Bat-NiCd	17.231
66.607	Battery3-Internal	drama-Bat-NiCd	18.284
66.765	Battery3-Internal	drama-Bat-NiCd	19.335
66.922	Battery3-Internal	drama-Bat-NiCd	20.381
67.077	Battery3-Internal	drama-Bat-NiCd	21.424
67.232	Battery3-Internal	drama-Bat-NiCd	22.463
67.385	Battery3-Internal	drama-Bat-NiCd	23.496
67.537	Battery3-Internal	drama-Bat-NiCd	24.524
67.689	Battery3-Internal	drama-Bat-NiCd	25.546
67.839	Battery3-Internal	drama-Bat-NiCd	26.563
67.988	Battery3-Internal	drama-Bat-NiCd	27.573
68.137	Battery3-Internal	drama-Bat-NiCd	28.577
68.284	Battery3-Internal	drama-Bat-NiCd	29.574
68.43	Battery3-Internal	drama-Bat-NiCd	30.565
68.576	Battery3-Internal	drama-Bat-NiCd	31.548
68.72	Battery3-Internal	drama-Bat-NiCd	32.525
68.864	Battery3-Internal	drama-Bat-NiCd	33.494
69.006	Battery3-Internal	drama-Bat-NiCd	34.457
69.148	Battery3-Internal	drama-Bat-NiCd	35.412
69.288	Battery3-Internal	drama-Bat-NiCd	36.359
69.428	Battery3-Internal	drama-Bat-NiCd	37.299
69.567	Battery3-Internal	drama-Bat-NiCd	38.232
69.705	Battery3-Internal	drama-Bat-NiCd	38.26
69.842	Battery3-Internal	drama-Bat-NiCd	38.26
69.978	Battery3-Internal	drama-Bat-NiCd	38.26
70.113	Battery3-Internal	drama-Bat-NiCd	38.26
70.247	Battery3-Internal	drama-Bat-NiCd	38.26
70.381	Battery3-Internal	drama-Bat-NiCd	38.26
70.513	Battery3-Internal	drama-Bat-NiCd	38.26
70.645	Battery3-Internal	drama-Bat-NiCd	38.26
70.776	Battery3-Internal	drama-Bat-NiCd	38.26
70.906	Battery3-Internal	drama-Bat-NiCd	38.26
71.036	Battery3-Internal	drama-Bat-NiCd	38.26
71.164	Battery3-Internal	drama-Bat-NiCd	38.26
71.292	Battery3-Internal	drama-Bat-NiCd	38.26
71.419	Battery3-Internal	drama-Bat-NiCd	38.26
71.546	Battery3-Internal	drama-Bat-NiCd	38.26
71.671	Battery3-Internal	drama-Bat-NiCd	38.26
71.796	Battery3-Internal	drama-Bat-NiCd	38.26
71.92	Battery3-Internal	drama-Bat-NiCd	38.26
72.043	Battery3-Internal	drama-Bat-NiCd	38.26
72.166	Battery3-Internal	drama-Bat-NiCd	38.26
72.288	Battery3-Internal	drama-Bat-NiCd	38.26
72.409	Battery3-Internal	drama-Bat-NiCd	38.26
72.529	Battery3-Internal	drama-Bat-NiCd	38.26
72.649	Battery3-Internal	drama-Bat-NiCd	38.26
72.768	Battery3-Internal	drama-Bat-NiCd	38.26
72.887	Battery3-Internal	drama-Bat-NiCd	38.26
73.004	Battery3-Internal	drama-Bat-NiCd	38.26
73.122	Battery3-Internal	drama-Bat-NiCd	38.26
73.238	Battery3-Internal	drama-Bat-NiCd	38.26
73.354	Battery3-Internal	drama-Bat-NiCd	38.26
73.469	Battery3-Internal	drama-Bat-NiCd	38.26
73.584	Battery3-Internal	drama-Bat-NiCd	38.26
73.698	Battery3-Internal	drama-Bat-NiCd	38.26
73.811	Battery3-Internal	drama-Bat-NiCd	38.26
73.924	Battery3-Internal	drama-Bat-NiCd	38.26
74.036	Battery3-Internal	drama-Bat-NiCd	38.26
74.147	Battery3-Internal	drama-Bat-NiCd	38.26
74.258	Battery3-Internal	drama-Bat-NiCd	38.26
74.369	Battery3-Internal	drama-Bat-NiCd	38.26
74.478	Battery3-Internal	drama-Bat-NiCd	38.26
74.588	Battery3-Internal	drama-Bat-NiCd	38.26
74.696	Battery3-Internal	drama-Bat-NiCd	38.26
74.805	Battery3-Internal	drama-Bat-NiCd	38.26
74.912	Battery3-Internal	drama-Bat-NiCd	38.26
75.019	Battery3-Internal	drama-Bat-NiCd	38.26
