Altitude (km)	Group	Matériau	Mass (kg)
75.58933333333333	0.000000kg_drama-AA7075	drama-AA7075	174.9889802195328
75.88111111111111	0.000000kg_drama-AA7075	drama-AA7075	178.28017661492288
76.17288888888888	0.000000kg_drama-AA7075	drama-AA7075	182.46896742515221
76.46466666666666	0.000000kg_drama-AA7075	drama-AA7075	187.18230383573055
76.75644444444444	0.000000kg_drama-AA7075	drama-AA7075	192.3737949746889
77.04822222222222	0.000000kg_drama-AA7075	drama-AA7075	197.59113844132466
77.34	0.000000kg_drama-AA7075	drama-AA7075	203.74784653945136
77.63177777777777	0.000000kg_drama-AA7075	drama-AA7075	211.00416222364186
77.92355555555555	0.000000kg_drama-AA7075	drama-AA7075	219.47056053731475
78.21533333333333	0.000000kg_drama-AA7075	drama-AA7075	228.26293153661797
78.5071111111111	0.000000kg_drama-AA7075	drama-AA7075	237.13482529790645
78.79888888888888	0.000000kg_drama-AA7075	drama-AA7075	248.0262529544915
79.09066666666666	0.000000kg_drama-AA7075	drama-AA7075	261.61297096072747
79.38244444444445	0.000000kg_drama-AA7075	drama-AA7075	275.35445432787327
79.67422222222223	0.000000kg_drama-AA7075	drama-AA7075	289.1861685023929
79.966	0.000000kg_drama-AA7075	drama-AA7075	302.7597420977749
80.25777777777778	0.000000kg_drama-AA7075	drama-AA7075	316.0375644534962
80.54955555555556	0.000000kg_drama-AA7075	drama-AA7075	328.8003357448379
80.84133333333332	0.000000kg_drama-AA7075	drama-AA7075	340.07851004295145
81.1331111111111	0.000000kg_drama-AA7075	drama-AA7075	350.04552101227563
81.42488888888889	0.000000kg_drama-AA7075	drama-AA7075	359.28288832088754
81.71666666666667	0.000000kg_drama-AA7075	drama-AA7075	368.1828389973123
82.00844444444444	0.000000kg_drama-AA7075	drama-AA7075	377.4226401464071
82.30022222222222	0.000000kg_drama-AA7075	drama-AA7075	384.2092011164138
82.592	0.000000kg_drama-AA7075	drama-AA7075	389.04807078862194
82.88377777777777	0.000000kg_drama-AA7075	drama-AA7075	394.674018467656
83.17555555555555	0.000000kg_drama-AA7075	drama-AA7075	400.27717855002504
83.46733333333333	0.000000kg_drama-AA7075	drama-AA7075	405.55934002662445
83.75911111111111	0.000000kg_drama-AA7075	drama-AA7075	410.2694837710042
84.05088888888889	0.000000kg_drama-AA7075	drama-AA7075	415.0194825334165
84.34266666666666	0.000000kg_drama-AA7075	drama-AA7075	419.3583882873262
84.63444444444444	0.000000kg_drama-AA7075	drama-AA7075	420.7916999999998
84.92622222222222	0.000000kg_drama-AA7075	drama-AA7075	422.0448975468974
85.21799999999999	0.000000kg_drama-AA7075	drama-AA7075	422.6799999999999
85.50977777777777	0.000000kg_drama-AA7075	drama-AA7075	422.6799999999999
85.80155555555555	0.000000kg_drama-AA7075	drama-AA7075	422.6799999999999
86.09333333333333	0.000000kg_drama-AA7075	drama-AA7075	422.6799999999999
86.38511111111112	0.000000kg_drama-AA7075	drama-AA7075	422.6799999999999
86.67688888888888	0.000000kg_drama-AA7075	drama-AA7075	422.6799999999999
86.96866666666666	0.000000kg_drama-AA7075	drama-AA7075	422.6799999999999
87.26044444444443	0.000000kg_drama-AA7075	drama-AA7075	422.6799999999999
87.55222222222221	0.000000kg_drama-AA7075	drama-AA7075	422.6799999999999
87.844	0.000000kg_drama-AA7075	drama-AA7075	422.6799999999999
57.364	0.000000kg_drama-El-Mat	drama-El-Mat	0.0
57.596272727272726	0.000000kg_drama-El-Mat	drama-El-Mat	2.687610400873502
57.82854545454545	0.000000kg_drama-El-Mat	drama-El-Mat	7.72368801935865
58.06081818181818	0.000000kg_drama-El-Mat	drama-El-Mat	13.80401396758321
58.29309090909091	0.000000kg_drama-El-Mat	drama-El-Mat	19.168873800111527
58.525363636363636	0.000000kg_drama-El-Mat	drama-El-Mat	21.85331612420501
58.75763636363636	0.000000kg_drama-El-Mat	drama-El-Mat	22.24
58.98990909090909	0.000000kg_drama-El-Mat	drama-El-Mat	22.600765318382038
59.22218181818182	0.000000kg_drama-El-Mat	drama-El-Mat	23.383456547857424
59.454454545454546	0.000000kg_drama-El-Mat	drama-El-Mat	24.209481212121208
59.68672727272727	0.000000kg_drama-El-Mat	drama-El-Mat	24.389999999999997
59.919	0.000000kg_drama-El-Mat	drama-El-Mat	24.389999999999997
60.151272727272726	0.000000kg_drama-El-Mat	drama-El-Mat	25.009483141271872
60.38354545454545	0.000000kg_drama-El-Mat	drama-El-Mat	25.855213804713777
60.61581818181818	0.000000kg_drama-El-Mat	drama-El-Mat	26.02
60.84809090909091	0.000000kg_drama-El-Mat	drama-El-Mat	26.02
61.080363636363636	0.000000kg_drama-El-Mat	drama-El-Mat	26.02
61.31263636363636	0.000000kg_drama-El-Mat	drama-El-Mat	27.167883271307588
61.54490909090909	0.000000kg_drama-El-Mat	drama-El-Mat	30.511249449302372
61.777181818181816	0.000000kg_drama-El-Mat	drama-El-Mat	32.79092538593481
62.009454545454545	0.000000kg_drama-El-Mat	drama-El-Mat	33.089999999999996
62.24172727272727	0.000000kg_drama-El-Mat	drama-El-Mat	33.089999999999996
62.474	0.000000kg_drama-El-Mat	drama-El-Mat	33.089999999999996
62.706272727272726	0.000000kg_drama-El-Mat	drama-El-Mat	33.089999999999996
62.93854545454545	0.000000kg_drama-El-Mat	drama-El-Mat	33.089999999999996
63.17081818181818	0.000000kg_drama-El-Mat	drama-El-Mat	33.089999999999996
63.403090909090906	0.000000kg_drama-El-Mat	drama-El-Mat	33.089999999999996
63.635363636363635	0.000000kg_drama-El-Mat	drama-El-Mat	33.089999999999996
63.86763636363636	0.000000kg_drama-El-Mat	drama-El-Mat	33.089999999999996
64.0999090909091	0.000000kg_drama-El-Mat	drama-El-Mat	33.089999999999996
64.33218181818181	0.000000kg_drama-El-Mat	drama-El-Mat	33.089999999999996
64.56445454545454	0.000000kg_drama-El-Mat	drama-El-Mat	33.089999999999996
64.79672727272727	0.000000kg_drama-El-Mat	drama-El-Mat	33.089999999999996
65.029	0.000000kg_drama-El-Mat	drama-El-Mat	33.089999999999996
65.26127272727273	0.000000kg_drama-El-Mat	drama-El-Mat	33.089999999999996
65.49354545454545	0.000000kg_drama-El-Mat	drama-El-Mat	33.089999999999996
65.72581818181818	0.000000kg_drama-El-Mat	drama-El-Mat	33.089999999999996
65.95809090909091	0.000000kg_drama-El-Mat	drama-El-Mat	33.089999999999996
66.19036363636363	0.000000kg_drama-El-Mat	drama-El-Mat	33.089999999999996
66.42263636363636	0.000000kg_drama-El-Mat	drama-El-Mat	33.089999999999996
66.65490909090909	0.000000kg_drama-El-Mat	drama-El-Mat	33.089999999999996
66.88718181818182	0.000000kg_drama-El-Mat	drama-El-Mat	33.089999999999996
67.11945454545454	0.000000kg_drama-El-Mat	drama-El-Mat	33.089999999999996
67.35172727272727	0.000000kg_drama-El-Mat	drama-El-Mat	33.089999999999996
67.584	0.000000kg_drama-El-Mat	drama-El-Mat	33.089999999999996
67.81627272727272	0.000000kg_drama-El-Mat	drama-El-Mat	33.089999999999996
68.04854545454545	0.000000kg_drama-El-Mat	drama-El-Mat	33.089999999999996
68.28081818181818	0.000000kg_drama-El-Mat	drama-El-Mat	33.089999999999996
68.5130909090909	0.000000kg_drama-El-Mat	drama-El-Mat	33.089999999999996
68.74536363636363	0.000000kg_drama-El-Mat	drama-El-Mat	33.089999999999996
68.97763636363636	0.000000kg_drama-El-Mat	drama-El-Mat	33.089999999999996
69.2099090909091	0.000000kg_drama-El-Mat	drama-El-Mat	33.089999999999996
69.44218181818181	0.000000kg_drama-El-Mat	drama-El-Mat	33.089999999999996
69.67445454545454	0.000000kg_drama-El-Mat	drama-El-Mat	33.089999999999996
69.90672727272727	0.000000kg_drama-El-Mat	drama-El-Mat	33.089999999999996
70.139	0.000000kg_drama-El-Mat	drama-El-Mat	33.089999999999996
70.37127272727272	0.000000kg_drama-El-Mat	drama-El-Mat	33.089999999999996
70.60354545454545	0.000000kg_drama-El-Mat	drama-El-Mat	33.089999999999996
70.83581818181818	0.000000kg_drama-El-Mat	drama-El-Mat	33.089999999999996
71.0680909090909	0.000000kg_drama-El-Mat	drama-El-Mat	33.089999999999996
71.30036363636363	0.000000kg_drama-El-Mat	drama-El-Mat	34.43074344673715
71.53263636363636	0.000000kg_drama-El-Mat	drama-El-Mat	40.90617508417488
71.76490909090909	0.000000kg_drama-El-Mat	drama-El-Mat	51.548555081065025
71.99718181818182	0.000000kg_drama-El-Mat	drama-El-Mat	63.20302899884922
72.22945454545454	0.000000kg_drama-El-Mat	drama-El-Mat	72.23406679910273
72.46172727272727	0.000000kg_drama-El-Mat	drama-El-Mat	84.22568576877686
72.69399999999999	0.000000kg_drama-El-Mat	drama-El-Mat	95.17126805711034
72.92627272727272	0.000000kg_drama-El-Mat	drama-El-Mat	103.66619467720658
73.15854545454545	0.000000kg_drama-El-Mat	drama-El-Mat	104.98290781945325
73.39081818181818	0.000000kg_drama-El-Mat	drama-El-Mat	108.50542006269568
73.6230909090909	0.000000kg_drama-El-Mat	drama-El-Mat	114.48608773045144
73.85536363636363	0.000000kg_drama-El-Mat	drama-El-Mat	117.52
74.08763636363636	0.000000kg_drama-El-Mat	drama-El-Mat	117.52
74.31990909090908	0.000000kg_drama-El-Mat	drama-El-Mat	117.52
74.55218181818182	0.000000kg_drama-El-Mat	drama-El-Mat	117.52
74.78445454545454	0.000000kg_drama-El-Mat	drama-El-Mat	118.91513131313123
75.01672727272727	0.000000kg_drama-El-Mat	drama-El-Mat	125.35108950767031
75.249	0.000000kg_drama-El-Mat	drama-El-Mat	134.37813251922185
75.48127272727272	0.000000kg_drama-El-Mat	drama-El-Mat	137.47095316804408
75.71354545454545	0.000000kg_drama-El-Mat	drama-El-Mat	140.08409573002757
75.94581818181817	0.000000kg_drama-El-Mat	drama-El-Mat	142.35637202797201
76.17809090909091	0.000000kg_drama-El-Mat	drama-El-Mat	142.43
76.41036363636363	0.000000kg_drama-El-Mat	drama-El-Mat	142.43
76.64263636363636	0.000000kg_drama-El-Mat	drama-El-Mat	142.7187723636363
76.87490909090909	0.000000kg_drama-El-Mat	drama-El-Mat	144.6180820399113
77.10718181818181	0.000000kg_drama-El-Mat	drama-El-Mat	145.24
77.33945454545454	0.000000kg_drama-El-Mat	drama-El-Mat	145.24
77.57172727272726	0.000000kg_drama-El-Mat	drama-El-Mat	145.24
77.804	0.000000kg_drama-El-Mat	drama-El-Mat	145.24
78.03627272727272	0.000000kg_drama-El-Mat	drama-El-Mat	145.24
78.26854545454545	0.000000kg_drama-El-Mat	drama-El-Mat	145.24
78.50081818181818	0.000000kg_drama-El-Mat	drama-El-Mat	145.24
78.7330909090909	0.000000kg_drama-El-Mat	drama-El-Mat	145.76000000000002
78.96536363636363	0.000000kg_drama-El-Mat	drama-El-Mat	150.66181478334747
79.19763636363636	0.000000kg_drama-El-Mat	drama-El-Mat	152.32000000000002
79.42990909090909	0.000000kg_drama-El-Mat	drama-El-Mat	152.32000000000002
79.6621818181818	0.000000kg_drama-El-Mat	drama-El-Mat	152.32000000000002
79.89445454545454	0.000000kg_drama-El-Mat	drama-El-Mat	152.32000000000002
80.12672727272727	0.000000kg_drama-El-Mat	drama-El-Mat	152.32000000000002
80.359	0.000000kg_drama-El-Mat	drama-El-Mat	152.32000000000002
0.0	0.352000kg_drama-AA7075	drama-AA7075	0.704
0.7127575757575758	0.352000kg_drama-AA7075	drama-AA7075	0.704
1.4255151515151516	0.352000kg_drama-AA7075	drama-AA7075	0.704
2.1382727272727275	0.352000kg_drama-AA7075	drama-AA7075	0.704
2.8510303030303032	0.352000kg_drama-AA7075	drama-AA7075	0.704
3.563787878787879	0.352000kg_drama-AA7075	drama-AA7075	0.704
4.276545454545455	0.352000kg_drama-AA7075	drama-AA7075	0.704
4.989303030303031	0.352000kg_drama-AA7075	drama-AA7075	0.704
5.7020606060606065	0.352000kg_drama-AA7075	drama-AA7075	0.704
6.414818181818182	0.352000kg_drama-AA7075	drama-AA7075	0.704
7.127575757575758	0.352000kg_drama-AA7075	drama-AA7075	0.704
7.840333333333334	0.352000kg_drama-AA7075	drama-AA7075	0.704
8.55309090909091	0.352000kg_drama-AA7075	drama-AA7075	0.704
9.265848484848485	0.352000kg_drama-AA7075	drama-AA7075	0.704
9.978606060606062	0.352000kg_drama-AA7075	drama-AA7075	0.704
10.691363636363636	0.352000kg_drama-AA7075	drama-AA7075	0.704
11.404121212121213	0.352000kg_drama-AA7075	drama-AA7075	0.704
12.11687878787879	0.352000kg_drama-AA7075	drama-AA7075	0.704
12.829636363636364	0.352000kg_drama-AA7075	drama-AA7075	0.704
13.542393939393941	0.352000kg_drama-AA7075	drama-AA7075	0.704
14.255151515151516	0.352000kg_drama-AA7075	drama-AA7075	0.704
14.967909090909092	0.352000kg_drama-AA7075	drama-AA7075	0.704
15.680666666666667	0.352000kg_drama-AA7075	drama-AA7075	0.704
16.393424242424242	0.352000kg_drama-AA7075	drama-AA7075	0.704
17.10618181818182	0.352000kg_drama-AA7075	drama-AA7075	0.704
17.818939393939395	0.352000kg_drama-AA7075	drama-AA7075	0.704
18.53169696969697	0.352000kg_drama-AA7075	drama-AA7075	0.704
19.24445454545455	0.352000kg_drama-AA7075	drama-AA7075	0.704
19.957212121212123	0.352000kg_drama-AA7075	drama-AA7075	0.704
20.669969696969698	0.352000kg_drama-AA7075	drama-AA7075	0.704
21.382727272727273	0.352000kg_drama-AA7075	drama-AA7075	0.704
22.09548484848485	0.352000kg_drama-AA7075	drama-AA7075	0.704
22.808242424242426	0.352000kg_drama-AA7075	drama-AA7075	0.704
23.521	0.352000kg_drama-AA7075	drama-AA7075	0.704
24.23375757575758	0.352000kg_drama-AA7075	drama-AA7075	0.704
24.946515151515154	0.352000kg_drama-AA7075	drama-AA7075	0.704
25.65927272727273	0.352000kg_drama-AA7075	drama-AA7075	0.704
26.372030303030304	0.352000kg_drama-AA7075	drama-AA7075	0.704
27.084787878787882	0.352000kg_drama-AA7075	drama-AA7075	0.704
27.797545454545457	0.352000kg_drama-AA7075	drama-AA7075	0.704
28.51030303030303	0.352000kg_drama-AA7075	drama-AA7075	0.704
29.22306060606061	0.352000kg_drama-AA7075	drama-AA7075	0.704
29.935818181818185	0.352000kg_drama-AA7075	drama-AA7075	0.704
30.64857575757576	0.352000kg_drama-AA7075	drama-AA7075	0.704
31.361333333333334	0.352000kg_drama-AA7075	drama-AA7075	0.704
32.07409090909091	0.352000kg_drama-AA7075	drama-AA7075	0.704
32.786848484848484	0.352000kg_drama-AA7075	drama-AA7075	0.704
33.49960606060606	0.352000kg_drama-AA7075	drama-AA7075	0.704
34.21236363636364	0.352000kg_drama-AA7075	drama-AA7075	0.704
34.92512121212121	0.352000kg_drama-AA7075	drama-AA7075	0.704
35.63787878787879	0.352000kg_drama-AA7075	drama-AA7075	0.704
36.35063636363637	0.352000kg_drama-AA7075	drama-AA7075	0.704
37.06339393939394	0.352000kg_drama-AA7075	drama-AA7075	0.704
37.77615151515152	0.352000kg_drama-AA7075	drama-AA7075	0.704
38.4889090909091	0.352000kg_drama-AA7075	drama-AA7075	0.704
39.20166666666667	0.352000kg_drama-AA7075	drama-AA7075	0.704
39.914424242424246	0.352000kg_drama-AA7075	drama-AA7075	0.704
40.627181818181825	0.352000kg_drama-AA7075	drama-AA7075	0.704
41.339939393939396	0.352000kg_drama-AA7075	drama-AA7075	0.704
42.052696969696974	0.352000kg_drama-AA7075	drama-AA7075	0.704
42.765454545454546	0.352000kg_drama-AA7075	drama-AA7075	0.704
43.478212121212124	0.352000kg_drama-AA7075	drama-AA7075	0.704
44.1909696969697	0.352000kg_drama-AA7075	drama-AA7075	0.704
44.903727272727274	0.352000kg_drama-AA7075	drama-AA7075	0.704
45.61648484848485	0.352000kg_drama-AA7075	drama-AA7075	0.704
46.32924242424243	0.352000kg_drama-AA7075	drama-AA7075	0.704
47.042	0.352000kg_drama-AA7075	drama-AA7075	0.704
47.75475757575758	0.352000kg_drama-AA7075	drama-AA7075	0.704
48.46751515151516	0.352000kg_drama-AA7075	drama-AA7075	0.704
49.18027272727273	0.352000kg_drama-AA7075	drama-AA7075	0.704
49.89303030303031	0.352000kg_drama-AA7075	drama-AA7075	0.704
50.60578787878788	0.352000kg_drama-AA7075	drama-AA7075	0.704
51.31854545454546	0.352000kg_drama-AA7075	drama-AA7075	0.704
52.031303030303036	0.352000kg_drama-AA7075	drama-AA7075	0.704
52.74406060606061	0.352000kg_drama-AA7075	drama-AA7075	0.704
53.456818181818186	0.352000kg_drama-AA7075	drama-AA7075	0.704
54.169575757575764	0.352000kg_drama-AA7075	drama-AA7075	0.704
54.882333333333335	0.352000kg_drama-AA7075	drama-AA7075	0.704
55.595090909090914	0.352000kg_drama-AA7075	drama-AA7075	0.704
56.30784848484849	0.352000kg_drama-AA7075	drama-AA7075	0.704
57.02060606060606	0.352000kg_drama-AA7075	drama-AA7075	0.704
57.73336363636364	0.352000kg_drama-AA7075	drama-AA7075	0.704
58.44612121212122	0.352000kg_drama-AA7075	drama-AA7075	0.704
59.15887878787879	0.352000kg_drama-AA7075	drama-AA7075	0.704
59.87163636363637	0.352000kg_drama-AA7075	drama-AA7075	0.7511666666666674
60.58439393939394	0.352000kg_drama-AA7075	drama-AA7075	0.9341736722059295
61.29715151515152	0.352000kg_drama-AA7075	drama-AA7075	1.3500940012368599
62.0099090909091	0.352000kg_drama-AA7075	drama-AA7075	2.0532905525846803
62.72266666666667	0.352000kg_drama-AA7075	drama-AA7075	3.044747967479675
63.43542424242425	0.352000kg_drama-AA7075	drama-AA7075	4.2961633079564185
64.14818181818183	0.352000kg_drama-AA7075	drama-AA7075	5.769762167125825
64.8609393939394	0.352000kg_drama-AA7075	drama-AA7075	7.4294343434343695
65.57369696969697	0.352000kg_drama-AA7075	drama-AA7075	9.249472332015817
66.28645454545455	0.352000kg_drama-AA7075	drama-AA7075	10.6
66.99921212121212	0.352000kg_drama-AA7075	drama-AA7075	10.6
67.7119696969697	0.352000kg_drama-AA7075	drama-AA7075	10.6
68.42472727272728	0.352000kg_drama-AA7075	drama-AA7075	10.6
69.13748484848486	0.352000kg_drama-AA7075	drama-AA7075	10.6
69.85024242424242	0.352000kg_drama-AA7075	drama-AA7075	10.6
70.563	0.352000kg_drama-AA7075	drama-AA7075	10.6
0.468	0.059000kg_drama-AA7075	drama-AA7075	0.118
1.176030303030303	0.059000kg_drama-AA7075	drama-AA7075	0.118
1.884060606060606	0.059000kg_drama-AA7075	drama-AA7075	0.118
2.592090909090909	0.059000kg_drama-AA7075	drama-AA7075	0.118
3.300121212121212	0.059000kg_drama-AA7075	drama-AA7075	0.118
4.008151515151515	0.059000kg_drama-AA7075	drama-AA7075	0.118
4.716181818181818	0.059000kg_drama-AA7075	drama-AA7075	0.118
5.424212121212121	0.059000kg_drama-AA7075	drama-AA7075	0.118
6.132242424242424	0.059000kg_drama-AA7075	drama-AA7075	0.118
6.840272727272727	0.059000kg_drama-AA7075	drama-AA7075	0.118
7.54830303030303	0.059000kg_drama-AA7075	drama-AA7075	0.118
8.256333333333334	0.059000kg_drama-AA7075	drama-AA7075	0.118
8.964363636363636	0.059000kg_drama-AA7075	drama-AA7075	0.118
9.672393939393938	0.059000kg_drama-AA7075	drama-AA7075	0.118
10.380424242424242	0.059000kg_drama-AA7075	drama-AA7075	0.118
11.088454545454546	0.059000kg_drama-AA7075	drama-AA7075	0.118
11.796484848484848	0.059000kg_drama-AA7075	drama-AA7075	0.118
12.50451515151515	0.059000kg_drama-AA7075	drama-AA7075	0.118
13.212545454545454	0.059000kg_drama-AA7075	drama-AA7075	0.118
13.920575757575758	0.059000kg_drama-AA7075	drama-AA7075	0.118
14.62860606060606	0.059000kg_drama-AA7075	drama-AA7075	0.118
15.336636363636362	0.059000kg_drama-AA7075	drama-AA7075	0.118
16.044666666666668	0.059000kg_drama-AA7075	drama-AA7075	0.118
16.75269696969697	0.059000kg_drama-AA7075	drama-AA7075	0.118
17.460727272727272	0.059000kg_drama-AA7075	drama-AA7075	0.118
18.168757575757574	0.059000kg_drama-AA7075	drama-AA7075	0.118
18.876787878787876	0.059000kg_drama-AA7075	drama-AA7075	0.118
19.584818181818182	0.059000kg_drama-AA7075	drama-AA7075	0.118
20.292848484848484	0.059000kg_drama-AA7075	drama-AA7075	0.118
21.000878787878786	0.059000kg_drama-AA7075	drama-AA7075	0.118
21.708909090909092	0.059000kg_drama-AA7075	drama-AA7075	0.118
22.416939393939394	0.059000kg_drama-AA7075	drama-AA7075	0.118
23.124969696969696	0.059000kg_drama-AA7075	drama-AA7075	0.118
23.833	0.059000kg_drama-AA7075	drama-AA7075	0.118
24.5410303030303	0.059000kg_drama-AA7075	drama-AA7075	0.118
25.249060606060606	0.059000kg_drama-AA7075	drama-AA7075	0.118
25.95709090909091	0.059000kg_drama-AA7075	drama-AA7075	0.118
26.66512121212121	0.059000kg_drama-AA7075	drama-AA7075	0.118
27.373151515151516	0.059000kg_drama-AA7075	drama-AA7075	0.118
28.08118181818182	0.059000kg_drama-AA7075	drama-AA7075	0.118
28.78921212121212	0.059000kg_drama-AA7075	drama-AA7075	0.118
29.497242424242422	0.059000kg_drama-AA7075	drama-AA7075	0.118
30.205272727272725	0.059000kg_drama-AA7075	drama-AA7075	0.118
30.91330303030303	0.059000kg_drama-AA7075	drama-AA7075	0.118
31.621333333333332	0.059000kg_drama-AA7075	drama-AA7075	0.118
32.32936363636364	0.059000kg_drama-AA7075	drama-AA7075	0.118
33.037393939393944	0.059000kg_drama-AA7075	drama-AA7075	0.118
33.74542424242424	0.059000kg_drama-AA7075	drama-AA7075	0.118
34.45345454545455	0.059000kg_drama-AA7075	drama-AA7075	0.118
35.161484848484854	0.059000kg_drama-AA7075	drama-AA7075	0.118
35.86951515151515	0.059000kg_drama-AA7075	drama-AA7075	0.118
36.57754545454546	0.059000kg_drama-AA7075	drama-AA7075	0.118
37.28557575757576	0.059000kg_drama-AA7075	drama-AA7075	0.118
37.99360606060606	0.059000kg_drama-AA7075	drama-AA7075	0.118
38.70163636363637	0.059000kg_drama-AA7075	drama-AA7075	0.118
39.409666666666666	0.059000kg_drama-AA7075	drama-AA7075	0.118
40.11769696969697	0.059000kg_drama-AA7075	drama-AA7075	0.118
40.82572727272728	0.059000kg_drama-AA7075	drama-AA7075	0.118
41.533757575757576	0.059000kg_drama-AA7075	drama-AA7075	0.118
42.24178787878788	0.059000kg_drama-AA7075	drama-AA7075	0.118
42.94981818181819	0.059000kg_drama-AA7075	drama-AA7075	0.118
43.657848484848486	0.059000kg_drama-AA7075	drama-AA7075	0.118
44.36587878787879	0.059000kg_drama-AA7075	drama-AA7075	0.118
45.07390909090909	0.059000kg_drama-AA7075	drama-AA7075	0.118
45.781939393939396	0.059000kg_drama-AA7075	drama-AA7075	0.118
46.4899696969697	0.059000kg_drama-AA7075	drama-AA7075	0.118
47.198	0.059000kg_drama-AA7075	drama-AA7075	0.118
47.906030303030306	0.059000kg_drama-AA7075	drama-AA7075	0.118
48.614060606060605	0.059000kg_drama-AA7075	drama-AA7075	0.118
49.32209090909091	0.059000kg_drama-AA7075	drama-AA7075	0.118
50.030121212121216	0.059000kg_drama-AA7075	drama-AA7075	0.118
50.738151515151515	0.059000kg_drama-AA7075	drama-AA7075	0.118
51.44618181818182	0.059000kg_drama-AA7075	drama-AA7075	0.118
52.154212121212126	0.059000kg_drama-AA7075	drama-AA7075	0.118
52.862242424242424	0.059000kg_drama-AA7075	drama-AA7075	0.118
