# object name: IFring
-3.141593 -1.570796 0.333333
-2.879793 -1.570796 0.333333
-2.617994 -1.570796 0.333333
-2.356194 -1.570796 0.333333
-2.094395 -1.570796 0.333333
-1.832596 -1.570796 0.333333
-1.570796 -1.570796 0.333333
-1.308997 -1.570796 0.333333
-1.047198 -1.570796 0.333333
-0.785398 -1.570796 0.333333
-0.523599 -1.570796 0.333333
-0.261799 -1.570796 0.333333
0.000000 -1.570796 0.333333
0.261799 -1.570796 0.333333
0.523599 -1.570796 0.333333
0.785398 -1.570796 0.333333
1.047198 -1.570796 0.333333
1.308997 -1.570796 0.333333
1.570796 -1.570796 0.333333
1.832596 -1.570796 0.333333
2.094395 -1.570796 0.333333
2.356194 -1.570796 0.333333
2.617994 -1.570796 0.333333
2.879793 -1.570796 0.333333
3.141593 -1.570796 0.333333

-3.141593 -1.308997 0.000000
-2.879793 -1.308997 0.006993
-2.617994 -1.308997 0.007168
-2.356194 -1.308997 0.027132
-2.094395 -1.308997 0.042735
-1.832596 -1.308997 0.091787
-1.570796 -1.308997 0.309524
-1.308997 -1.308997 0.149758
-1.047198 -1.308997 0.132479
-0.785398 -1.308997 0.112403
-0.523599 -1.308997 0.093190
-0.261799 -1.308997 0.108392
0.000000 -1.308997 0.166667
0.261799 -1.308997 0.108392
0.523599 -1.308997 0.093190
0.785398 -1.308997 0.112403
1.047198 -1.308997 0.132479
1.308997 -1.308997 0.149758
1.570796 -1.308997 0.309524
1.832596 -1.308997 0.091787
2.094395 -1.308997 0.042735
2.356194 -1.308997 0.027132
2.617994 -1.308997 0.007168
2.879793 -1.308997 0.006993
3.141593 -1.308997 0.000000

-3.141593 -1.047198 0.000000
-2.879793 -1.047198 0.000000
-2.617994 -1.047198 0.000000
-2.356194 -1.047198 0.000000
-2.094395 -1.047198 0.003610
-1.832596 -1.047198 0.034934
-1.570796 -1.047198 0.315476
-1.308997 -1.047198 0.144105
-1.047198 -1.047198 0.086643
-0.785398 -1.047198 0.071651
-0.523599 -1.047198 0.067416
-0.261799 -1.047198 0.058511
0.000000 -1.047198 0.080645
0.261799 -1.047198 0.058511
0.523599 -1.047198 0.067416
0.785398 -1.047198 0.071651
1.047198 -1.047198 0.086643
1.308997 -1.047198 0.144105
1.570796 -1.047198 0.315476
1.832596 -1.047198 0.034934
2.094395 -1.047198 0.003610
2.356194 -1.047198 0.000000
2.617994 -1.047198 0.000000
2.879793 -1.047198 0.000000
3.141593 -1.047198 0.000000

-3.141593 -0.785398 0.000000
-2.879793 -0.785398 0.000000
-2.617994 -0.785398 0.000000
-2.356194 -0.785398 0.000000
-2.094395 -0.785398 0.000000
-1.832596 -0.785398 0.003984
-1.570796 -0.785398 0.303571
-1.308997 -0.785398 0.107570
-1.047198 -0.785398 0.055728
-0.785398 -0.785398 0.042553
-0.523599 -0.785398 0.040380
