#_______________________________________________________________________________
#    ######   ####     ##             #####   #####     ##    #    #    ##
#    #       #        #  #            #    #  #    #   #  #   ##  ##   #  #
#    #####    ####   ######           #    #  #####   ######  # ## #  ######
#    #            #  #    #           #    #  #    #  #    #  #    #  #    #
#____######__#####___#____#___________#####___#____#__#____#__#____#__#____#____
#
#              ESA Debris Risk Assessment and Mitigation Analysis
#
#                         ---- DRAMA ( SESAM r2.1.5 ) ----
#                                      ESA 2018
#
#                         final state of ballooning objects
#-------------------------------------------------------------------------------
# Filename      : ballooningData.txt
# RunID         : sara
# Content       : This file lists the ballooning objects,
#                 computed by the DRAMA 3 Re-entry Analysis.
# Documentation : DRAMA Software User Manual, section OPERATIONS MANUAL / Normal operation / SARA / SARA Simulation Output / Re-entry simulation output
#
#--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
#  Time [s]  Altitude [km]  Lat [deg]  Lon [deg]  Velocity [km/s]   Downrange [km]       Drag       Lift       Side    Knudsen       Mach                UniqueID                  Name
#--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  2638.921          73.614     -9.850    -77.375            1.997        19049.146      1.756      0.000      0.000    0.00394    7.01635  ba953c16-e673-4025-a7f3-c6ad8e7b1de0  Gyrosbl
  2584.940          78.691    -10.035    -81.061            3.120        18644.478      0.686      0.000      0.000    0.00281   11.14662  90350550-8915-4d5e-b55c-e9e1debb8f7f  IntRing
  2728.126          63.326     -9.468    -71.597            2.756        19684.593      1.277      0.000      0.000    0.00074    9.12408  092a8729-ea6f-4341-a697-bbcb2fedb72e  Battery1-Internal
  2728.126          63.326     -9.468    -71.597            2.756        19684.593      1.277      0.000      0.000    0.00074    9.12408  2daf3368-c544-439c-bd01-e97e76d03b91  Battery2-Internal
  2728.126          63.326     -9.468    -71.597            2.756        19684.593      1.277      0.000      0.000    0.00074    9.12408  8ca2420a-587c-4058-b976-660e8f862553  Battery3-Internal
  2728.126          63.326     -9.468    -71.597            2.756        19684.593      1.277      0.000      0.000    0.00074    9.12408  c0a7c5f8-3291-44a2-9800-1dee3192821d  Battery4-Internal
  2728.126          63.326     -9.468    -71.597            2.756        19684.593      1.277      0.000      0.000    0.00074    9.12408  0eae4992-9c4c-4b3c-831c-dc7092eb896e  Battery5-Internal
  2699.113          67.175     -9.605    -73.487            1.758        19476.623      1.398      0.000      0.000    0.00361    5.97320  55158c9a-f9c5-46aa-b602-d9cb5984c466  SLAFilt
  2708.410          65.619     -9.571    -72.998            1.705        19530.383      0.878      0.000      0.000    0.00184    5.72810  56e696f8-ec3c-413e-af35-7ceec8bc2365  EPC1
  2708.410          65.619     -9.571    -72.998            1.705        19530.383      0.878      0.000      0.000    0.00184    5.72810  c447122c-bb20-4315-8121-0a35700a3f6b  EPC2
  2700.979          66.864     -9.598    -73.382            1.721        19488.140      0.862      0.000      0.000    0.00295    5.83518  b3430ea6-7c48-4042-b5f7-b07cf49a6371  MOD1
  2700.979          66.864     -9.598    -73.382            1.721        19488.140      0.862      0.000      0.000    0.00295    5.83518  764ed056-8ce5-453c-8896-d451c5c44659  MOD2
  2703.269          66.580     -9.593    -73.317            1.848        19495.305      1.399      0.000      0.000    0.00159    6.23203  59ad043a-c762-4a65-98ae-7fd1e356775b  SRADipl
  2698.815          67.293     -9.609    -73.542            1.884        19470.565      2.486      0.000      0.000    0.00229    6.39894  2ef56939-a9fc-4def-8d3d-5b6385a5e759  UDAFilt
  2702.944          66.580     -9.592    -73.301            1.644        19497.035      1.624      0.000      0.000    0.00232    5.55628  f29a83d7-5acb-4d9e-a2bb-5c9f9fd86e39  H-SSPA1
  2702.944          66.580     -9.592    -73.301            1.644        19497.035      1.624      0.000      0.000    0.00232    5.55628  bf96a4c3-9391-4af4-8dab-12202b581e79  H-SSPA2
  2755.438          54.902     -9.397    -70.687            1.166        19784.900      1.371      0.000      0.000    0.00021    3.72414  25d4c5dd-be9f-44b8-9620-4258c3b44b3f  PCU-internal
