# object name: IFring
-3.141593 -1.570796 0.919643
-2.879793 -1.570796 0.919643
-2.617994 -1.570796 0.919643
-2.356194 -1.570796 0.919643
-2.094395 -1.570796 0.919643
-1.832596 -1.570796 0.919643
-1.570796 -1.570796 0.919643
-1.308997 -1.570796 0.919643
-1.047198 -1.570796 0.919643
-0.785398 -1.570796 0.919643
-0.523599 -1.570796 0.919643
-0.261799 -1.570796 0.919643
0.000000 -1.570796 0.919643
0.261799 -1.570796 0.919643
0.523599 -1.570796 0.919643
0.785398 -1.570796 0.919643
1.047198 -1.570796 0.919643
1.308997 -1.570796 0.919643
1.570796 -1.570796 0.919643
1.832596 -1.570796 0.919643
2.094395 -1.570796 0.919643
2.356194 -1.570796 0.919643
2.617994 -1.570796 0.919643
2.879793 -1.570796 0.919643
3.141593 -1.570796 0.919643

-3.141593 -1.308997 0.928571
-2.879793 -1.308997 0.934673
-2.617994 -1.308997 0.910995
-2.356194 -1.308997 0.896936
-2.094395 -1.308997 0.904908
-1.832596 -1.308997 0.869863
-1.570796 -1.308997 0.895833
-1.308997 -1.308997 0.698630
-1.047198 -1.308997 0.592025
-0.785398 -1.308997 0.520891
-0.523599 -1.308997 0.473822
-0.261799 -1.308997 0.457286
0.000000 -1.308997 0.469388
0.261799 -1.308997 0.457286
0.523599 -1.308997 0.473822
0.785398 -1.308997 0.520891
1.047198 -1.308997 0.592025
1.308997 -1.308997 0.698630
1.570796 -1.308997 0.895833
1.832596 -1.308997 0.869863
2.094395 -1.308997 0.904908
2.356194 -1.308997 0.896936
2.617994 -1.308997 0.910995
2.879793 -1.308997 0.934673
3.141593 -1.308997 0.928571

-3.141593 -1.047198 0.960938
-2.879793 -1.047198 0.950000
-2.617994 -1.047198 0.949393
-2.356194 -1.047198 0.931718
-2.094395 -1.047198 0.919395
-1.832596 -1.047198 0.886850
-1.570796 -1.047198 0.891667
-1.308997 -1.047198 0.596330
-1.047198 -1.047198 0.445844
-0.785398 -1.047198 0.339207
-0.523599 -1.047198 0.277328
-0.261799 -1.047198 0.253846
0.000000 -1.047198 0.277344
0.261799 -1.047198 0.253846
0.523599 -1.047198 0.277328
0.785398 -1.047198 0.339207
1.047198 -1.047198 0.445844
1.308997 -1.047198 0.596330
1.570796 -1.047198 0.891667
1.832596 -1.047198 0.886850
2.094395 -1.047198 0.919395
2.356194 -1.047198 0.931718
2.617994 -1.047198 0.949393
2.879793 -1.047198 0.950000
3.141593 -1.047198 0.960938

-3.141593 -0.785398 0.974359
-2.879793 -0.785398 0.975649
-2.617994 -0.785398 0.964286
-2.356194 -0.785398 0.958569
-2.094395 -0.785398 0.946067
-1.832596 -0.785398 0.905292
-1.570796 -0.785398 0.891667
-1.308997 -0.785398 0.529248
-1.047198 -0.785398 0.343820
-0.785398 -0.785398 0.233522
-0.523599 -0.785398 0.166667
-0.261799 -0.785398 0.154221
0.000000 -0.785398 0.166667
0.261799 -0.785398 0.154221
0.523599 -0.785398 0.166667
0.785398 -0.785398 0.233522
1.047198 -0.785398 0.343820
1.308997 -0.785398 0.529248
1.570796 -0.785398 0.891667
1.832596 -0.785398 0.905292
2.094395 -0.785398 0.946067
2.356194 -0.785398 0.958569
2.617994 -0.785398 0.964286
2.879793 -0.785398 0.975649
3.141593 -0.785398 0.974359

-3.141593 -0.523599 0.991045
-2.879793 -0.523599 0.988095
-2.617994 -0.523599 0.976744
-2.356194 -0.523599 0.964041
-2.094395 -0.523599 0.958932
-1.832596 -0.523599 0.894737
-1.570796 -0.523599 0.879167
-1.308997 -0.523599 0.463158
-1.047198 -0.523599 0.262834
-0.785398 -0.523599 0.136986
-0.523599 -0.523599 0.079070
-0.261799 -0.523599 0.069940
0.000000 -0.523599 0.062687
0.261799 -0.523599 0.069940
0.523599 -0.523599 0.079070
0.785398 -0.523599 0.136986
1.047198 -0.523599 0.262834
1.308997 -0.523599 0.463158
1.570796 -0.523599 0.879167
1.832596 -0.523599 0.894737
2.094395 -0.523599 0.958932
2.356194 -0.523599 0.964041
2.617994 -0.523599 0.976744
2.879793 -0.523599 0.988095
3.141593 -0.523599 0.991045

-3.141593 -0.261799 0.994169
-2.879793 -0.261799 0.995683
-2.617994 -0.261799 0.983728
-2.356194 -0.261799 0.975570
-2.094395 -0.261799 0.964912
-1.832596 -0.261799 0.904282
-1.570796 -0.261799 0.875000
-1.308997 -0.261799 0.420655
-1.047198 -0.261799 0.206628
-0.785398 -0.261799 0.078176
-0.523599 -0.261799 0.023669
-0.261799 -0.261799 0.023022
0.000000 -0.261799 0.032070
0.261799 -0.261799 0.023022
0.523599 -0.261799 0.023669
0.785398 -0.261799 0.078176
1.047198 -0.261799 0.206628
1.308997 -0.261799 0.420655
1.570796 -0.261799 0.875000
1.832596 -0.261799 0.904282
2.094395 -0.261799 0.964912
2.356194 -0.261799 0.975570
2.617994 -0.261799 0.983728
2.879793 -0.261799 0.995683
3.141593 -0.261799 0.994169

-3.141593 0.000000 1.000000
-2.879793 0.000000 0.994169
-2.617994 0.000000 0.988060
-2.356194 0.000000 0.964744
-2.094395 0.000000 0.960938
-1.832596 0.000000 0.903061
-1.570796 0.000000 0.875000
-1.308997 0.000000 0.397959
-1.047198 0.000000 0.167969
-0.785398 0.000000 0.051282
-0.523599 0.000000 0.000000
-0.261799 0.000000 0.000000
0.000000 0.000000 0.000000
0.261799 0.000000 0.000000
0.523599 0.000000 0.000000
0.785398 0.000000 0.051282
1.047198 0.000000 0.167969
1.308997 0.000000 0.397959
1.570796 0.000000 0.875000
1.832596 0.000000 0.903061
2.094395 0.000000 0.960938
2.356194 0.000000 0.964744
2.617994 0.000000 0.988060
2.879793 0.000000 0.994169
3.141593 0.000000 1.000000

-3.141593 0.261799 0.994169
-2.879793 0.261799 0.995683
-2.617994 0.261799 0.983728
-2.356194 0.261799 0.975570
-2.094395 0.261799 0.964912
-1.832596 0.261799 0.904282
-1.570796 0.261799 0.875000
-1.308997 0.261799 0.420655
-1.047198 0.261799 0.206628
-0.785398 0.261799 0.078176
-0.523599 0.261799 0.023669
-0.261799 0.261799 0.023022
0.000000 0.261799 0.032070
0.261799 0.261799 0.023022
0.523599 0.261799 0.023669
0.785398 0.261799 0.078176
1.047198 0.261799 0.206628
1.308997 0.261799 0.420655
1.570796 0.261799 0.875000
1.832596 0.261799 0.904282
2.094395 0.261799 0.964912
2.356194 0.261799 0.975570
2.617994 0.261799 0.983728
2.879793 0.261799 0.995683
3.141593 0.261799 0.994169

-3.141593 0.523599 0.991045
-2.879793 0.523599 0.988095
-2.617994 0.523599 0.976744
-2.356194 0.523599 0.964041
-2.094395 0.523599 0.958932
-1.832596 0.523599 0.894737
-1.570796 0.523599 0.879167
-1.308997 0.523599 0.463158
-1.047198 0.523599 0.262834
-0.785398 0.523599 0.136986
-0.523599 0.523599 0.079070
-0.261799 0.523599 0.069940
0.000000 0.523599 0.062687
0.261799 0.523599 0.069940
0.523599 0.523599 0.079070
0.785398 0.523599 0.136986
1.047198 0.523599 0.262834
1.308997 0.523599 0.463158
1.570796 0.523599 0.879167
1.832596 0.523599 0.894737
2.094395 0.523599 0.958932
2.356194 0.523599 0.964041
2.617994 0.523599 0.976744
2.879793 0.523599 0.988095
3.141593 0.523599 0.991045

-3.141593 0.785398 0.974359
-2.879793 0.785398 0.975649
-2.617994 0.785398 0.964286
-2.356194 0.785398 0.958569
-2.094395 0.785398 0.946067
-1.832596 0.785398 0.905292
-1.570796 0.785398 0.891667
-1.308997 0.785398 0.529248
-1.047198 0.785398 0.343820
-0.785398 0.785398 0.233522
-0.523599 0.785398 0.166667
-0.261799 0.785398 0.154221
0.000000 0.785398 0.166667
0.261799 0.785398 0.154221
0.523599 0.785398 0.166667
0.785398 0.785398 0.233522
1.047198 0.785398 0.343820
1.308997 0.785398 0.529248
1.570796 0.785398 0.891667
1.832596 0.785398 0.905292
2.094395 0.785398 0.946067
2.356194 0.785398 0.958569
2.617994 0.785398 0.964286
2.879793 0.785398 0.975649
3.141593 0.785398 0.974359

-3.141593 1.047198 0.960938
-2.879793 1.047198 0.950000
-2.617994 1.047198 0.949393
-2.356194 1.047198 0.931718
-2.094395 1.047198 0.919395
-1.832596 1.047198 0.886850
-1.570796 1.047198 0.891667
-1.308997 1.047198 0.596330
-1.047198 1.047198 0.445844
-0.785398 1.047198 0.339207
-0.523599 1.047198 0.277328
-0.261799 1.047198 0.253846
0.000000 1.047198 0.277344
0.261799 1.047198 0.253846
0.523599 1.047198 0.277328
0.785398 1.047198 0.339207
1.047198 1.047198 0.445844
1.308997 1.047198 0.596330
1.570796 1.047198 0.891667
1.832596 1.047198 0.886850
2.094395 1.047198 0.919395
2.356194 1.047198 0.931718
2.617994 1.047198 0.949393
2.879793 1.047198 0.950000
3.141593 1.047198 0.960938

-3.141593 1.308997 0.928571
-2.879793 1.308997 0.934673
-2.617994 1.308997 0.910995
-2.356194 1.308997 0.896936
-2.094395 1.308997 0.904908
-1.832596 1.308997 0.869863
-1.570796 1.308997 0.895833
-1.308997 1.308997 0.698630
-1.047198 1.308997 0.592025
-0.785398 1.308997 0.520891
-0.523599 1.308997 0.473822
-0.261799 1.308997 0.457286
0.000000 1.308997 0.469388
0.261799 1.308997 0.457286
0.523599 1.308997 0.473822
0.785398 1.308997 0.520891
1.047198 1.308997 0.592025
1.308997 1.308997 0.698630
1.570796 1.308997 0.895833
1.832596 1.308997 0.869863
2.094395 1.308997 0.904908
2.356194 1.308997 0.896936
2.617994 1.308997 0.910995
2.879793 1.308997 0.934673
3.141593 1.308997 0.928571

-3.141593 1.570796 0.919643
-2.879793 1.570796 0.919643
-2.617994 1.570796 0.919643
-2.356194 1.570796 0.919643
-2.094395 1.570796 0.919643
-1.832596 1.570796 0.919643
-1.570796 1.570796 0.919643
-1.308997 1.570796 0.919643
-1.047198 1.570796 0.919643
-0.785398 1.570796 0.919643
-0.523599 1.570796 0.919643
-0.261799 1.570796 0.919643
0.000000 1.570796 0.919643
0.261799 1.570796 0.919643
0.523599 1.570796 0.919643
0.785398 1.570796 0.919643
1.047198 1.570796 0.919643
1.308997 1.570796 0.919643
1.570796 1.570796 0.919643
1.832596 1.570796 0.919643
2.094395 1.570796 0.919643
2.356194 1.570796 0.919643
2.617994 1.570796 0.919643
2.879793 1.570796 0.919643
3.141593 1.570796 0.919643

