#_______________________________________________________________________________
#    ######   ####     ##             #####   #####     ##    #    #    ##
#    #       #        #  #            #    #  #    #   #  #   ##  ##   #  #
#    #####    ####   ######           #    #  #####   ######  # ## #  ######
#    #            #  #    #           #    #  #    #  #    #  #    #  #    #
#____######__#####___#____#___________#####___#____#__#____#__#____#__#____#____
#
#              ESA Debris Risk Assessment and Mitigation Analysis
#
#                         ---- DRAMA ( SESAM r2.1.5 ) ----
#                                      ESA 2018
#
#                         final state of demising objects
#-------------------------------------------------------------------------------
# Filename      : demiseData.txt
# RunID         : sara
# Content       : This file lists the demising objects,
#                 computed by the DRAMA 3 Re-entry Analysis.
# Documentation : DRAMA Software User Manual, section OPERATIONS MANUAL / Normal operation / SARA / SARA Simulation Output / Re-entry simulation output
#
#--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
#  Time [s]  Altitude [km]  Lat [deg]  Lon [deg]  Velocity [km/s]   Downrange [km]       Drag       Lift       Side    Knudsen       Mach                UniqueID                  Name
#--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  2237.550          99.777    -10.148   -103.543            7.357        16180.868      0.870      0.000      0.000    0.01046   26.07846  adb3d021-599a-4dd0-bf28-2eb024bac78b  SolarP
  2482.100          87.844    -10.244    -87.377            7.331        17951.960      0.875      0.000      0.000    0.00319   26.77798  cabd6692-2d4e-46c3-a962-8c7758ba78f6  SVM
  2632.650          74.970     -9.864    -77.636            6.829        19020.502      1.651      0.000      0.000    0.00214   23.60265  a084c8b2-97ee-470d-951a-1bebe0e2085c  RSJD
  2622.650          76.244     -9.898    -78.255            6.929        18952.436      1.202      0.000      0.000    0.00371   24.08647  ff1aaf73-80e2-4d35-8d64-7e51fe643ecf  EIU
  2591.650          79.107    -10.000    -80.300            6.716        18727.975      2.368      0.000      0.000    0.01018   23.68795  dc7dacaf-0684-4bc3-b79b-30d22b334b96  SADME
  2608.650          77.617     -9.945    -79.168            6.917        18852.198      1.061      0.000      0.000    0.00560   24.20533  1064ff79-1d6a-4300-aa63-8768f1fff65c  CCU
  2611.650          77.416     -9.935    -78.960            6.965        18875.021      1.170      0.000      0.000    0.00525   24.34976  0b78a548-49bc-4f2b-8b9f-999d24c804ae  BSP
  2600.650          78.424     -9.971    -79.682            6.942        18795.745      1.656      0.000      0.000    0.00876   24.38932  7312c8c9-199d-4646-8a04-8c0cf69512c6  EDR
  2612.650          77.166     -9.933    -78.915            6.892        18879.936      1.301      0.000      0.000    0.00545   24.06430  3d51e22b-0cbb-418c-b31d-4c8cc35d2a61  EPRM
  2581.650          80.359    -10.027    -80.890            7.064        18663.197      2.544      0.000      0.000    0.01468   25.05601  9be9abc7-df7e-49fe-9875-83ac0efa312c  BEG1
  2581.650          80.359    -10.027    -80.890            7.064        18663.197      2.544      0.000      0.000    0.01468   25.05601  744ed77b-395f-4e71-bb4d-25b2479d26c3  BEG2
  2581.650          80.359    -10.027    -80.890            7.064        18663.197      2.544      0.000      0.000    0.01468   25.05601  8a639930-64e9-49bd-bfb1-92dce15aa113  BEG3
  2581.650          80.359    -10.027    -80.890            7.064        18663.197      2.544      0.000      0.000    0.01468   25.05601  243185b5-5f9e-4ee9-937d-5570a5ce57e5  BEG4
  2609.650          77.633     -9.941    -79.087            6.975        18861.054      1.135      0.000      0.000    0.00580   24.40772  ef81eb2d-2aa0-42ee-801f-6c9d4f2836fc  T4S
  2626.650          75.724     -9.885    -78.009            6.882        18979.449      1.114      0.000      0.000    0.00320   23.86703  4cc46603-5b27-46f7-8342-2ca543cd9976  EAIM
  2628.650          75.581     -9.877    -77.871            6.910        18994.597      1.058      0.000      0.000    0.00267   23.94762  bb42edf0-7c27-4377-bfb8-3846f78f70cc  SADM1
  2617.650          77.111     -9.913    -78.535            7.075        18921.753      1.273      0.000      0.000    0.00482   24.69578  4254b2b9-f0f4-417f-bf3d-c6698423b687  SADM2
  2606.650          78.606     -9.947    -79.196            7.240        18849.182      1.276      0.000      0.000    0.00629   25.45319  7b197b99-20c6-4ffb-82a9-695090eacd9d  Battery1
  2606.650          78.606     -9.947    -79.196            7.240        18849.182      1.276      0.000      0.000    0.00629   25.45319  e3fbdc10-7494-49e4-884a-2f3ded98e300  Battery2
  2606.650          78.606     -9.947    -79.196            7.240        18849.182      1.276      0.000      0.000    0.00629   25.45319  e813dbdf-3048-4bd2-9678-4312889d58fe  Battery3
  2606.650          78.606     -9.947    -79.196            7.240        18849.182      1.276      0.000      0.000    0.00629   25.45319  47883bf6-dd97-4ab2-bcb1-a794ee346539  Battery4
  2606.650          78.606     -9.947    -79.196            7.240        18849.182      1.276      0.000      0.000    0.00629   25.45319  94bd48c4-b524-41c6-b291-026fc5402459  Battery5
  2595.650          79.494     -9.983    -79.924            7.231        18769.197      0.871      0.000      0.000    0.00118   25.53098  0ddd76e5-66e3-4ed3-89f1-f345cea9c803  IFring
  2676.200          70.563     -9.692    -74.775            6.896        19334.937      1.340      0.000      0.000    0.00033   23.31477  49858cb8-d8fb-4c9b-82b6-4699f85b8dcf  PLM
  2726.750          61.741     -9.492    -71.918            5.102        19649.245      1.364      0.000      0.000    0.00083   16.42934  71468af4-a456-44d2-960c-c3b22e2dabdf  MHS-MPU
  2719.750          63.226     -9.518    -72.266            5.506        19610.946      1.645      0.000      0.000    0.00119   17.86913  3e1a3bf6-0bf1-4091-b46f-932c05131a28  ASCATEPC1
  2719.750          63.226     -9.518    -72.266            5.506        19610.946      1.645      0.000      0.000    0.00119   17.86913  51ca2e0e-86e5-454d-b0ac-78b4fce6a60f  ASCATEPC2
  2732.750          60.396     -9.472    -71.652            4.597        19678.509      1.245      0.000      0.000    0.00061   14.70566  8222289f-36de-4e97-98d5-b217f846667a  PMC1
  2732.750          60.396     -9.472    -71.652            4.597        19678.509      1.245      0.000      0.000    0.00061   14.70566  a917bf4a-b649-489d-9dc4-1adccbcbbd4e  PMC2
  2735.750          59.677     -9.456    -71.443            4.936        19701.575      1.569      0.000      0.000    0.00046   15.70814  0537ea03-4670-49e4-b264-15d92bab84c4  PDU1
  2735.750          59.677     -9.456    -71.443            4.936        19701.575      1.569      0.000      0.000    0.00046   15.70814  47d1276c-70e2-470f-92e3-ac9845e1d3a7  PDU2
  2737.750          59.243     -9.456    -71.442            4.151        19701.693      1.216      0.000      0.000    0.00046   13.20443  5cd3572a-3218-4658-8521-d9804ced1e9f  RTU
  2726.750          61.738     -9.487    -71.858            5.591        19655.927      1.513      0.000      0.000    0.00066   17.98106  d7bd5c03-f80b-461b-8af7-657d9b05204d  SARP-3
  2727.750          61.518     -9.485    -71.819            5.445        19660.149      1.205      0.000      0.000    0.00070   17.49589  a53c29ba-6b71-4132-8edf-b7039bd44ad2  IASI-DPS
  2726.750          61.742     -9.487    -71.851            5.631        19656.689      1.133      0.000      0.000    0.00068   18.10944  da26e55e-0c11-45ad-8d3d-66652dd3723e  IASI-IMS
  2723.750          62.460     -9.509    -72.149            4.315        19623.827      2.661      0.000      0.000    0.00095   14.00836  689791a9-de13-4150-8f6a-c50e8cb6905a  DPU-SEM
  2732.750          60.382     -9.466    -71.568            5.227        19687.811      1.364      0.000      0.000    0.00040   16.69172  8f88f259-d6cf-4443-9cd6-698aef3f1114  PCU
  2735.750          59.687     -9.453    -71.404            5.179        19705.859      1.903      0.000      0.000    0.00041   16.47510  ec89d4c6-20df-4070-b733-9f1552d41c7e  TCU
  2738.750          58.958     -9.443    -71.274            4.950        19720.187      1.456      0.000      0.000    0.00037   15.68697  04515579-e5af-4cce-9bd7-ef29afced2c5  SSR
  2735.750          59.720     -9.463    -71.539            4.214        19690.967      1.131      0.000      0.000    0.00051   13.44130  bbc60374-ca13-4662-867d-3772cca49cf8  NIU
  2727.750          61.516     -9.484    -71.815            5.483        19660.605      1.496      0.000      0.000    0.00064   17.61536  46bd662e-534d-4e92-a802-86a723e35b28  ADCS-RPU
  2724.750          62.182     -9.501    -72.036            5.039        19636.265      2.443      0.000      0.000    0.00081   16.27312  42ac1896-26e7-4c09-a918-9352b410a3d4  ADCS-TXU
  2731.750          60.743     -9.482    -71.791            3.741        19663.258      1.194      0.000      0.000    0.00076   12.03324  87b8b918-9136-4203-8607-2a5c00b784eb  GRAS-GEU
  2718.750          63.429     -9.521    -72.312            5.605        19605.875      1.579      0.000      0.000    0.00119   18.20941  8078c3b2-2ac0-46a1-9d10-533e9ee10349  ASCATDPU1
  2718.750          63.429     -9.521    -72.312            5.605        19605.875      1.579      0.000      0.000    0.00119   18.20941  321236b2-de49-48ed-ba93-5fa72bcea46d  ASCATDPU2
