# Documentation: DRAMA Software User Manual, section 7.3.5.9
latitude, imp.probability, casualty, fatality, quantity
6.650000000006216, 1.0, 1.209728484791631E-4, 1.209728484791631E-4, 4.0
6.566666666672873, 1.0, 6.12835403742338E-5, 6.12835403742338E-5, 3.0
6.441666666672859, 1.0, 5.125507237878547E-5, 5.125507237878547E-5, 1.0
6.366666666672856, 1.0, 5.406563080930878E-5, 4.628737150076561E-5, 1.0
6.175000000006179, 1.0, 5.404265795895393E-5, 5.404265795895393E-5, 1.0
