# Documentation: DRAMA Software User Manual, section 7.3.5.9
latitude, imp.probability, casualty, fatality, quantity
17.383333333340232, 1.0, 2.5013728150905483E-5, 2.5013728150905483E-5, 1.0
15.53333333334011, 1.0, 2.110565384424582E-5, 2.110565384424582E-5, 1.0
15.241666666673424, 1.0, 1.7621468049190056E-5, 1.7621468049190056E-5, 1.0
13.141666666673302, 1.0, 4.118578534926145E-5, 4.118578534926145E-5, 1.0
