# object name: IFring
-3.141593 -1.570796 0.200000
-2.879793 -1.570796 0.200000
-2.617994 -1.570796 0.200000
-2.356194 -1.570796 0.200000
-2.094395 -1.570796 0.200000
-1.832596 -1.570796 0.200000
-1.570796 -1.570796 0.200000
-1.308997 -1.570796 0.200000
-1.047198 -1.570796 0.200000
-0.785398 -1.570796 0.200000
-0.523599 -1.570796 0.200000
-0.261799 -1.570796 0.200000
0.000000 -1.570796 0.200000
0.261799 -1.570796 0.200000
0.523599 -1.570796 0.200000
0.785398 -1.570796 0.200000
1.047198 -1.570796 0.200000
1.308997 -1.570796 0.200000
1.570796 -1.570796 0.200000
1.832596 -1.570796 0.200000
2.094395 -1.570796 0.200000
2.356194 -1.570796 0.200000
2.617994 -1.570796 0.200000
2.879793 -1.570796 0.200000
3.141593 -1.570796 0.200000

-3.141593 -1.308997 0.000000
-2.879793 -1.308997 0.014184
-2.617994 -1.308997 0.007463
-2.356194 -1.308997 0.025000
-2.094395 -1.308997 0.034783
-1.832596 -1.308997 0.070000
-1.570796 -1.308997 0.270588
-1.308997 -1.308997 0.080000
-1.047198 -1.308997 0.086957
-0.785398 -1.308997 0.075000
-0.523599 -1.308997 0.097015
-0.261799 -1.308997 0.049645
0.000000 -1.308997 0.141667
0.261799 -1.308997 0.049645
0.523599 -1.308997 0.097015
0.785398 -1.308997 0.075000
1.047198 -1.308997 0.086957
1.308997 -1.308997 0.080000
1.570796 -1.308997 0.270588
1.832596 -1.308997 0.070000
2.094395 -1.308997 0.034783
2.356194 -1.308997 0.025000
2.617994 -1.308997 0.007463
2.879793 -1.308997 0.014184
3.141593 -1.308997 0.000000

-3.141593 -1.047198 0.000000
-2.879793 -1.047198 0.000000
-2.617994 -1.047198 0.000000
-2.356194 -1.047198 0.000000
-2.094395 -1.047198 0.007299
-1.832596 -1.047198 0.027523
-1.570796 -1.047198 0.247059
-1.308997 -1.047198 0.073394
-1.047198 -1.047198 0.080292
-0.785398 -1.047198 0.070513
-0.523599 -1.047198 0.052632
-0.261799 -1.047198 0.022599
0.000000 -1.047198 0.029762
0.261799 -1.047198 0.022599
0.523599 -1.047198 0.052632
