#_______________________________________________________________________________
#    ######   ####     ##             #####   #####     ##    #    #    ##
#    #       #        #  #            #    #  #    #   #  #   ##  ##   #  #
#    #####    ####   ######           #    #  #####   ######  # ## #  ######
#    #            #  #    #           #    #  #    #  #    #  #    #  #    #
#____######__#####___#____#___________#####___#____#__#____#__#____#__#____#____
#
#              ESA Debris Risk Assessment and Mitigation Analysis
#
#                         ---- DRAMA ( SESAM r2.1.5 ) ----
#                                      ESA 2018
#
#                         final state of uncritical objects
#-------------------------------------------------------------------------------
# Filename      : uncriticalData.txt
# RunID         : PySara
# Content       : This file lists the uncritical objects (kin. energy < 15 J),
#                 computed by the DRAMA 3 Re-entry Analysis.
# Documentation : DRAMA Software User Manual, section OPERATIONS MANUAL / Normal operation / SARA / SARA Simulation Output / Re-entry simulation output
#
#--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
#  Time [s]  Altitude [km]  Lat [deg]  Lon [deg]  Velocity [km/s]   Downrange [km]       Drag       Lift       Side    Knudsen       Mach                UniqueID                  Name
#--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  2650.650          80.460      8.592     51.274            6.447        19164.867      1.211      0.000      0.000    0.00556   23.00671  b8bb99f6-587d-443b-a4d9-d5fc64301d94  MAC-Y
  2636.650          81.413      8.694     50.329            6.221        19060.272      1.831      0.000      0.000    0.01814   22.26768  1639538e-29da-4716-9d3c-53b7b487923a  OBA
  2639.650          81.151      8.673     50.520            6.108        19081.459      0.896      0.000      0.000    0.01656   21.88957  5f45191c-7290-4b84-8438-a6efa24cfd98  TRSP1
  2639.650          81.151      8.673     50.520            6.108        19081.459      0.896      0.000      0.000    0.01656   21.88957  fe12b5b4-e0cb-4783-a96b-165cb7d5f58d  TRSP2
  2623.435          82.445      8.787     49.447            5.653        18962.721      1.172      0.000      0.000    0.01184   20.39176  2d651b05-1869-4d9c-aa83-1b971d671ddc  STD1
  2623.435          82.445      8.787     49.447            5.653        18962.721      1.172      0.000      0.000    0.01184   20.39176  9e878564-4208-4e86-ad05-fc711c4160c8  STD2
  2635.650          81.498      8.701     50.264            6.005        19053.059      1.776      0.000      0.000    0.02310   21.58490  697fe3b8-09dc-4c4f-8ee6-7e0d02a57ae9  SSD1
  2635.650          81.498      8.701     50.264            6.005        19053.059      1.776      0.000      0.000    0.02310   21.58490  b2e7dabd-09fd-4a1b-88e7-b1ae042c39b0  SSD2
  2636.062          81.466      8.698     50.294            5.989        19056.408      1.785      0.000      0.000    0.02256   21.51518  ec6c3d7b-2c0b-4e0f-8ff5-5f6115948756  SAsupp1
  2636.062          81.466      8.698     50.294            5.989        19056.408      1.785      0.000      0.000    0.02256   21.51518  0ddd261b-7212-4d16-bd67-ce000a079ba8  SAsupp2
  2636.062          81.466      8.698     50.294            5.989        19056.408      1.785      0.000      0.000    0.02256   21.51518  896964bd-06c8-4dfd-919f-ff3bca91b6c6  SAsupp3
  2636.062          81.466      8.698     50.294            5.989        19056.408      1.785      0.000      0.000    0.02256   21.51518  d7975ff0-7ac3-4132-b032-aa1f494ea71b  SAsupp4
