# object name: SVM
-3.141593 -1.570796 0.997835
-2.879793 -1.570796 0.997835
-2.617994 -1.570796 0.997835
-2.356194 -1.570796 0.997835
-2.094395 -1.570796 0.997835
-1.832596 -1.570796 0.997835
-1.570796 -1.570796 0.997835
-1.308997 -1.570796 0.997835
-1.047198 -1.570796 0.997835
-0.785398 -1.570796 0.997835
-0.523599 -1.570796 0.997835
-0.261799 -1.570796 0.997835
0.000000 -1.570796 0.997835
0.261799 -1.570796 0.997835
0.523599 -1.570796 0.997835
0.785398 -1.570796 0.997835
1.047198 -1.570796 0.997835
1.308997 -1.570796 0.997835
1.570796 -1.570796 0.997835
1.832596 -1.570796 0.997835
2.094395 -1.570796 0.997835
2.356194 -1.570796 0.997835
2.617994 -1.570796 0.997835
2.879793 -1.570796 0.997835
3.141593 -1.570796 0.997835

-3.141593 -1.308997 0.982684
-2.879793 -1.308997 0.941970
-2.617994 -1.308997 0.927596
-2.356194 -1.308997 0.924581
-2.094395 -1.308997 0.939130
-1.832596 -1.308997 0.948438
-1.570796 -1.308997 0.989011
-1.308997 -1.308997 0.945313
-1.047198 -1.308997 0.911594
-0.785398 -1.308997 0.886872
-0.523599 -1.308997 0.859290
-0.261799 -1.308997 0.847503
0.000000 -1.308997 0.854257
0.261799 -1.308997 0.847503
0.523599 -1.308997 0.859290
0.785398 -1.308997 0.886872
1.047198 -1.308997 0.911594
1.308997 -1.308997 0.945313
1.570796 -1.308997 0.989011
1.832596 -1.308997 0.948438
2.094395 -1.308997 0.939130
2.356194 -1.308997 0.924581
2.617994 -1.308997 0.927596
2.879793 -1.308997 0.941970
3.141593 -1.308997 0.982684

-3.141593 -1.047198 0.973333
-2.879793 -1.047198 0.875676
-2.617994 -1.047198 0.823594
-2.356194 -1.047198 0.811791
-2.094395 -1.047198 0.842041
-1.832596 -1.047198 0.897681
-1.570796 -1.047198 0.984321
-1.308997 -1.047198 0.909959
-1.047198 -1.047198 0.842041
-0.785398 -1.047198 0.799320
-0.523599 -1.047198 0.768467
-0.261799 -1.047198 0.751351
0.000000 -1.047198 0.769697
0.261799 -1.047198 0.751351
0.523599 -1.047198 0.768467
0.785398 -1.047198 0.799320
1.047198 -1.047198 0.842041
1.308997 -1.047198 0.909959
1.570796 -1.047198 0.984321
1.832596 -1.047198 0.897681
2.094395 -1.047198 0.842041
2.356194 -1.047198 0.811791
2.617994 -1.047198 0.823594
2.879793 -1.047198 0.875676
3.141593 -1.047198 0.973333

-3.141593 -0.785398 0.969697
-2.879793 -0.785398 0.778947
-2.617994 -0.785398 0.698925
-2.356194 -0.785398 0.715736
-2.094395 -0.785398 0.763996
-1.832596 -0.785398 0.840674
-1.570796 -0.785398 0.980066
-1.308997 -0.785398 0.882124
-1.047198 -0.785398 0.796926
-0.785398 -0.785398 0.738071
-0.523599 -0.785398 0.694037
-0.261799 -0.785398 0.677512
0.000000 -0.785398 0.702194
0.261799 -0.785398 0.677512
0.523599 -0.785398 0.694037
0.785398 -0.785398 0.738071
1.047198 -0.785398 0.796926
1.308997 -0.785398 0.882124
1.570796 -0.785398 0.980066
1.832596 -0.785398 0.840674
2.094395 -0.785398 0.763996
2.356194 -0.785398 0.715736
2.617994 -0.785398 0.698925
2.879793 -0.785398 0.778947
3.141593 -0.785398 0.969697

-3.141593 -0.523599 0.969697
-2.879793 -0.523599 0.632634
-2.617994 -0.523599 0.596279
-2.356194 -0.523599 0.665044
-2.094395 -0.523599 0.743041
-1.832596 -0.523599 0.853056
-1.570796 -0.523599 0.985348
-1.308997 -0.523599 0.855657
-1.047198 -0.523599 0.755889
-0.785398 -0.523599 0.688413
-0.523599 -0.523599 0.636279
-0.261799 -0.523599 0.595260
0.000000 -0.523599 0.647475
0.261799 -0.523599 0.595260
0.523599 -0.523599 0.636279
0.785398 -0.523599 0.688413
1.047198 -0.523599 0.755889
1.308997 -0.523599 0.855657
1.570796 -0.523599 0.985348
1.832596 -0.523599 0.853056
2.094395 -0.523599 0.743041
2.356194 -0.523599 0.665044
2.617994 -0.523599 0.596279
2.879793 -0.523599 0.632634
3.141593 -0.523599 0.969697

-3.141593 -0.261799 0.969697
-2.879793 -0.261799 0.529194
-2.617994 -0.261799 0.592030
-2.356194 -0.261799 0.660697
-2.094395 -0.261799 0.732961
-1.832596 -0.261799 0.852528
-1.570796 -0.261799 0.991837
-1.308997 -0.261799 0.835674
-1.047198 -0.261799 0.722905
-0.785398 -0.261799 0.647761
-0.523599 -0.261799 0.584440
-0.261799 -0.261799 0.512512
0.000000 -0.261799 0.596970
0.261799 -0.261799 0.512512
0.523599 -0.261799 0.584440
0.785398 -0.261799 0.647761
1.047198 -0.261799 0.722905
1.308997 -0.261799 0.835674
1.570796 -0.261799 0.991837
1.832596 -0.261799 0.852528
2.094395 -0.261799 0.732961
2.356194 -0.261799 0.660697
2.617994 -0.261799 0.592030
2.879793 -0.261799 0.529194
3.141593 -0.261799 0.969697

-3.141593 0.000000 0.969697
-2.879793 0.000000 0.527778
-2.617994 0.000000 0.600000
-2.356194 0.000000 0.666667
-2.094395 0.000000 0.724138
-1.832596 0.000000 0.863636
-1.570796 0.000000 1.000000
-1.308997 0.000000 0.819865
-1.047198 0.000000 0.717752
-0.785398 0.000000 0.656566
-0.523599 0.000000 0.604233
-0.261799 0.000000 0.545267
0.000000 0.000000 0.637486
0.261799 0.000000 0.545267
0.523599 0.000000 0.604233
0.785398 0.000000 0.656566
1.047198 0.000000 0.717752
1.308997 0.000000 0.819865
1.570796 0.000000 1.000000
1.832596 0.000000 0.863636
2.094395 0.000000 0.724138
2.356194 0.000000 0.666667
2.617994 0.000000 0.600000
2.879793 0.000000 0.527778
3.141593 0.000000 0.969697

-3.141593 0.261799 0.969697
-2.879793 0.261799 0.529194
-2.617994 0.261799 0.592030
-2.356194 0.261799 0.660697
-2.094395 0.261799 0.732961
-1.832596 0.261799 0.852528
-1.570796 0.261799 0.991837
-1.308997 0.261799 0.835674
-1.047198 0.261799 0.722905
-0.785398 0.261799 0.647761
-0.523599 0.261799 0.584440
-0.261799 0.261799 0.512512
0.000000 0.261799 0.596970
0.261799 0.261799 0.512512
0.523599 0.261799 0.584440
0.785398 0.261799 0.647761
1.047198 0.261799 0.722905
1.308997 0.261799 0.835674
1.570796 0.261799 0.991837
1.832596 0.261799 0.852528
2.094395 0.261799 0.732961
2.356194 0.261799 0.660697
2.617994 0.261799 0.592030
2.879793 0.261799 0.529194
3.141593 0.261799 0.969697

-3.141593 0.523599 0.969697
-2.879793 0.523599 0.632634
-2.617994 0.523599 0.596279
-2.356194 0.523599 0.665044
-2.094395 0.523599 0.743041
-1.832596 0.523599 0.853056
-1.570796 0.523599 0.985348
-1.308997 0.523599 0.855657
-1.047198 0.523599 0.755889
-0.785398 0.523599 0.688413
-0.523599 0.523599 0.636279
-0.261799 0.523599 0.595260
0.000000 0.523599 0.647475
0.261799 0.523599 0.595260
0.523599 0.523599 0.636279
0.785398 0.523599 0.688413
1.047198 0.523599 0.755889
1.308997 0.523599 0.855657
1.570796 0.523599 0.985348
1.832596 0.523599 0.853056
2.094395 0.523599 0.743041
2.356194 0.523599 0.665044
2.617994 0.523599 0.596279
2.879793 0.523599 0.632634
3.141593 0.523599 0.969697

-3.141593 0.785398 0.969697
-2.879793 0.785398 0.778947
-2.617994 0.785398 0.698925
-2.356194 0.785398 0.715736
-2.094395 0.785398 0.763996
-1.832596 0.785398 0.840674
-1.570796 0.785398 0.980066
-1.308997 0.785398 0.882124
-1.047198 0.785398 0.796926
-0.785398 0.785398 0.738071
-0.523599 0.785398 0.694037
-0.261799 0.785398 0.677512
0.000000 0.785398 0.702194
0.261799 0.785398 0.677512
0.523599 0.785398 0.694037
0.785398 0.785398 0.738071
1.047198 0.785398 0.796926
1.308997 0.785398 0.882124
1.570796 0.785398 0.980066
1.832596 0.785398 0.840674
2.094395 0.785398 0.763996
2.356194 0.785398 0.715736
2.617994 0.785398 0.698925
2.879793 0.785398 0.778947
3.141593 0.785398 0.969697

-3.141593 1.047198 0.973333
-2.879793 1.047198 0.875676
-2.617994 1.047198 0.823594
-2.356194 1.047198 0.811791
-2.094395 1.047198 0.842041
-1.832596 1.047198 0.897681
-1.570796 1.047198 0.984321
-1.308997 1.047198 0.909959
-1.047198 1.047198 0.842041
-0.785398 1.047198 0.799320
-0.523599 1.047198 0.768467
-0.261799 1.047198 0.751351
0.000000 1.047198 0.769697
0.261799 1.047198 0.751351
0.523599 1.047198 0.768467
0.785398 1.047198 0.799320
1.047198 1.047198 0.842041
1.308997 1.047198 0.909959
1.570796 1.047198 0.984321
1.832596 1.047198 0.897681
2.094395 1.047198 0.842041
2.356194 1.047198 0.811791
2.617994 1.047198 0.823594
2.879793 1.047198 0.875676
3.141593 1.047198 0.973333

-3.141593 1.308997 0.982684
-2.879793 1.308997 0.941970
-2.617994 1.308997 0.927596
-2.356194 1.308997 0.924581
-2.094395 1.308997 0.939130
-1.832596 1.308997 0.948438
-1.570796 1.308997 0.989011
-1.308997 1.308997 0.945313
-1.047198 1.308997 0.911594
-0.785398 1.308997 0.886872
-0.523599 1.308997 0.859290
-0.261799 1.308997 0.847503
0.000000 1.308997 0.854257
0.261799 1.308997 0.847503
0.523599 1.308997 0.859290
0.785398 1.308997 0.886872
1.047198 1.308997 0.911594
1.308997 1.308997 0.945313
1.570796 1.308997 0.989011
1.832596 1.308997 0.948438
2.094395 1.308997 0.939130
2.356194 1.308997 0.924581
2.617994 1.308997 0.927596
2.879793 1.308997 0.941970
3.141593 1.308997 0.982684

-3.141593 1.570796 0.997835
-2.879793 1.570796 0.997835
-2.617994 1.570796 0.997835
-2.356194 1.570796 0.997835
-2.094395 1.570796 0.997835
-1.832596 1.570796 0.997835
-1.570796 1.570796 0.997835
-1.308997 1.570796 0.997835
-1.047198 1.570796 0.997835
-0.785398 1.570796 0.997835
-0.523599 1.570796 0.997835
-0.261799 1.570796 0.997835
0.000000 1.570796 0.997835
0.261799 1.570796 0.997835
0.523599 1.570796 0.997835
0.785398 1.570796 0.997835
1.047198 1.570796 0.997835
1.308997 1.570796 0.997835
1.570796 1.570796 0.997835
1.832596 1.570796 0.997835
2.094395 1.570796 0.997835
2.356194 1.570796 0.997835
2.617994 1.570796 0.997835
2.879793 1.570796 0.997835
3.141593 1.570796 0.997835

