# Documentation: DRAMA Software User Manual, section 7.3.5.9
latitude, imp.probability, casualty, fatality, quantity
5.983333333339502, 1.0, 3.9263697562877036E-5, 3.9263697562877036E-5, 4.0
5.491666666672799, 1.0, 1.3372023834157499E-5, 1.3372023834157499E-5, 1.0
