# Documentation: DRAMA Software User Manual, section 7.3.5.9
latitude, imp.probability, casualty, fatality, quantity
26.458333333340818, 1.0, 6.911056163246492E-5, 6.911056163246492E-5, 1.0
26.43333333334082, 1.0, 7.10837219090837E-5, 7.10837219090837E-5, 1.0
26.425000000007486, 1.0, 7.139851319825651E-5, 7.139851319825651E-5, 1.0
26.09166666667413, 1.0, 7.59462016793854E-5, 7.59462016793854E-5, 1.0
