#_______________________________________________________________________________
#    ######   ####     ##             #####   #####     ##    #    #    ##
#    #       #        #  #            #    #  #    #   #  #   ##  ##   #  #
#    #####    ####   ######           #    #  #####   ######  # ## #  ######
#    #            #  #    #           #    #  #    #  #    #  #    #  #    #
#____######__#####___#____#___________#####___#____#__#____#__#____#__#____#____
#
#              ESA Debris Risk Assessment and Mitigation Analysis
#
#                         ---- DRAMA ( SESAM r2.1.5 ) ----
#                                      ESA 2018
#
#                         final state of demising objects
#-------------------------------------------------------------------------------
# Filename      : demiseData.txt
# RunID         : PySara
# Content       : This file lists the demising objects,
#                 computed by the DRAMA 3 Re-entry Analysis.
# Documentation : DRAMA Software User Manual, section OPERATIONS MANUAL / Normal operation / SARA / SARA Simulation Output / Re-entry simulation output
#
#--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
#  Time [s]  Altitude [km]  Lat [deg]  Lon [deg]  Velocity [km/s]   Downrange [km]       Drag       Lift       Side    Knudsen       Mach                UniqueID                  Name
#--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  1254.550         101.822      2.737     24.192            7.297         9054.463      0.742      0.000      0.000    0.01578   24.36756  ac1d6f23-bede-4c15-9e4b-b7dab4e649d2  SolarP
  1264.100         101.199      2.847     24.799            7.296         9123.066      0.872      0.000      0.000    0.04532   24.18900  4430b541-1512-4ce1-8d43-c641d490e577  SVM
  1414.650          87.690      4.509     34.293            7.057        10193.805      2.097      0.000      0.000    0.06612   23.92907  3cecd9af-b84c-463a-9918-027600ab7a28  RSJD
  1419.650          87.016      4.561     34.598            7.029        10228.160      1.644      0.000      0.000    0.08456   23.91882  fd99f765-a3fa-468b-bcd5-016d167f3fbf  EIU
  1422.650          85.517      4.571     34.664            6.573        10235.591      3.559      0.000      0.000    0.11684   22.54968  64b02e72-4243-475a-a0f7-8c6fa719a799  SADME
  1419.650          86.697      4.555     34.566            6.936        10224.465      1.507      0.000      0.000    0.09800   23.64244  f1c16680-da40-4038-85b6-afd9b8962bbf  CCU
  1419.650          86.884      4.558     34.585            6.993        10226.626      1.676      0.000      0.000    0.09752   23.81326  68243c07-bf67-48dd-a108-e7887f700348  BSP
  1425.650          85.745      4.614     34.919            6.864        10264.206      2.507      0.000      0.000    0.11649   23.50171  4e7a4b59-cee7-44f5-ae91-a119ddf2194d  EDR
  1421.650          86.426      4.576     34.688            6.929        10238.281      1.859      0.000      0.000    0.09751   23.64876  6d068f8c-42c1-4e67-8a34-0e2d5d014c75  EPRM
  1423.650          86.018      4.593     34.795            6.872        10250.234      4.142      0.000      0.000    0.14953   23.50146  f120bce6-ee18-485a-95c4-14304c34293c  BEG1
  1423.650          86.018      4.593     34.795            6.872        10250.234      4.142      0.000      0.000    0.14953   23.50146  4c87b281-88d9-47ea-ba35-3c43a092e79b  BEG2
  1423.650          86.018      4.593     34.795            6.872        10250.234      4.142      0.000      0.000    0.14953   23.50146  ff0691b0-9eec-427c-aca7-0945f2dbf535  BEG3
  1423.650          86.018      4.593     34.795            6.872        10250.234      4.142      0.000      0.000    0.14953   23.50146  fe133580-a71f-4b46-ac90-7df387aa120d  BEG4
  1421.650          86.622      4.579     34.708            6.981        10240.465      1.638      0.000      0.000    0.10049   23.80373  d5048910-9fae-46a6-bc06-68f2fe96939e  T4S
  1419.650          86.992      4.560     34.596            7.022        10227.906      1.490      0.000      0.000    0.07853   23.89818  049e68a2-6063-4a2e-b6f1-5aa39107fb56  EAIM
  1416.650          87.487      4.531     34.422            7.064        10208.293      1.377      0.000      0.000    0.07276   23.97752  f7acf7c6-ccd2-4fc7-a596-8e3599a1dcc5  SADM1
  1422.650          86.951      4.597     34.815            7.092        10252.488      1.805      0.000      0.000    0.09545   24.14256  5feabfca-0490-48e9-91dc-79fdc5a134a5  SADM2
  1419.650          87.851      4.574     34.678            7.213        10237.074      1.917      0.000      0.000    0.11424   24.43551  1ad2f9ff-fe8a-46ef-a8f9-205220abdfe0  Battery1
  1419.650          87.851      4.574     34.678            7.213        10237.074      1.917      0.000      0.000    0.11424   24.43551  5f1e2153-5905-45f9-a31e-e6178b321fa2  Battery2
  1419.650          87.851      4.574     34.678            7.213        10237.074      1.917      0.000      0.000    0.11424   24.43551  d62ffb09-5716-42d4-9382-65e4c7f6ab3a  Battery3
  1419.650          87.851      4.574     34.678            7.213        10237.074      1.917      0.000      0.000    0.11424   24.43551  5650f82c-a8f5-4122-9599-3bc5b665f544  Battery4
