#_______________________________________________________________________________
#    ######   ####     ##             #####   #####     ##    #    #    ##
#    #       #        #  #            #    #  #    #   #  #   ##  ##   #  #
#    #####    ####   ######           #    #  #####   ######  # ## #  ######
#    #            #  #    #           #    #  #    #  #    #  #    #  #    #
#____######__#####___#____#___________#####___#____#__#____#__#____#__#____#____
#
#              ESA Debris Risk Assessment and Mitigation Analysis
#
#                         ---- DRAMA ( SESAM r2.1.5 ) ----
#                                      ESA 2018
#
#                         final state of ballooning objects
#-------------------------------------------------------------------------------
# Filename      : ballooningData.txt
# RunID         : PySara
# Content       : This file lists the ballooning objects,
#                 computed by the DRAMA 3 Re-entry Analysis.
# Documentation : DRAMA Software User Manual, section OPERATIONS MANUAL / Normal operation / SARA / SARA Simulation Output / Re-entry simulation output
#
#--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
#  Time [s]  Altitude [km]  Lat [deg]  Lon [deg]  Velocity [km/s]   Downrange [km]       Drag       Lift       Side    Knudsen       Mach                UniqueID                  Name
#--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  2453.147          82.471      9.299     87.938            2.940        17718.455      0.686      0.000      0.000    0.00745   10.67533  c3301475-8229-4bb1-b60e-0685f572310b  IntRing
  2523.134          75.055      9.638     92.281            2.635        18196.765      0.576      0.000      0.000    0.00242    9.24245  bca3f3ba-1ce7-4cca-a1ae-583496a30689  PropStr
  2579.820          70.987      9.892     96.197            2.015        18627.380      2.874      0.000      0.000    0.00274    7.04561  4d596ab3-b5ce-4370-977f-1a8802bcf123  ASCATSSP1
  2579.820          70.987      9.892     96.197            2.015        18627.380      2.874      0.000      0.000    0.00274    7.04561  d9317e02-26d0-4830-8c01-9ebc2ef0f4b3  ASCATSSP2
  2586.075          70.126      9.909     96.505            1.919        18661.233      2.393      0.000      0.000    0.00255    6.68599  2174174d-8633-470f-81db-77add3252e0f  SAR-Tx
  2600.298          67.910      9.953     97.291            1.787        18747.491      1.460      0.000      0.000    0.00230    6.18131  8c6e4d00-4ff8-4a89-ba8f-3af08b2a8d80  FMU1
  2600.298          67.910      9.953     97.291            1.787        18747.491      1.460      0.000      0.000    0.00230    6.18131  d48a1d8d-51ba-40f2-b422-84fe47391013  FMU2
  2602.248          67.546      9.961     97.444            1.883        18764.296      1.478      0.000      0.000    0.00234    6.51513  9bc2cd0a-edc1-4207-b092-33d16198b231  ASCATICU1
  2602.248          67.546      9.961     97.444            1.883        18764.296      1.478      0.000      0.000    0.00234    6.51513  31b09dff-babf-48dd-ad99-ac5aef3469e6  ASCATICU2
  2569.192          72.483      9.853     95.544            2.085        18555.582      2.921      0.000      0.000    0.00115    7.31214  59583a85-bcfd-47ed-bdab-daa3f7c171bf  SheWallZ1
  2569.192          72.483      9.853     95.544            2.085        18555.582      2.921      0.000      0.000    0.00115    7.31214  96825daa-1189-41a4-8029-c7f260f99328  SheWallZ2
