Altitude_km,Loss_per_km
0.9139191919191919,1.094103302482795e-06
1.8278383838383838,1.094103302482795e-06
2.7417575757575756,0.0
3.6556767676767676,1.094103302490569e-06
4.56959595959596,0.0
5.483515151515151,1.0941033024827954e-06
6.397434343434344,0.0
7.311353535353535,1.0941033024827954e-06
8.225272727272728,0.0
9.13919191919192,1.0941033024905695e-06
10.05311111111111,0.0
10.967030303030302,1.0941033024827954e-06
11.880949494949494,0.0
12.794868686868687,1.0941033024827933e-06
13.708787878787879,0.0
14.62270707070707,0.0
15.536626262626262,1.0941033024905695e-06
16.450545454545455,0.0
17.364464646464647,1.0941033024827954e-06
18.27838383838384,0.0
19.19230303030303,1.0941033024827954e-06
20.10622222222222,0.0
21.020141414141413,1.0834585594478351e-07
21.934060606060605,9.857574465457858e-07
22.847979797979797,0.0
23.761898989898988,1.0941033024827954e-06
24.675818181818183,0.0
25.589737373737375,1.0941033024827954e-06
26.503656565656566,1.0941033024905695e-06
27.417575757575758,0.0
28.33149494949495,1.0941033024827954e-06
29.24541414141414,1.0941033024827954e-06
30.159333333333333,1.0941033024905695e-06
31.073252525252524,1.0941033024827954e-06
31.987171717171716,1.0941033024827954e-06
32.90109090909091,2.542727441195087e-06
33.8150101010101,2.9981372816315213e-06
34.728929292929294,2.8812820298793784e-06
35.642848484848486,3.8712667942043706e-06
36.55676767676768,4.5244865837200184e-06
37.47068686868687,5.181031021140454e-06
38.38460606060606,7.205138494775226e-06
39.29852525252525,7.654538948208419e-06
40.21244444444444,9.240606320887052e-06
41.126363636363635,1.1000735758823048e-05
42.04028282828283,1.3032121910133506e-05
42.95420202020202,1.5127106152636185e-05
43.86812121212121,1.6724195154078516e-05
44.7820404040404,1.9923055871480377e-05
45.69595959595959,2.273293867330102e-05
46.609878787878785,2.5758630858749073e-05
47.523797979797976,2.830757797783697e-05
48.43771717171717,3.291310728359995e-05
49.351636363636366,3.586766715345012e-05
50.26555555555556,3.974231548382843e-05
51.17947474747475,4.3333395435461895e-05
52.09339393939394,4.754897449987058e-05
53.00731313131313,5.167145004917883e-05
53.921232323232324,5.595429053259099e-05
54.835151515151516,5.9814575447248134e-05
55.74907070707071,6.495027775131254e-05
56.6629898989899,6.919141970191865e-05
57.57690909090909,7.316607680727964e-05
58.49082828282828,7.853848209066188e-05
59.404747474747474,8.356099192239461e-05
60.318666666666665,8.884367434338905e-05
61.23258585858586,9.354161590981815e-05
62.14650505050505,9.905281285338624e-05
63.06042424242424,0.00010133967187577425
63.97434343434343,0.00010586808794037204
64.88826262626263,0.00011116781808863433
65.80218181818182,0.00011792263463322951
66.71610101010101,0.00012534219200077177
67.6300202020202,0.00013096572469573458
68.5439393939394,0.00013418744013210686
69.45785858585859,0.00013658784947758566
70.37177777777778,0.00014367752116857259
71.28569696969697,0.0001525701221140447
72.19961616161616,0.000158032743538756
73.11353535353535,0.00015990610301902796
74.02745454545455,0.0001644796090499547
74.94137373737374,0.00017077874873568308
75.85529292929293,0.0001762059733041099
76.76921212121212,0.00017764164839406842
77.68313131313131,0.00018035742267009014
78.5970505050505,0.0001855951810442534
79.5109696969697,0.00018717747888831468
80.42488888888889,0.00018659028580076615
81.33880808080808,0.0001872924658440753
82.25272727272727,0.00018655978329564245
83.16664646464646,0.00018484175713596372
84.08056565656565,0.00017932767287535161
84.99448484848484,0.0001748032202516603
85.90840404040404,0.00016775887417433226
86.82232323232323,0.0001590061635594106
87.73624242424242,0.00014513307847271027
88.65016161616161,0.00012949022516638983
89.5640808080808,0.00010490071579055927
90.478,4.7653159602598586e-05
