Altitude_km,Loss_per_km
84.65739393939394,0.0004101623707947241
84.71678787878788,0.0007523222712438688
84.77618181818181,0.0007726122338162227
84.83557575757575,0.0007808914714175806
84.8949696969697,0.0007970274726585115
84.95436363636364,0.0007947385542366796
85.01375757575758,0.0007808914714175803
85.07315151515151,0.0007914235454596284
85.13254545454545,0.0008057623932518162
85.19193939393939,0.0007937947734347672
85.25133333333333,0.0007884000432581707
85.31072727272728,0.0007864732110328396
85.3701212121212,0.0007863464319685552
85.42951515151515,0.00078634643196864
85.48890909090909,0.0007853625228861744
85.54830303030303,0.0007842525537909706
85.60769696969697,0.0007768751780458068
85.6670909090909,0.0007747193352823219
85.72648484848484,0.0007821172126792021
85.78587878787879,0.0007754901280561385
85.84527272727273,0.0007623167769151691
85.90466666666667,0.0007623167769151711
85.9640606060606,0.0007623167769151702
86.02345454545454,0.0007600983199285839
86.08284848484848,0.0007574409196082867
86.14224242424243,0.0007499415045625769
86.20163636363637,0.0007485114986015794
86.2610303030303,0.0007474164489918057
86.32042424242424,0.0007383314021110415
86.37981818181818,0.0007349663790746811
86.43921212121212,0.0007272160044243534
86.49860606060606,0.0007198683135633435
86.55799999999999,0.0007142300043453861
86.61739393939393,0.0007142300043453834
86.67678787878788,0.0007115178044017691
86.73618181818182,0.0007040267185690195
86.79557575757576,0.0007021481912598162
86.85496969696969,0.0007009762516874597
86.91436363636363,0.0004882535215272015
86.97375757575757,0.00031517108255080435
87.03315151515152,0.0
87.09254545454544,0.0
87.15193939393939,0.0
87.21133333333333,0.0
87.27072727272727,0.0
87.33012121212121,0.0
87.38951515151516,0.0
87.44890909090908,0.0
87.50830303030303,0.0
87.56769696969697,0.0
87.62709090909091,0.0
87.68648484848484,0.0
87.74587878787878,0.0
87.80527272727272,0.0
87.86466666666666,0.0
87.9240606060606,0.0
87.98345454545453,0.0
88.04284848484848,0.0
88.10224242424242,0.0
88.16163636363636,0.0
88.2210303030303,0.0
88.28042424242423,0.0
88.33981818181817,0.0
88.39921212121212,0.0
88.45860606060606,0.0
88.518,0.0
88.57739393939393,0.0
88.63678787878787,0.0
88.69618181818181,0.0
88.75557575757576,0.0
88.8149696969697,0.0
88.87436363636363,0.0
88.93375757575757,0.0
88.99315151515151,0.0
89.05254545454545,0.0
89.1119393939394,0.0
89.17133333333332,0.0
89.23072727272726,0.0
89.2901212121212,0.0
89.34951515151515,0.0
89.40890909090909,0.0
89.46830303030302,0.0
89.52769696969696,0.0
89.5870909090909,0.0
89.64648484848485,0.0
89.70587878787879,0.0
89.76527272727272,0.0
89.82466666666666,0.0
89.8840606060606,0.0
89.94345454545454,0.0
90.00284848484849,0.0
90.06224242424241,0.0
90.12163636363636,0.0
90.1810303030303,0.0
90.24042424242424,0.0
90.29981818181818,0.0
90.35921212121211,0.0
90.41860606060605,0.0
90.478,0.0
