Time [s]	Altitude [km]	Latitude [deg]	Longitude [deg]	Velocity [m/s]	Temperature [K]	Mass [kg]	Convective Heat [W/m²]	Integrated Heat [J/m²]	Object	Material
3590.557	4.366	-9.528	-72.462	0.018	285.972	2.475	2.639	0.121	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3591.557	4.349	-9.528	-72.462	0.018	285.925	2.475	2.639	0.12	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3592.557	4.332	-9.528	-72.462	0.018	285.879	2.475	2.639	0.12	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3593.557	4.315	-9.528	-72.462	0.018	285.833	2.475	2.639	0.12	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3594.557	4.298	-9.528	-72.462	0.017	285.787	2.475	2.639	0.12	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3595.557	4.281	-9.528	-72.462	0.017	285.741	2.475	2.639	0.12	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3596.557	4.264	-9.528	-72.462	0.017	285.696	2.475	2.639	0.119	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3597.557	4.247	-9.528	-72.462	0.017	285.651	2.475	2.639	0.119	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3598.557	4.231	-9.528	-72.462	0.017	285.606	2.475	2.639	0.119	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3599.557	4.214	-9.528	-72.462	0.017	285.561	2.475	2.639	0.119	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3600.557	4.197	-9.528	-72.462	0.017	285.517	2.475	2.639	0.118	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3601.557	4.18	-9.528	-72.462	0.017	285.473	2.475	2.639	0.118	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3602.557	4.163	-9.528	-72.462	0.017	285.429	2.475	2.639	0.118	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3603.557	4.147	-9.528	-72.462	0.017	285.385	2.475	2.639	0.118	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3604.557	4.13	-9.528	-72.462	0.017	285.342	2.475	2.639	0.118	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3605.557	4.113	-9.528	-72.463	0.017	285.299	2.475	2.639	0.117	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3606.557	4.097	-9.528	-72.463	0.017	285.256	2.475	2.639	0.117	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3607.557	4.08	-9.528	-72.463	0.017	285.213	2.475	2.639	0.117	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3608.557	4.063	-9.528	-72.463	0.017	285.171	2.475	2.639	0.117	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3609.557	4.047	-9.528	-72.463	0.017	285.129	2.475	2.639	0.116	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3610.557	4.03	-9.528	-72.463	0.017	285.087	2.475	2.639	0.116	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3611.557	4.014	-9.528	-72.463	0.017	285.046	2.475	2.639	0.116	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3612.557	3.997	-9.528	-72.463	0.017	285.005	2.475	2.639	0.116	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3613.557	3.98	-9.528	-72.463	0.017	284.964	2.475	2.639	0.116	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3614.557	3.964	-9.528	-72.463	0.017	284.923	2.475	2.639	0.115	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3615.557	3.947	-9.528	-72.463	0.017	284.882	2.475	2.639	0.115	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3616.557	3.931	-9.528	-72.463	0.017	284.842	2.475	2.639	0.115	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3617.557	3.914	-9.528	-72.463	0.017	284.802	2.475	2.639	0.115	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3618.557	3.898	-9.528	-72.463	0.017	284.762	2.475	2.639	0.114	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3619.557	3.882	-9.528	-72.463	0.017	284.723	2.475	2.639	0.114	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3620.557	3.865	-9.528	-72.463	0.017	284.683	2.475	2.639	0.114	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3621.557	3.849	-9.528	-72.463	0.017	284.644	2.475	2.639	0.114	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3622.557	3.832	-9.528	-72.463	0.017	284.606	2.475	2.639	0.114	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3623.557	3.816	-9.528	-72.463	0.017	284.567	2.475	2.639	0.113	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3624.557	3.8	-9.528	-72.463	0.017	284.529	2.475	2.639	0.113	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3625.557	3.783	-9.528	-72.463	0.017	284.491	2.475	2.639	0.113	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3626.557	3.767	-9.528	-72.463	0.017	284.453	2.475	2.639	0.113	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3627.557	3.751	-9.528	-72.463	0.017	284.416	2.475	2.639	0.113	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3628.557	3.734	-9.528	-72.463	0.017	284.378	2.475	2.639	0.112	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3629.557	3.718	-9.528	-72.463	0.017	284.341	2.475	2.639	0.112	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3630.557	3.702	-9.528	-72.463	0.017	284.305	2.475	2.639	0.112	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3631.557	3.686	-9.528	-72.463	0.017	284.268	2.475	2.639	0.112	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3632.557	3.67	-9.528	-72.464	0.017	284.232	2.475	2.639	0.112	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3633.557	3.653	-9.528	-72.464	0.017	284.196	2.475	2.639	0.111	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3634.557	3.637	-9.528	-72.464	0.017	284.16	2.475	2.639	0.111	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3635.557	3.621	-9.528	-72.464	0.017	284.125	2.475	2.639	0.111	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3636.557	3.605	-9.528	-72.464	0.017	284.089	2.475	2.639	0.111	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3637.557	3.589	-9.528	-72.464	0.017	284.054	2.475	2.639	0.111	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3638.557	3.573	-9.528	-72.464	0.017	284.019	2.475	2.639	0.11	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3639.557	3.557	-9.528	-72.464	0.017	283.985	2.475	2.639	0.11	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3640.557	3.541	-9.528	-72.464	0.016	283.95	2.475	2.639	0.11	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3641.557	3.524	-9.528	-72.464	0.016	283.916	2.475	2.639	0.11	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3642.557	3.508	-9.528	-72.464	0.016	283.882	2.475	2.639	0.11	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3643.557	3.492	-9.528	-72.464	0.016	283.849	2.475	2.639	0.109	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3644.557	3.476	-9.528	-72.464	0.016	283.815	2.475	2.639	0.109	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3645.557	3.46	-9.528	-72.464	0.016	283.782	2.475	2.639	0.109	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3646.557	3.444	-9.528	-72.464	0.016	283.749	2.475	2.639	0.109	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3647.557	3.428	-9.528	-72.464	0.016	283.717	2.475	2.639	0.109	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3648.557	3.413	-9.528	-72.464	0.016	283.684	2.475	2.639	0.108	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3649.557	3.397	-9.528	-72.464	0.016	283.652	2.475	2.639	0.108	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3650.557	3.381	-9.528	-72.464	0.016	283.62	2.475	2.639	0.108	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3651.557	3.365	-9.528	-72.464	0.016	283.588	2.475	2.639	0.108	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3652.557	3.349	-9.528	-72.464	0.016	283.557	2.475	2.639	0.108	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3653.557	3.333	-9.528	-72.464	0.016	283.526	2.475	2.639	0.107	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3654.557	3.317	-9.528	-72.464	0.016	283.495	2.475	2.639	0.107	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3655.557	3.301	-9.528	-72.464	0.016	283.464	2.475	2.639	0.107	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3656.557	3.286	-9.528	-72.464	0.016	283.433	2.475	2.639	0.107	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3657.557	3.27	-9.528	-72.464	0.016	283.403	2.475	2.639	0.107	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3658.557	3.254	-9.528	-72.464	0.016	283.373	2.475	2.639	0.106	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3659.557	3.238	-9.528	-72.464	0.016	283.343	2.475	2.639	0.106	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3660.557	3.223	-9.528	-72.464	0.016	283.313	2.475	2.639	0.106	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3661.557	3.207	-9.528	-72.464	0.016	283.284	2.475	2.639	0.106	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3662.557	3.191	-9.528	-72.464	0.016	283.255	2.475	2.639	0.106	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3663.557	3.176	-9.528	-72.465	0.016	283.226	2.475	2.639	0.106	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3664.557	3.16	-9.528	-72.465	0.016	283.197	2.475	2.639	0.105	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3665.557	3.144	-9.528	-72.465	0.016	283.169	2.475	2.639	0.105	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3666.557	3.129	-9.528	-72.465	0.016	283.141	2.475	2.639	0.105	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3667.557	3.113	-9.528	-72.465	0.016	283.113	2.475	2.639	0.105	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3668.557	3.097	-9.528	-72.465	0.016	283.085	2.475	2.639	0.105	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3669.557	3.082	-9.528	-72.465	0.016	283.057	2.475	2.639	0.104	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3670.557	3.066	-9.528	-72.465	0.016	283.03	2.475	2.639	0.104	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3671.557	3.051	-9.528	-72.465	0.016	283.003	2.475	2.639	0.104	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3672.557	3.035	-9.528	-72.465	0.016	282.976	2.475	2.639	0.104	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3673.557	3.02	-9.528	-72.465	0.016	282.949	2.475	2.639	0.104	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3674.557	3.004	-9.528	-72.465	0.016	282.923	2.475	2.639	0.104	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3675.557	2.989	-9.528	-72.465	0.016	282.897	2.475	2.639	0.103	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3676.557	2.973	-9.528	-72.465	0.016	282.871	2.475	2.639	0.103	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3677.557	2.958	-9.528	-72.465	0.016	282.845	2.475	2.639	0.103	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3678.557	2.942	-9.528	-72.465	0.016	282.819	2.475	2.639	0.103	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3679.557	2.927	-9.528	-72.465	0.016	282.794	2.475	2.639	0.103	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3680.557	2.911	-9.528	-72.465	0.016	282.769	2.475	2.639	0.103	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3681.557	2.896	-9.528	-72.465	0.016	282.744	2.475	2.639	0.102	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3682.557	2.88	-9.528	-72.465	0.016	282.719	2.475	2.639	0.102	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3683.557	2.865	-9.528	-72.465	0.016	282.695	2.475	2.639	0.102	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3684.557	2.85	-9.528	-72.465	0.016	282.671	2.475	2.639	0.102	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3685.557	2.834	-9.528	-72.465	0.016	282.647	2.475	2.639	0.102	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3686.557	2.819	-9.528	-72.465	0.016	282.623	2.475	2.639	0.101	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3687.557	2.804	-9.528	-72.465	0.016	282.599	2.475	2.639	0.101	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3688.557	2.788	-9.528	-72.465	0.016	282.576	2.475	2.639	0.101	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3689.557	2.773	-9.528	-72.465	0.016	282.553	2.475	2.639	0.101	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3690.557	2.758	-9.528	-72.465	0.016	282.53	2.475	2.639	0.101	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3691.557	2.743	-9.528	-72.465	0.016	282.507	2.475	2.639	0.101	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3692.557	2.727	-9.528	-72.465	0.015	282.485	2.475	2.639	0.1	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3693.557	2.712	-9.528	-72.465	0.015	282.463	2.475	2.639	0.1	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3694.557	2.697	-9.528	-72.465	0.015	282.441	2.475	2.639	0.1	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3695.557	2.682	-9.528	-72.465	0.015	282.419	2.475	2.639	0.1	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3696.557	2.667	-9.528	-72.465	0.015	282.397	2.475	2.639	0.1	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3697.557	2.652	-9.528	-72.465	0.015	282.376	2.475	2.639	0.1	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3698.557	2.636	-9.528	-72.465	0.015	282.355	2.475	2.639	0.099	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3699.557	2.621	-9.528	-72.466	0.015	282.334	2.475	2.639	0.099	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3700.557	2.606	-9.528	-72.466	0.015	282.313	2.475	2.639	0.099	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3701.557	2.591	-9.528	-72.466	0.015	282.293	2.475	2.639	0.099	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3702.557	2.576	-9.528	-72.466	0.015	282.272	2.475	2.639	0.099	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3703.557	2.561	-9.528	-72.466	0.015	282.252	2.475	2.639	0.099	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3704.557	2.546	-9.528	-72.466	0.015	282.232	2.475	2.639	0.098	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3705.557	2.531	-9.528	-72.466	0.015	282.213	2.475	2.639	0.098	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3706.557	2.516	-9.528	-72.466	0.015	282.193	2.475	2.639	0.098	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3707.557	2.501	-9.528	-72.466	0.015	282.174	2.475	2.639	0.098	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3708.557	2.486	-9.528	-72.466	0.015	282.155	2.475	2.639	0.098	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3709.557	2.471	-9.528	-72.466	0.015	282.136	2.475	2.639	0.098	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3710.557	2.456	-9.528	-72.466	0.015	282.117	2.475	2.639	0.098	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3711.557	2.441	-9.528	-72.466	0.015	282.099	2.475	2.639	0.097	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3712.557	2.426	-9.528	-72.466	0.015	282.081	2.475	2.639	0.097	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3713.557	2.411	-9.528	-72.466	0.015	282.063	2.475	2.639	0.097	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3714.557	2.396	-9.528	-72.466	0.015	282.045	2.475	2.639	0.097	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3715.557	2.381	-9.528	-72.466	0.015	282.027	2.475	2.639	0.097	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3716.557	2.366	-9.528	-72.466	0.015	282.01	2.475	2.639	0.097	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3717.557	2.352	-9.528	-72.466	0.015	281.993	2.475	2.639	0.096	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3718.557	2.337	-9.528	-72.466	0.015	281.976	2.475	2.639	0.096	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3719.557	2.322	-9.528	-72.466	0.015	281.959	2.475	2.639	0.096	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3720.557	2.307	-9.528	-72.466	0.015	281.943	2.475	2.639	0.096	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3721.557	2.292	-9.528	-72.466	0.015	281.926	2.475	2.639	0.096	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3722.557	2.277	-9.528	-72.466	0.015	281.91	2.475	2.639	0.096	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3723.557	2.263	-9.528	-72.466	0.015	281.894	2.475	2.639	0.096	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3724.557	2.248	-9.528	-72.466	0.015	281.878	2.475	2.639	0.095	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3725.557	2.233	-9.528	-72.466	0.015	281.863	2.475	2.639	0.095	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3726.557	2.218	-9.528	-72.466	0.015	281.848	2.475	2.639	0.095	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3727.557	2.204	-9.528	-72.466	0.015	281.832	2.475	2.639	0.095	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3728.557	2.189	-9.528	-72.466	0.015	281.818	2.475	2.639	0.095	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3729.557	2.174	-9.528	-72.466	0.015	281.803	2.475	2.639	0.095	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3730.557	2.16	-9.528	-72.466	0.015	281.788	2.475	2.639	0.094	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3731.557	2.145	-9.528	-72.466	0.015	281.774	2.475	2.639	0.094	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3732.557	2.13	-9.528	-72.466	0.015	281.76	2.475	2.639	0.094	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3733.557	2.116	-9.528	-72.466	0.015	281.746	2.475	2.639	0.094	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3734.557	2.101	-9.528	-72.466	0.015	281.732	2.475	2.639	0.094	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3735.557	2.087	-9.528	-72.466	0.015	281.719	2.475	2.639	0.094	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3736.557	2.072	-9.528	-72.466	0.015	281.705	2.475	2.639	0.094	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3737.557	2.057	-9.528	-72.466	0.015	281.692	2.475	2.639	0.093	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3738.557	2.043	-9.528	-72.466	0.015	281.679	2.475	2.639	0.093	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3739.557	2.028	-9.528	-72.466	0.015	281.667	2.475	2.639	0.093	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3740.557	2.014	-9.528	-72.466	0.015	281.654	2.475	2.639	0.093	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3741.557	1.999	-9.528	-72.466	0.015	281.642	2.475	2.639	0.093	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3742.557	1.985	-9.528	-72.466	0.015	281.63	2.475	2.639	0.093	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3743.557	1.97	-9.528	-72.466	0.015	281.618	2.475	2.639	0.093	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3744.557	1.956	-9.528	-72.466	0.015	281.606	2.475	2.639	0.092	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3745.557	1.941	-9.528	-72.467	0.015	281.595	2.475	2.639	0.092	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3746.557	1.927	-9.528	-72.467	0.015	281.583	2.475	2.639	0.092	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3747.557	1.912	-9.528	-72.467	0.015	281.572	2.475	2.639	0.092	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3748.557	1.898	-9.528	-72.467	0.015	281.561	2.475	2.639	0.092	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3749.557	1.884	-9.528	-72.467	0.015	281.55	2.475	2.639	0.092	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3750.557	1.869	-9.528	-72.467	0.015	281.54	2.475	2.639	0.092	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3751.557	1.855	-9.528	-72.467	0.015	281.529	2.475	2.639	0.091	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3752.557	1.84	-9.528	-72.467	0.014	281.519	2.475	2.639	0.091	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3753.557	1.826	-9.528	-72.467	0.014	281.509	2.475	2.639	0.091	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3754.557	1.812	-9.528	-72.467	0.014	281.499	2.475	2.639	0.091	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3755.557	1.797	-9.528	-72.467	0.014	281.49	2.475	2.639	0.091	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3756.557	1.783	-9.528	-72.467	0.014	281.48	2.475	2.639	0.091	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3757.557	1.769	-9.528	-72.467	0.014	281.471	2.475	2.639	0.091	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3758.557	1.755	-9.528	-72.467	0.014	281.462	2.475	2.639	0.09	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3759.557	1.74	-9.528	-72.467	0.014	281.453	2.475	2.639	0.09	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3760.557	1.726	-9.528	-72.467	0.014	281.445	2.475	2.639	0.09	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3761.557	1.712	-9.528	-72.467	0.014	281.436	2.475	2.639	0.09	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3762.557	1.698	-9.528	-72.467	0.014	281.428	2.475	2.639	0.09	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3763.557	1.683	-9.528	-72.467	0.014	281.42	2.475	2.639	0.09	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3764.557	1.669	-9.528	-72.467	0.014	281.412	2.475	2.639	0.09	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3765.557	1.655	-9.528	-72.467	0.014	281.404	2.475	2.639	0.089	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3766.557	1.641	-9.528	-72.467	0.014	281.397	2.475	2.639	0.089	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3767.557	1.627	-9.528	-72.467	0.014	281.39	2.475	2.639	0.089	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3768.557	1.613	-9.528	-72.467	0.014	281.382	2.475	2.639	0.089	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3769.557	1.598	-9.528	-72.467	0.014	281.376	2.475	2.639	0.089	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3770.557	1.584	-9.528	-72.467	0.014	281.369	2.475	2.639	0.089	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3771.557	1.57	-9.528	-72.467	0.014	281.362	2.475	2.639	0.089	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3772.557	1.556	-9.528	-72.467	0.014	281.356	2.475	2.639	0.089	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3773.557	1.542	-9.528	-72.467	0.014	281.35	2.475	2.639	0.088	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3774.557	1.528	-9.528	-72.467	0.014	281.344	2.475	2.639	0.088	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3775.557	1.514	-9.528	-72.467	0.014	281.338	2.475	2.639	0.088	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3776.557	1.5	-9.528	-72.467	0.014	281.332	2.475	2.639	0.088	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3777.557	1.486	-9.528	-72.467	0.014	281.327	2.475	2.639	0.088	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3778.557	1.472	-9.528	-72.467	0.014	281.321	2.475	2.639	0.088	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3779.557	1.458	-9.528	-72.467	0.014	281.316	2.475	2.639	0.088	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3780.557	1.444	-9.528	-72.467	0.014	281.311	2.475	2.639	0.087	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3781.557	1.43	-9.528	-72.467	0.014	281.307	2.475	2.639	0.087	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3782.557	1.416	-9.528	-72.467	0.014	281.302	2.475	2.639	0.087	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3783.557	1.402	-9.528	-72.467	0.014	281.298	2.475	2.639	0.087	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3784.557	1.388	-9.528	-72.467	0.014	281.294	2.475	2.639	0.087	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3785.557	1.374	-9.528	-72.467	0.014	281.29	2.475	2.639	0.087	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3786.557	1.36	-9.529	-72.467	0.014	281.286	2.475	2.639	0.087	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3787.557	1.346	-9.529	-72.467	0.014	281.282	2.475	2.639	0.087	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3788.557	1.332	-9.529	-72.467	0.014	281.279	2.475	2.639	0.086	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3789.557	1.319	-9.529	-72.467	0.014	281.275	2.475	2.639	0.086	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3790.557	1.305	-9.529	-72.467	0.014	281.272	2.475	2.639	0.086	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
