Time [s]	Altitude [km]	Latitude [deg]	Longitude [deg]	Mass [kg]	Group	Material
2689.592105263158	68.61233333333334	-9.638631578947368	-73.97544444444445	0.7520935672514647	0.001000kg_unknown	unknown
2689.3669590643276	68.64655555555555	-9.639532163742691	-73.98842787524366	0.7684541910331361	0.001000kg_unknown	unknown
2689.141812865497	68.68077777777778	-9.64043274853801	-74.00141130604288	0.7848148148148143	0.001000kg_unknown	unknown
2688.9166666666665	68.715	-9.641333333333334	-74.0143947368421	0.8011754385964925	0.001000kg_unknown	unknown
2688.6914301021134	68.74922222222222	-9.642234279591547	-74.02738331848752	0.8141574687270049	0.001000kg_unknown	unknown
2688.465786891806	68.78344444444444	-9.643136852432775	-74.0403950789409	0.8186902133922	0.001000kg_unknown	unknown
2688.2401436814994	68.81766666666667	-9.644039425274	-74.0534068393943	0.8232229580573952	0.001000kg_unknown	unknown
2688.0145004711926	68.8518888888889	-9.644941998115229	-74.06641859984767	0.8277557027225905	0.001000kg_unknown	unknown
2687.788857260886	68.8861111111111	-9.645844570956458	-74.07943036030105	0.8322884473877837	0.001000kg_unknown	unknown
2687.5611111111107	68.92033333333333	-9.646755555555556	-74.09262222222223	0.8333333333333334	0.001000kg_unknown	unknown
2687.332962962963	68.95455555555556	-9.64766814814815	-74.1058548148148	0.8333333333333334	0.001000kg_unknown	unknown
2687.1048148148147	68.98877777777778	-9.648580740740742	-74.1190874074074	0.8333333333333334	0.001000kg_unknown	unknown
2686.8766666666666	69.023	-9.649493333333334	-74.13231999999999	0.8333333333333334	0.001000kg_unknown	unknown
2686.647147147147	69.05722222222222	-9.650411411411412	-74.1457052052052	0.8333333333333334	0.001000kg_unknown	unknown
2686.415915915916	69.09144444444445	-9.651336336336337	-74.15927077077076	0.8333333333333334	0.001000kg_unknown	unknown
2686.1846846846847	69.12566666666666	-9.65226126126126	-74.17283633633635	0.8333333333333334	0.001000kg_unknown	unknown
2685.953453453453	69.15988888888889	-9.653186186186186	-74.18640190190189	0.8333333333333334	0.001000kg_unknown	unknown
2685.7221898769517	69.19411111111111	-9.654088217469171	-74.19997413059319	0.8333333333333334	0.001000kg_unknown	unknown
2685.490434311863	69.22833333333334	-9.654861085575371	-74.21364770893342	0.8333333333333334	0.001000kg_unknown	unknown
2685.258678746774	69.26255555555555	-9.655633953681573	-74.22732128727368	0.8333333333333334	0.001000kg_unknown	unknown
2685.026923181685	69.29677777777778	-9.656406821787774	-74.24099486561391	0.8333333333333334	0.001000kg_unknown	unknown
2684.795167616596	69.331	-9.657179689893974	-74.25466844395417	0.8333333333333334	0.001000kg_unknown	unknown
2684.562547241119	69.36522222222223	-9.65808314436886	-74.26839304610733	0.8333333333333334	0.001000kg_unknown	unknown
2684.3297430083144	69.39944444444444	-9.659014361300075	-74.28212849584278	0.8333333333333334	0.001000kg_unknown	unknown
2684.0969387755104	69.43366666666667	-9.659945578231293	-74.29586394557823	0.8333333333333334	0.001000kg_unknown	unknown
2683.864134542706	69.4678888888889	-9.66087679516251	-74.30959939531368	0.8333333333333334	0.001000kg_unknown	unknown
2683.62969348659	69.5021111111111	-9.661777522349936	-74.32351468710088	0.8333333333333334	0.001000kg_unknown	unknown
2683.3936781609195	69.53633333333333	-9.662642911877393	-74.33759693486589	0.8333333333333334	0.001000kg_unknown	unknown
2683.157662835249	69.57055555555556	-9.663508301404853	-74.3516791826309	0.8333333333333334	0.001000kg_unknown	unknown
2682.9216475095786	69.60477777777778	-9.66437369093231	-74.36576143039592	0.8333333333333334	0.001000kg_unknown	unknown
2682.6855044699873	69.639	-9.665257982120051	-74.37986973180077	0.8333333333333334	0.001000kg_unknown	unknown
2682.448942812545	69.67322222222222	-9.666204228749821	-74.39406343124735	0.8333333333333334	0.001000kg_unknown	unknown
2682.2123811551014	69.70744444444445	-9.667150475379595	-74.40825713069391	0.8333333333333334	0.001000kg_unknown	unknown
2681.9758194976584	69.74166666666667	-9.668096722009366	-74.42245083014048	0.8333333333333334	0.001000kg_unknown	unknown
2681.739197530864	69.77588888888889	-9.669043209876543	-74.43664814814815	0.8333333333333334	0.001000kg_unknown	unknown
2681.5015432098767	69.81011111111111	-9.669993827160495	-74.4509074074074	0.8333333333333334	0.001000kg_unknown	unknown
2681.263888888889	69.84433333333334	-9.670944444444444	-74.46516666666668	0.8333333333333334	0.001000kg_unknown	unknown
2681.026234567901	69.87855555555555	-9.671895061728394	-74.47942592592592	0.8333333333333334	0.001000kg_unknown	unknown
2680.7885802469136	69.91277777777778	-9.672845679012346	-74.49368518518519	0.8333333333333334	0.001000kg_unknown	unknown
2680.5490741652716	69.947	-9.673803703338915	-74.50825647591846	0.8333333333333334	0.001000kg_unknown	unknown
2680.3091961507453	69.98122222222223	-9.674763215397018	-74.52288903480452	0.8333333333333334	0.001000kg_unknown	unknown
2680.06931813622	70.01544444444444	-9.675722727455122	-74.5375215936906	0.8333333333333334	0.001000kg_unknown	unknown
2679.8294401216936	70.04966666666667	-9.676682239513225	-74.55215415257669	0.8333333333333334	0.001000kg_unknown	unknown
2679.5891863743977	70.0838888888889	-9.677643254502408	-74.56680963116175	0.8333333333333334	0.001000kg_unknown	unknown
2679.348746584662	70.11811111111112	-9.678605013661352	-74.58147645833562	0.8333333333333334	0.001000kg_unknown	unknown
2679.1083067949266	70.15233333333333	-9.679566772820293	-74.59614328550948	0.8333333333333334	0.001000kg_unknown	unknown
2678.867867005191	70.18655555555556	-9.680528531979235	-74.61081011268334	0.8333333333333334	0.001000kg_unknown	unknown
2678.626872477312	70.22077777777778	-9.68149251009075	-74.62551077888396	0.8333333333333334	0.001000kg_unknown	unknown
2678.3853011687147	70.255	-9.682458795325141	-74.64024662870843	0.8333333333333334	0.001000kg_unknown	unknown
2678.1437298601168	70.28922222222222	-9.683425080559532	-74.65498247853287	0.8333333333333334	0.001000kg_unknown	unknown
2677.9021585515197	70.32344444444445	-9.684391365793923	-74.66971832835732	0.8333333333333334	0.001000kg_unknown	unknown
2677.6601654846336	70.35766666666667	-9.685359338061467	-74.68456973995272	0.8333333333333334	0.001000kg_unknown	unknown
2677.417454688731	70.39188888888889	-9.686330181245076	-74.69961780929866	0.8333333333333334	0.001000kg_unknown	unknown
2677.174743892829	70.42611111111111	-9.687301024428685	-74.7146658786446	0.8333333333333334	0.001000kg_unknown	unknown
2676.9320330969267	70.46033333333334	-9.688271867612293	-74.72971394799055	0.8333333333333334	0.001000kg_unknown	unknown
2676.688888888889	70.49455555555556	-9.689271604938272	-74.74466666666667	0.8333333333333334	0.001000kg_unknown	unknown
2676.444444444445	70.52877777777778	-9.690358024691358	-74.75933333333333	0.8333333333333334	0.001000kg_unknown	unknown
2676.2	70.563	-9.692	-74.775	0.8333333333333334	0.001000kg_unknown	unknown
2703.269	66.58	-9.593	-73.317	0.01	0.010000kg_unknown	unknown
2702.747452788757	66.62023232323232	-9.593879666227492	-73.32727799736496	0.010879666227491818	0.010000kg_unknown	unknown
2702.3356691048416	66.66046464646465	-9.594429815395333	-73.33743852316266	0.014719261581330448	0.010000kg_unknown	unknown
2701.986738738739	66.70069696969696	-9.595640458640458	-73.34840458640458	0.02276412776412585	0.010000kg_unknown	unknown
2701.6716886253844	66.7409292929293	-9.596585419411506	-73.35961045234959	0.034781291172595256	0.010000kg_unknown	unknown
2701.378868686869	66.78116161616161	-9.59738129038129	-73.37091000091	0.04976967876967551	0.010000kg_unknown	unknown
2701.0972424242423	66.82139393939394	-9.598106197106198	-73.38214605514605	0.06644253344253498	0.010000kg_unknown	unknown
2700.815616161616	66.86162626262626	-9.598831103831104	-73.39338210938212	0.08311538811538854	0.010000kg_unknown	unknown
2700.5456385042476	66.90185858585859	-9.599613084487258	-73.40519626730885	0.10437072713894338	0.010000kg_unknown	unknown
2700.2791992775437	66.94209090909091	-9.60041240216737	-73.41718603251054	0.1270180614087891	0.010000kg_unknown	unknown
2700.0127600508395	66.98232323232322	-9.601211719847482	-73.42917579771222	0.14966539567863482	0.010000kg_unknown	unknown
2699.7464614295823	67.02255555555556	-9.602010615711253	-73.44116631280963	0.1723786270346744	0.010000kg_unknown	unknown
2699.490204593708	67.06278787878787	-9.602779386218877	-73.45321038409573	0.1997981084732605	0.010000kg_unknown	unknown
2699.233947757833	67.1030202020202	-9.6035481567265	-73.46525445538184	0.22721758991185623	0.010000kg_unknown	unknown
2698.9776909219586	67.14325252525252	-9.604316927234125	-73.47729852666795	0.2546370713504423	0.010000kg_unknown	unknown
2698.721614883007	67.18348484848485	-9.605113540467972	-73.48941925584964	0.28251975450709754	0.010000kg_unknown	unknown
2698.466979925841	67.22371717171717	-9.606132080296637	-73.50215100370797	0.3140944891957511	0.010000kg_unknown	unknown
2698.212344968674	67.2639494949495	-9.607150620125305	-73.51488275156629	0.34566922388441584	0.010000kg_unknown	unknown
2697.9577100115075	67.30418181818182	-9.60816915995397	-73.52761449942462	0.37724395857306936	0.010000kg_unknown	unknown
2697.7033701797855	67.34441414141413	-9.609139889460645	-73.54037812083095	0.40934165554919405	0.010000kg_unknown	unknown
2697.4503367003367	67.38464646464647	-9.60989898989899	-73.55328282828283	0.4437542087542087	0.010000kg_unknown	unknown
2697.197303220888	67.42487878787878	-9.610658090337335	-73.5661875357347	0.4781667619592111	0.010000kg_unknown	unknown
2696.9442697414397	67.46511111111111	-9.611417190775681	-73.57909224318658	0.5125793151642257	0.010000kg_unknown	unknown
2696.6916035353534	67.50534343434343	-9.612233585858586	-73.59203661616162	0.5475842803030306	0.010000kg_unknown	unknown
2696.4401515151517	67.54557575757576	-9.613239393939393	-73.60511212121213	0.5845477272727324	0.010000kg_unknown	unknown
2696.1886994949496	67.58580808080808	-9.614245202020202	-73.61818762626262	0.6215111742424212	0.010000kg_unknown	unknown
2695.9372474747474	67.62604040404041	-9.61525101010101	-73.63126313131313	0.658474621212123	0.010000kg_unknown	unknown
2695.68498273878	67.66627272727273	-9.61619505178366	-73.64444591484465	0.6960776754890624	0.010000kg_unknown	unknown
2695.430347781614	67.70650505050504	-9.616958956655159	-73.65794156757448	0.7355460938498829	0.010000kg_unknown	unknown
2695.175712824447	67.74673737373737	-9.617722861526659	-73.67143722030431	0.7750145122107173	0.010000kg_unknown	unknown
2694.9210778672805	67.78696969696969	-9.618486766398158	-73.68493287303414	0.8144829305715378	0.010000kg_unknown	unknown
2694.6669684264025	67.82720202020202	-9.61933212629439	-73.69848370497428	0.8544511149228224	0.010000kg_unknown	unknown
2694.4139349469538	67.86743434343434	-9.620344260212184	-73.7121475128645	0.8954425385934834	0.010000kg_unknown	unknown
2694.160901467505	67.90766666666667	-9.621356394129979	-73.72581132075473	0.9364339622641589	0.010000kg_unknown	unknown
2693.9078679880568	67.94789898989899	-9.622368528047772	-73.73947512864494	0.9774253859348199	0.010000kg_unknown	unknown
2693.6536222093546	67.98813131313132	-9.623385511162581	-73.7533007784855	1.019095091037774	0.010000kg_unknown	unknown
2693.39736537348	68.02836363636364	-9.62441053850608	-73.7673949044586	1.0618899826288382	0.010000kg_unknown	unknown
2693.1411085376053	68.06859595959595	-9.625435565849578	-73.7814890304317	1.1046848742199025	0.010000kg_unknown	unknown
2692.8848517017304	68.10882828282828	-9.626460593193078	-73.79558315640482	1.1474797658109819	0.010000kg_unknown	unknown
2692.6278166278166	68.1490606060606	-9.627488733488734	-73.80972008547009	1.1908933566433555	0.010000kg_unknown	unknown
2692.369917119917	68.18929292929293	-9.628520331520333	-73.82390455840456	1.2349941724941784	0.010000kg_unknown	unknown
2692.1120176120176	68.22952525252525	-9.62955192955193	-73.83808903133904	1.2790949883449856	0.010000kg_unknown	unknown
2691.8541181041182	68.26975757575758	-9.630583527583529	-73.85227350427351	1.3231958041958085	0.010000kg_unknown	unknown
2691.5942214351307	68.3099898989899	-9.631467335694609	-73.86672359963269	1.3684170274170246	0.010000kg_unknown	unknown
2691.3329725829726	68.35022222222223	-9.632251082251083	-73.88135353535354	1.4143968253968329	0.010000kg_unknown	unknown
2691.0717237308145	68.39045454545455	-9.633034828807556	-73.89598347107439	1.4603766233766247	0.010000kg_unknown	unknown
2690.810474878657	68.43068686868686	-9.63381857536403	-73.91061340679522	1.5063564213564167	0.010000kg_unknown	unknown
2690.547913778306	68.4709191919192	-9.634808344886777	-73.92551891463657	1.552971347461547	0.010000kg_unknown	unknown
2690.2849574173106	68.51115151515151	-9.635860170330758	-73.9405074272133	1.5997775797187506	0.010000kg_unknown	unknown
2690.022001056315	68.55138383838384	-9.63691199577474	-73.95549593979005	1.6465838119759706	0.010000kg_unknown	unknown
2689.759044695319	68.59161616161616	-9.637963821218722	-73.9704844523668	1.6933900442331742	0.010000kg_unknown	unknown
2689.494417862839	68.63184848484849	-9.639022328548645	-73.98531259968102	1.721836124401915	0.010000kg_unknown	unknown
2689.2297315257842	68.6720808080808	-9.640081073896862	-74.00013503455608	1.74962818979266	0.010000kg_unknown	unknown
2688.965045188729	68.71231313131314	-9.641139819245081	-74.01495746943115	1.7774202551834148	0.010000kg_unknown	unknown
2688.700030102348	68.75254545454546	-9.642199879590608	-74.02989825406381	1.8	0.010000kg_unknown	unknown
2688.433590875644	68.79277777777777	-9.643265636497425	-74.04535172921265	1.8	0.010000kg_unknown	unknown
2688.1671516489396	68.8330101010101	-9.644331393404242	-74.06080520436149	1.8	0.010000kg_unknown	unknown
2687.9007124222358	68.87324242424242	-9.645397150311059	-74.07625867951033	1.8	0.010000kg_unknown	unknown
2687.632719815606	68.91347474747475	-9.646469120737578	-74.09168497051047	1.8	0.010000kg_unknown	unknown
2687.3627042234425	68.95370707070707	-9.64754918310623	-74.10707585926377	1.8	0.010000kg_unknown	unknown
2687.092688631279	68.9939393939394	-9.648629245474885	-74.12246674801708	1.8	0.010000kg_unknown	unknown
2686.822673039116	69.03417171717172	-9.649709307843537	-74.13785763677038	1.8	0.010000kg_unknown	unknown
2686.551324051324	69.07440404040405	-9.650794703794704	-74.1535232050232	1.8	0.010000kg_unknown	unknown
2686.279484029484	69.11463636363636	-9.651882063882065	-74.16928992628992	1.8	0.010000kg_unknown	unknown
2686.007644007644	69.15486868686868	-9.652969423969424	-74.18505664755665	1.8	0.010000kg_unknown	unknown
2685.7357074142787	69.19510101010101	-9.654057170342885	-74.20084326255756	1.8	0.010000kg_unknown	unknown
2685.4620181405894	69.23533333333333	-9.655151927437641	-74.21699092970522	1.8	0.010000kg_unknown	unknown
2685.1883288669	69.27556565656566	-9.656246684532398	-74.23313859685288	1.8	0.010000kg_unknown	unknown
2684.914639593211	69.31579797979798	-9.657341441627155	-74.24928626400055	1.8	0.010000kg_unknown	unknown
2684.640203403902	69.35603030303031	-9.658439186384392	-74.26547799916978	1.8	0.010000kg_unknown	unknown
2684.3646395461465	69.39626262626263	-9.659541441815414	-74.28173626677736	1.8	0.010000kg_unknown	unknown
2684.089075688391	69.43649494949496	-9.660643697246437	-74.29799453438494	1.8	0.010000kg_unknown	unknown
2683.813511830635	69.47672727272727	-9.66174595267746	-74.31425280199252	1.8	0.010000kg_unknown	unknown
2683.5379479728795	69.51695959595959	-9.662636156081362	-74.3305110696001	1.8	0.010000kg_unknown	unknown
2683.262384115124	69.55719191919192	-9.663462847654628	-74.34676933720769	1.8	0.010000kg_unknown	unknown
2682.9868202573684	69.59742424242424	-9.664289539227894	-74.36302760481527	1.8	0.010000kg_unknown	unknown
2682.7107182940517	69.63765656565657	-9.665157126823793	-74.37931762065095	1.8	0.010000kg_unknown	unknown
2682.4313271604938	69.67788888888889	-9.666274691358025	-74.39580169753086	1.8	0.010000kg_unknown	unknown
2682.151936026936	69.71812121212122	-9.667392255892256	-74.41228577441078	1.8	0.010000kg_unknown	unknown
2681.8725448933783	69.75835353535354	-9.668509820426488	-74.4287698512907	1.8	0.010000kg_unknown	unknown
2681.592056932966	69.79858585858587	-9.669631772268136	-74.44547658402205	1.8	0.010000kg_unknown	unknown
2681.3107120152576	69.83881818181818	-9.67075715193897	-74.46235727908456	1.8	0.010000kg_unknown	unknown
2681.029367097549	69.8790505050505	-9.671882531609805	-74.47923797414707	1.8	0.010000kg_unknown	unknown
2680.7480221798405	69.91928282828283	-9.673007911280639	-74.49612064702974	1.8	0.010000kg_unknown	unknown
2680.4666772621317	69.95951515151515	-9.674133290951472	-74.51328268700996	1.8	0.010000kg_unknown	unknown
2680.1853323444234	69.99974747474748	-9.675258670622307	-74.53044472699018	1.8	0.010000kg_unknown	unknown
2679.9039874267146	70.0399797979798	-9.67638405029314	-74.5476067669704	1.8	0.010000kg_unknown	unknown
2679.6217456252666	70.08021212121213	-9.677513017498933	-74.56482351685874	1.8	0.010000kg_unknown	unknown
2679.3384194053206	70.12044444444444	-9.678646322378716	-74.58210641627544	1.8	0.010000kg_unknown	unknown
2679.055093185375	70.16067676767678	-9.679779627258501	-74.59938931569214	1.8	0.010000kg_unknown	unknown
2678.771766965429	70.2009090909091	-9.680912932138284	-74.61667221510884	1.8	0.010000kg_unknown	unknown
2678.486585715309	70.24114141414141	-9.682053657138763	-74.63406827136615	1.8	0.010000kg_unknown	unknown
2678.201250089548	70.28137373737374	-9.683194999641808	-74.65147374453758	1.8	0.010000kg_unknown	unknown
2677.915914463787	70.32160606060606	-9.684336342144853	-74.668879217709	1.8	0.010000kg_unknown	unknown
2677.6305788380255	70.36183838383839	-9.685477684647898	-74.68640411204241	1.8	0.010000kg_unknown	unknown
2677.3452432122644	70.4020707070707	-9.686619027150943	-74.70409492083961	1.8	0.010000kg_unknown	unknown
2677.0599075865034	70.44230303030304	-9.687760369653986	-74.72178572963679	1.8	0.010000kg_unknown	unknown
2676.7745719607424	70.48253535353535	-9.688901712157032	-74.73947653843399	1.8	0.010000kg_unknown	unknown
2676.4873737373737	70.52276767676769	-9.690167227833895	-74.75675757575758	1.8	0.010000kg_unknown	unknown
2676.2	70.563	-9.692	-74.775	1.8	0.010000kg_unknown	unknown
3869.077	0.0	-9.442	-71.305	0.352	0.352000kg_unknown	unknown
3814.951458874459	0.7127575757575758	-9.442	-71.305	0.352	0.352000kg_unknown	unknown
3764.1116320346323	1.4255151515151516	-9.441	-71.304	0.352	0.352000kg_unknown	unknown
3715.6588181818183	2.1382727272727275	-9.441	-71.304	0.352	0.352000kg_unknown	unknown
3669.4501060606062	2.8510303030303032	-9.441	-71.30237310606061	0.352	0.352000kg_unknown	unknown
3625.324771836007	3.563787878787879	-9.441	-71.301	0.352	0.352000kg_unknown	unknown
3583.1625614973264	4.276545454545455	-9.441	-71.3	0.352	0.352000kg_unknown	unknown
3543.0046094276095	4.989303030303031	-9.441	-71.298	0.352	0.352000kg_unknown	unknown
3504.72396969697	5.7020606060606065	-9.441	-71.296	0.352	0.352000kg_unknown	unknown
3468.286090909091	6.414818181818182	-9.441	-71.293	0.352	0.352000kg_unknown	unknown
3433.573392496393	7.127575757575758	-9.441	-71.291	0.352	0.352000kg_unknown	unknown
3400.4709393939397	7.840333333333334	-9.441	-71.288	0.352	0.352000kg_unknown	unknown
3368.986090909091	8.55309090909091	-9.441	-71.285	0.352	0.352000kg_unknown	unknown
3338.883060606061	9.265848484848485	-9.441	-71.282	0.352	0.352000kg_unknown	unknown
3310.1690745920746	9.978606060606062	-9.441	-71.279	0.352	0.352000kg_unknown	unknown
3282.678398601399	10.691363636363636	-9.441	-71.276	0.352	0.352000kg_unknown	unknown
3256.3940995670996	11.404121212121213	-9.441	-71.273	0.352	0.352000kg_unknown	unknown
3231.414373737374	12.11687878787879	-9.44	-71.27	0.352	0.352000kg_unknown	unknown
3207.637117302053	12.829636363636364	-9.44	-71.267	0.352	0.352000kg_unknown	unknown
3185.004456382002	13.542393939393941	-9.44	-71.264	0.352	0.352000kg_unknown	unknown
3163.454896613191	14.255151515151516	-9.44	-71.261	0.352	0.352000kg_unknown	unknown
3142.885080808081	14.967909090909092	-9.44	-71.259	0.352	0.352000kg_unknown	unknown
3123.248171171171	15.680666666666667	-9.44	-71.257	0.352	0.352000kg_unknown	unknown
3104.5276604506607	16.393424242424242	-9.44	-71.255	0.352	0.352000kg_unknown	unknown
3086.6579312638582	17.10618181818182	-9.44	-71.253	0.352	0.352000kg_unknown	unknown
3069.6132931642005	17.818939393939395	-9.44	-71.252	0.352	0.352000kg_unknown	unknown
3053.356614325069	18.53169696969697	-9.44	-71.251	0.352	0.352000kg_unknown	unknown
3037.8971160541587	19.24445454545455	-9.44	-71.25	0.352	0.352000kg_unknown	unknown
3023.1927575757577	19.957212121212123	-9.44	-71.249	0.352	0.352000kg_unknown	unknown
3009.2314289044293	20.669969696969698	-9.44	-71.248	0.352	0.352000kg_unknown	unknown
2996.0274132231407	21.382727272727273	-9.44	-71.24795041322315	0.352	0.352000kg_unknown	unknown
2983.5264093477144	22.09548484848485	-9.44	-71.247	0.352	0.352000kg_unknown	unknown
2971.7021221896384	22.808242424242426	-9.44	-71.247	0.352	0.352000kg_unknown	unknown
2960.5315454545457	23.521	-9.44	-71.246	0.352	0.352000kg_unknown	unknown
2949.9804632034634	24.23375757575758	-9.44	-71.246	0.352	0.352000kg_unknown	unknown
2940.0159844389846	24.946515151515154	-9.44	-71.246	0.352	0.352000kg_unknown	unknown
2930.611965034965	25.65927272727273	-9.44	-71.245	0.352	0.352000kg_unknown	unknown
2921.739285505659	26.372030303030304	-9.44	-71.245	0.352	0.352000kg_unknown	unknown
2913.3748650137745	27.084787878787882	-9.44	-71.245	0.352	0.352000kg_unknown	unknown
2905.4904897360707	27.797545454545457	-9.44	-71.245	0.352	0.352000kg_unknown	unknown
2898.0537370676466	28.51030303030303	-9.44	-71.244	0.352	0.352000kg_unknown	unknown
2891.048126357919	29.22306060606061	-9.44	-71.244	0.352	0.352000kg_unknown	unknown
2884.4625519480524	29.935818181818185	-9.44	-71.244	0.352	0.352000kg_unknown	unknown
2878.2654390119687	30.64857575757576	-9.44	-71.244	0.352	0.352000kg_unknown	unknown
2872.4394338624343	31.361333333333334	-9.44	-71.244	0.352	0.352000kg_unknown	unknown
2866.987437710438	32.07409090909091	-9.44	-71.244	0.352	0.352000kg_unknown	unknown
2861.87804493208	32.786848484848484	-9.44	-71.244	0.352	0.352000kg_unknown	unknown
2857.1057185581303	33.49960606060606	-9.44	-71.244	0.352	0.352000kg_unknown	unknown
2852.6505537190083	34.21236363636364	-9.44	-71.244	0.352	0.352000kg_unknown	unknown
2848.4774451292587	34.92512121212121	-9.44	-71.24459955487075	0.352	0.352000kg_unknown	unknown
2844.5697048260386	35.63787878787879	-9.44	-71.245	0.352	0.352000kg_unknown	unknown
2840.899704658526	36.35063636363637	-9.44	-71.246	0.352	0.352000kg_unknown	unknown
2837.4430663236135	37.06339393939394	-9.44	-71.247	0.352	0.352000kg_unknown	unknown
2834.174975268379	37.77615151515152	-9.44	-71.24790202473163	0.352	0.352000kg_unknown	unknown
2831.0731641733796	38.4889090909091	-9.44	-71.24900383582661	0.352	0.352000kg_unknown	unknown
2828.1111530054645	39.20166666666667	-9.44	-71.25096584699455	0.352	0.352000kg_unknown	unknown
2825.2714147355914	39.914424242424246	-9.44	-71.252	0.352	0.352000kg_unknown	unknown
2822.5270688705236	40.627181818181825	-9.440549931129476	-71.254	0.352	0.352000kg_unknown	unknown
2819.866891535279	41.339939393939396	-9.441	-71.25621010846473	0.352	0.352000kg_unknown	unknown
2817.266503732982	42.052696969696974	-9.441	-71.25881049626702	0.352	0.352000kg_unknown	unknown
2814.7088343578134	42.765454545454546	-9.441	-71.26136816564218	0.352	0.352000kg_unknown	unknown
2812.179084676553	43.478212121212124	-9.441	-71.26389791532344	0.352	0.352000kg_unknown	unknown
2809.660145947104	44.1909696969697	-9.442	-71.26683370810579	0.352	0.352000kg_unknown	unknown
2807.134910061469	44.903727272727274	-9.442	-71.26994208993852	0.352	0.352000kg_unknown	unknown
2804.5824501853067	45.61648484848485	-9.442	-71.27398909962939	0.352	0.352000kg_unknown	unknown
2801.983832506887	46.32924242424243	-9.442229476584021	-71.278	0.352	0.352000kg_unknown	unknown
2799.315	47.042	-9.443	-71.282	0.352	0.352000kg_unknown	unknown
2796.5559696969694	47.75475757575758	-9.443	-71.287	0.352	0.352000kg_unknown	unknown
2793.6734911094413	48.46751515151516	-9.444	-71.29315301778112	0.352	0.352000kg_unknown	unknown
2790.7364202187855	49.18027272727273	-9.444	-71.29902715956244	0.352	0.352000kg_unknown	unknown
2787.77904040404	49.89303030303031	-9.445	-71.30594191919192	0.352	0.352000kg_unknown	unknown
2784.7929080723197	50.60578787878788	-9.445	-71.31387127578303	0.352	0.352000kg_unknown	unknown
2781.760534529848	51.31854545454546	-9.446	-71.32296839641045	0.352	0.352000kg_unknown	unknown
2778.673775196903	52.031303030303036	-9.447	-71.33322867440928	0.352	0.352000kg_unknown	unknown
2775.510988260988	52.74406060606061	-9.448	-71.34495604695604	0.352	0.352000kg_unknown	unknown
2772.260101010101	53.456818181818186	-9.449	-71.3579595959596	0.352	0.352000kg_unknown	unknown
2768.9051399159052	54.169575757575764	-9.45	-71.37337944033638	0.352	0.352000kg_unknown	unknown
2765.4283333333333	54.882333333333335	-9.452	-71.39193	0.352	0.352000kg_unknown	unknown
2761.8065237870937	55.595090909090914	-9.453	-71.41366085727743	0.352	0.352000kg_unknown	unknown
2758.0210892710893	56.30784848484849	-9.45572891072891	-71.43983128583127	0.352	0.352000kg_unknown	unknown
2754.049393939394	57.02060606060606	-9.457700606060607	-71.47160484848484	0.352	0.352000kg_unknown	unknown
2749.8847402597403	57.73336363636364	-9.46086525974026	-71.5116525974026	0.352	0.352000kg_unknown	unknown
2745.545548073326	58.44612121212122	-9.465204451926674	-71.56165787504676	0.352	0.352000kg_unknown	unknown
2741.1172124976474	59.15887878787879	-9.469632787502352	-71.62675738754	0.352	0.352000kg_unknown	unknown
2736.787878787879	59.87163636363637	-9.475962121212122	-71.70920454545454	0.3755833333333337	0.352000kg_unknown	unknown
2732.7478820462693	60.58439393939394	-9.484004235907461	-71.81106353861193	0.46708683610296475	0.352000kg_unknown	unknown
2729.0196351267778	61.29715151515152	-9.493191094619666	-71.93156277056278	0.6750470006184299	0.352000kg_unknown	unknown
2725.480837789661	62.0099090909091	-9.502807486631017	-72.06703565062388	1.0266452762923401	0.352000kg_unknown	unknown
2722.0101626016262	62.72266666666667	-9.514219512195123	-72.21729268292682	1.5223739837398376	0.352000kg_unknown	unknown
2718.526235258994	63.43542424242425	-9.525895058964025	-72.3807407075683	2.1480816539782093	0.352000kg_unknown	unknown
2714.976354453627	64.14818181818183	-9.539094582185491	-72.55645592286501	2.8848810835629126	0.352000kg_unknown	unknown
2711.3232323232323	64.8609393939394	-9.55270707070707	-72.74519191919192	3.7147171717171847	0.352000kg_unknown	unknown
2707.5396903820815	65.57369696969697	-9.566841238471675	-72.94735671936759	4.624736166007908	0.352000kg_unknown	unknown
2703.5996900826444	66.28645454545455	-9.582601239669422	-73.1624173553719	5.3	0.352000kg_unknown	unknown
2699.4824726555494	66.99921212121212	-9.598070109377801	-73.39224905863367	5.3	0.352000kg_unknown	unknown
2695.185768730247	67.7119696969697	-9.615256925079011	-73.63772541364565	5.3	0.352000kg_unknown	unknown
2690.7065982404692	68.42472727272728	-9.633173607038122	-73.89851730205278	5.3	0.352000kg_unknown	unknown
2686.040101010101	69.13748484848486	-9.651839595959597	-74.17459393939394	5.3	0.352000kg_unknown	unknown
2681.203500522466	69.85024242424242	-9.671185997910136	-74.46733646812957	5.3	0.352000kg_unknown	unknown
2676.2	70.563	-9.692	-74.775	5.3	0.352000kg_unknown	unknown
3489.771	0.0	-9.369	-70.37	1.443	1.443000kg_unknown	unknown
3460.797629935721	0.5984141414141414	-9.369	-70.37	1.443	1.443000kg_unknown	unknown
3433.474118137901	1.1968282828282828	-9.369	-70.369	1.443	1.443000kg_unknown	unknown
3407.151764163373	1.7952424242424243	-9.369	-70.369	1.443	1.443000kg_unknown	unknown
