2676.200	70.563	300.000	2.400	6.133	71475.272	0.000	0.000.1	0.000.2	1.00000
2676.3	70.549	303.381	2.4	6.133	71461.553	0.0	0.0	7146.155	1.0
2676.75	70.486	318.561	2.4	6.133	71396.806	0.0	0.0	39274.718	1.0
2677.75	70.345	351.986	2.4	6.133	71241.186	0.0	0.0	110515.904	1.0
2678.75	70.203	384.825	2.4	6.133	71063.333	0.0	0.0	181579.237	1.0
2679.75	70.06	416.943	2.4	6.133	70874.338	0.0	0.0	252453.575	1.0
2680.75	69.916	448.269	2.4	6.133	70674.294	0.0	0.0	323127.869	1.0
2681.75	69.772	478.753	2.4	6.133	70463.345	0.0	0.0	393591.214	1.0
2682.75	69.626	507.331	2.4	6.133	70241.418	0.0	0.0	463832.633	1.0
2683.75	69.48	533.868	2.4	6.133	70008.777	0.0	0.0	533841.41	1.0
2684.75	69.332	560.603	2.4	6.133	69765.227	0.0	0.0	603606.636	1.0
2685.75	69.183	588.136	2.4	6.133	69511.091	0.0	0.0	673117.727	1.0
2686.75	69.034	614.929	2.4	6.133	69246.139	0.0	0.0	742363.866	1.0
2687.75	68.883	640.31	2.4	6.133	68970.677	0.0	0.0	811334.543	1.0
2688.75	68.731	664.488	2.4	6.133	68684.46	0.0	0.0	880019.003	1.0
2689.75	68.577	687.642	2.4	6.133	68387.784	0.0	0.0	948406.787	1.0
2690.75	68.422	710.034	2.4	6.133	68080.376	0.0	0.0	1016487.164	1.0
2691.75	68.266	732.193	2.4	6.133	67762.495	0.0	0.0	1084249.658	1.0
2692.75	68.108	757.163	2.4	6.133	67433.966	0.0	0.0	1151683.624	1.0
2693.75	67.949	782.863	2.4	6.133	67094.869	0.0	0.0	1218778.493	1.0
2694.75	67.788	808.27	2.4	6.133	66745.189	0.0	0.0	1285523.682	1.0
2695.75	67.626	833.22	2.4	6.133	66384.754	0.0	0.0	1351908.436	1.0
2696.75	67.462	850.0	2.349	5.992	66013.718	0.0	0.0	1417922.154	1.0
2697.75	67.296	850.0	2.19	5.552	65610.683	0.0	0.0	1483532.837	1.0
2698.75	67.129	850.0	2.032	5.121	65119.461	0.0	0.0	1548652.298	1.0
2699.75	66.96	850.0	1.875	4.698	64521.008	0.0	0.0	1613173.307	1.0
2700.75	66.79	850.0	1.72	4.286	63800.142	0.0	0.0	1676973.448	1.0
2701.75	66.618	850.0	1.567	3.884	62939.108	0.0	0.0	1739912.556	1.0
2702.75	66.444	850.0	1.416	3.493	61917.085	0.0	0.0	1801829.641	1.0
2703.75	66.269	850.0	1.269	3.114	60709.269	0.0	0.0	1862538.91	1.0
2704.75	66.092	850.0	1.125	2.748	59285.966	0.0	0.0	1921824.875	1.0
2705.75	65.915	850.0	0.986	2.395	57611.618	0.0	0.0	1979436.494	1.0
2706.75	65.736	850.0	0.851	2.059	55643.35	0.0	0.0	2035079.843	1.0
2707.75	65.556	850.0	0.722	1.74	53329.087	0.0	0.0	2088408.93	1.0
2708.75	65.376	850.0	0.6	1.44	50605.758	0.0	0.0	2139014.688	1.0
2709.75	65.196	850.0	0.486	1.162	47397.36	0.0	0.0	2186412.047	1.0
2710.75	65.017	850.0	0.381	0.909	43614.862	0.0	0.0	2230026.909	1.0
2711.75	64.839	850.0	0.288	0.684	39159.894	0.0	0.0	2269186.802	1.0
2712.75	64.665	850.0	0.208	0.492	33941.756	0.0	0.0	2303128.559	1.0
2713.75	64.494	850.0	0.142	0.336	27927.0	0.0	0.0	2331055.558	1.0
2714.75	64.331	850.0	0.093	0.221	21260.918	0.0	0.0	2352316.476	1.0
2715.75	64.179	850.0	0.062	0.146	14485.441	0.0	0.0	2366801.917	1.0
2716.364	64.093	850.0	0.049	0.115	10281.613	0.0	0.0	2373109.833	1.0
2717.023	64.008	850.0	0.04	0.095	6875.413	0.0	0.0	2377641.448	1.0
2717.682	63.93	850.0	0.036	0.085	4447.274	0.0	0.0	2380572.665	1.0
2718.341	63.859	850.0	0.034	0.08	2882.944	0.0	0.0	2382472.826	1.0
2719.025	63.791	850.0	0.034	0.08	1896.659	0.0	0.0	2383771.27	1.0
2719.779	63.72	839.835	0.034	0.08	1260.28	0.0	0.0	2384720.989	1.0
