0.000	124.981	300.000	387.000	50.687	8228.242	0.000.1	0.000.2	0.000.3	0.82293	2595.650	79.494	850.000	351.153	45.717	1495202.819	265498515.661	1.00000	2482.100	87.844	657.970	713217.983	152139486.376	0.91143	2237.550	99.777	460.583	191738.685	61520498.997	0.82829
0.0			387.0	50.687		0.0																		2482.1	87.844	657.97	647719.455	152139486.376	0.82829
0.0			387.0	50.687		0.0												2539.65	83.993	750.909	979000.716	200550504.132	0.91143						
0.0			387.0	50.687		0.0												2540.65	83.92	752.995	984491.463	201534995.595	0.91143						
0.0			387.0	50.687		0.0												2541.65	83.847	755.099	990022.961	202525018.556	0.91143						
0.0			387.0	50.687		0.0												2542.65	83.774	757.213	995595.56	203520614.116	0.91143						
0.0			387.0	50.687		0.0												2543.65	83.701	759.337	1001208.854	204521822.97	0.91143						
0.0			387.0	50.687		0.0												2544.65	83.627	761.472	1006862.73	205528685.7	0.91143						
0.0			387.0	50.687		0.0												2545.65	83.553	763.617	1012558.681	206541244.381	0.91143						
0.0			387.0	50.687		0.0												2546.65	83.479	765.772	1018297.334	207559541.715	0.91143						
0.0			387.0	50.687		0.0												2547.65	83.404	767.938	1024079.113	208583620.828	0.91143						
0.0			387.0	50.687		0.0												2548.65	83.33	770.115	1029903.118	209613523.946	0.91143						
0.0			387.0	50.687		0.0												2549.65	83.255	772.302	1035771.161	210649295.108	0.91143						
0.0			387.0	50.687		0.0												2550.65	83.179	774.5	1041683.603	211690978.711	0.91143						
0.0			387.0	50.687		0.0												2551.65	83.104	776.708	1047639.487	212738618.198	0.91143						
0.0			387.0	50.687		0.0												2552.65	83.028	778.924	1053640.465	213792258.663	0.91143						
0.0			387.0	50.687		0.0												2553.65	82.952	781.149	1059687.206	214851945.868	0.91143						
0.0			387.0	50.687		0.0												2554.65	82.876	783.384	1065780.28	215917726.148	0.91143						
0.0			387.0	50.687		0.0												2555.65	82.799	785.627	1071920.444	216989646.593	0.91143						
0.0			387.0	50.687		0.0												2556.65	82.723	787.879	1078104.336	218067750.928	0.91143						
0.0			387.0	50.687		0.0												2557.65	82.646	790.141	1084336.429	219152087.358	0.91143						
0.0			387.0	50.687		0.0												2558.65	82.568	792.412	1090617.326	220242704.684	0.91143						
0.0			387.0	50.687		0.0												2559.65	82.491	794.692	1096946.919	221339651.602	0.91143						
0.0			387.0	50.687		0.0												2560.65	82.413	796.981	1103323.973	222442975.575	0.91143						
0.0			387.0	50.687		0.0												2561.65	82.335	799.279	1109750.806	223552726.382	0.91143						
