#_______________________________________________________________________________
#    ######   ####     ##             #####   #####     ##    #    #    ##
#    #       #        #  #            #    #  #    #   #  #   ##  ##   #  #
#    #####    ####   ######           #    #  #####   ######  # ## #  ######
#    #            #  #    #           #    #  #    #  #    #  #    #  #    #
#____######__#####___#____#___________#####___#____#__#____#__#____#__#____#____
#
#              ESA Debris Risk Assessment and Mitigation Analysis
#
#                         ---- DRAMA ( SESAM r2.1.5 ) ----
#                                      ESA 2018
#
#                         final state of demising objects
#-------------------------------------------------------------------------------
# Filename      : demiseData.txt
# RunID         : PySara
# Content       : This file lists the demising objects,
#                 computed by the DRAMA 3 Re-entry Analysis.
# Documentation : DRAMA Software User Manual, section OPERATIONS MANUAL / Normal operation / SARA / SARA Simulation Output / Re-entry simulation output
#
#--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
#  Time [s]  Altitude [km]  Lat [deg]  Lon [deg]  Velocity [km/s]   Downrange [km]       Drag       Lift       Side    Knudsen       Mach                UniqueID                  Name
#--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  2300.550          99.437     10.257     28.354            7.358        16641.644      0.870      0.000      0.000    0.01007   27.66771  a9c375f9-d99d-49d8-8c88-27568f7057f0  SolarP
  2551.100          87.789      9.230     44.864            7.331        18456.459      0.875      0.000      0.000    0.00338   26.50065  d31f1317-0d9d-4f0b-8e1f-fcf3416b7f5b  SVM
  2705.650          74.891      8.189     54.788            6.842        19554.513      1.651      0.000      0.000    0.00213   24.07515  d937ad92-d03c-481d-8392-3f22b0e7d086  RSJD
  2695.650          76.141      8.262     54.174            6.940        19486.300      1.202      0.000      0.000    0.00375   24.47489  de163939-c203-4c8e-9849-f04d653048fa  EIU
  2664.650          78.919      8.496     52.145            6.727        19261.406      2.368      0.000      0.000    0.01047   23.84096  8140b255-48fc-423e-ad9f-f730c48a160b  SADME
  2681.650          77.478      8.368     53.268            6.929        19385.905      1.061      0.000      0.000    0.00571   24.48869  7748539e-591c-4400-9cc9-9ec1036fb9e3  CCU
  2685.650          77.176      8.337     53.537            6.965        19415.644      1.170      0.000      0.000    0.00525   24.60509  6bbe79a5-0f24-4ab3-a2fb-15baef655496  BSP
  2673.650          78.265      8.426     52.758            6.953        19329.325      1.656      0.000      0.000    0.00899   24.60514  9a311fa3-eaf6-4892-9222-ba5f054d70f3  EDR
  2685.650          77.033      8.339     53.519            6.904        19413.684      1.301      0.000      0.000    0.00553   24.38380  dee53926-7642-466e-802b-b9744ba8cdb5  EPRM
  2654.650          80.174      8.561     51.560            7.070        19196.594      2.547      0.000      0.000    0.01528   25.09184  e35eed7f-ef13-414e-931e-da5bd7aff9d0  BEG1
